,tf,target,key
75,Ar,F630206G17Rik,Ar_F630206G17Rik
76,Ar,Fam104a,Ar_Fam104a
77,Ar,Fam117b,Ar_Fam117b
78,Ar,Fam131c,Ar_Fam131c
79,Ar,Fam133b,Ar_Fam133b
81,Ar,Fbf1,Ar_Fbf1
83,Ar,Fdft1,Ar_Fdft1
84,Ar,Fhit,Ar_Fhit
85,Ar,Flnb,Ar_Flnb
86,Ar,Fmo5,Ar_Fmo5
87,Ar,Gaa,Ar_Gaa
88,Ar,Gabarapl1,Ar_Gabarapl1
89,Ar,Gadd45g,Ar_Gadd45g
91,Ar,Ganc,Ar_Ganc
92,Ar,Gcnt2,Ar_Gcnt2
94,Ar,Glb1l2,Ar_Glb1l2
95,Ar,Gm10687,Ar_Gm10687
96,Ar,Gm11827,Ar_Gm11827
97,Ar,Gm12532,Ar_Gm12532
98,Ar,Gm128,Ar_Gm128
99,Ar,Gm15348,Ar_Gm15348
102,Ar,Gm29685,Ar_Gm29685
103,Ar,Gm30173,Ar_Gm30173
104,Ar,Gm3137,Ar_Gm3137
105,Ar,Gm6498,Ar_Gm6498
106,Ar,Gm826,Ar_Gm826
107,Ar,Gng7,Ar_Gng7
108,Ar,Gpam,Ar_Gpam
109,Ar,Gpat2,Ar_Gpat2
110,Ar,Gpbar1,Ar_Gpbar1
111,Ar,Greb1,Ar_Greb1
114,Ar,Gucd1,Ar_Gucd1
116,Ar,Herpud1,Ar_Herpud1
117,Ar,Hexb,Ar_Hexb
118,Ar,Hif3a,Ar_Hif3a
119,Ar,Hpd,Ar_Hpd
125,Ar,Isg20,Ar_Isg20
126,Ar,Kazn,Ar_Kazn
128,Ar,Kcnk1,Ar_Kcnk1
129,Ar,Kcnk5,Ar_Kcnk5
130,Ar,Kdm7a,Ar_Kdm7a
132,Ar,Klf9,Ar_Klf9
133,Ar,Kpna1,Ar_Kpna1
135,Ar,Lamb3,Ar_Lamb3
136,Ar,Lekr1,Ar_Lekr1
137,Ar,Lpin1,Ar_Lpin1
138,Ar,Lpp,Ar_Lpp
139,Ar,Lrg1,Ar_Lrg1
141,Ar,Lrrc58,Ar_Lrrc58
142,Ar,Ly6f,Ar_Ly6f
144,Ar,Mapk14,Ar_Mapk14
145,Ar,Mchr1,Ar_Mchr1
146,Ar,Med28,Ar_Med28
147,Ar,Midn,Ar_Midn
148,Ar,Mir1933,Ar_Mir1933
149,Ar,Mir2139,Ar_Mir2139
150,Ar,Mir3089,Ar_Mir3089
153,Ar,Mir698,Ar_Mir698
154,Ar,Mir7041,Ar_Mir7041
156,Ar,Mir7237,Ar_Mir7237
157,Ar,Morc1,Ar_Morc1
160,Ar,Mro,Ar_Mro
161,Ar,Msra,Ar_Msra
164,Ar,Mup5,Ar_Mup5
165,Ar,Nat2,Ar_Nat2
166,Ar,Ncs1,Ar_Ncs1
168,Ar,Neat1,Ar_Neat1
169,Ar,Nf2,Ar_Nf2
170,Ar,Nfkbia,Ar_Nfkbia
172,Ar,Noct,Ar_Noct
173,Ar,Nop16,Ar_Nop16
174,Ar,Npvf,Ar_Npvf
175,Ar,Nsdhl,Ar_Nsdhl
178,Ar,Olfr523,Ar_Olfr523
180,Ar,Osbpl9,Ar_Osbpl9
181,Ar,Pacsin2,Ar_Pacsin2
182,Ar,Pak1,Ar_Pak1
183,Ar,Papss1,Ar_Papss1
184,Ar,Parp8,Ar_Parp8
185,Ar,Pcx,Ar_Pcx
187,Ar,Pdxdc1,Ar_Pdxdc1
188,Ar,Per1,Ar_Per1
189,Ar,Per2,Ar_Per2
191,Ar,Plekha7,Ar_Plekha7
192,Ar,Plekhs1,Ar_Plekhs1
194,Ar,Plk3,Ar_Plk3
196,Ar,Pnrc2,Ar_Pnrc2
197,Ar,Polr3d,Ar_Polr3d
200,Ar,Prkag3,Ar_Prkag3
202,Ar,Prodh,Ar_Prodh
203,Ar,Prr15l,Ar_Prr15l
205,Ar,Ptgds,Ar_Ptgds
207,Ar,Ptprf,Ar_Ptprf
208,Ar,Pxmp4,Ar_Pxmp4
209,Ar,Rab11fip4os2,Ar_Rab11fip4os2
210,Ar,Rad21,Ar_Rad21
211,Ar,Rad54l2,Ar_Rad54l2
213,Ar,Rara,Ar_Rara
214,Ar,Reps1,Ar_Reps1
215,Ar,Retreg1,Ar_Retreg1
216,Ar,Rnase11,Ar_Rnase11
218,Ar,Rnf186,Ar_Rnf186
219,Ar,Rpl3l,Ar_Rpl3l
223,Ar,Sestd1,Ar_Sestd1
224,Ar,Slc22a1,Ar_Slc22a1
225,Ar,Slc25a13,Ar_Slc25a13
226,Ar,Slc28a1,Ar_Slc28a1
227,Ar,Slc6a5,Ar_Slc6a5
230,Ar,Slco1a1,Ar_Slco1a1
231,Ar,Smim1,Ar_Smim1
232,Ar,Sox13,Ar_Sox13
233,Ar,Stat5b,Ar_Stat5b
234,Ar,Stmn1-rs1,Ar_Stmn1-rs1
235,Ar,Sult1d1,Ar_Sult1d1
236,Ar,Susd3,Ar_Susd3
237,Ar,Tbl1xr1,Ar_Tbl1xr1
238,Ar,Tk1,Ar_Tk1
241,Ar,Tmem252,Ar_Tmem252
242,Ar,Tmem37,Ar_Tmem37
244,Ar,Tnks,Ar_Tnks
245,Ar,Treh,Ar_Treh
246,Ar,Trim63,Ar_Trim63
247,Ar,Trmt61a,Ar_Trmt61a
250,Ar,Ttpal,Ar_Ttpal
251,Ar,Txndc11,Ar_Txndc11
252,Ar,Ubb,Ar_Ubb
253,Ar,Ube2d1,Ar_Ube2d1
254,Ar,Ubiad1,Ar_Ubiad1
255,Ar,Ugt2a1,Ar_Ugt2a1
256,Ar,Usp2,Ar_Usp2
257,Ar,Usp3,Ar_Usp3
259,Ar,Vim,Ar_Vim
260,Ar,Wbp1l,Ar_Wbp1l
261,Ar,Xkr9,Ar_Xkr9
262,Ar,Xpo7,Ar_Xpo7
263,Ar,Ywhaz,Ar_Ywhaz
264,Ar,Zbtb7b,Ar_Zbtb7b
266,Ar,Zfp35,Ar_Zfp35
267,Ar,Zfp36,Ar_Zfp36
281,Arntl,4930517M08Rik,Arntl_4930517M08Rik
353,Arntl,Cldn34d,Arntl_Cldn34d
715,Cebpb,4930463O16Rik,Cebpb_4930463O16Rik
717,Cebpb,Aacs,Cebpb_Aacs
721,Cebpb,Abhd11,Cebpb_Abhd11
722,Cebpb,Acadsb,Cebpb_Acadsb
725,Cebpb,Ankrd22,Cebpb_Ankrd22
726,Cebpb,Apc,Cebpb_Apc
727,Cebpb,Atp6v1f,Cebpb_Atp6v1f
728,Cebpb,Brox,Cebpb_Brox
730,Cebpb,Btbd19,Cebpb_Btbd19
731,Cebpb,Ccdc77,Cebpb_Ccdc77
733,Cebpb,Cdkl4,Cebpb_Cdkl4
737,Cebpb,Cldn34d,Cebpb_Cldn34d
739,Cebpb,Cotl1,Cebpb_Cotl1
744,Cebpb,Cyp39a1,Cebpb_Cyp39a1
745,Cebpb,Dhrs9,Cebpb_Dhrs9
747,Cebpb,E030030I06Rik,Cebpb_E030030I06Rik
749,Cebpb,Elmsan1,Cebpb_Elmsan1
755,Cebpb,Fnta,Cebpb_Fnta
756,Cebpb,Fosl2,Cebpb_Fosl2
759,Cebpb,Gatb,Cebpb_Gatb
762,Cebpb,Gm20544,Cebpb_Gm20544
764,Cebpb,Got1,Cebpb_Got1
765,Cebpb,Gpsm1,Cebpb_Gpsm1
766,Cebpb,Greb1,Cebpb_Greb1
767,Cebpb,Gse1,Cebpb_Gse1
770,Cebpb,Hist2h4,Cebpb_Hist2h4
772,Cebpb,Hmbs,Cebpb_Hmbs
773,Cebpb,Hmgxb3,Cebpb_Hmgxb3
774,Cebpb,Hmox1,Cebpb_Hmox1
775,Cebpb,Hnrnph1,Cebpb_Hnrnph1
776,Cebpb,Iars,Cebpb_Iars
779,Cebpb,Irf2bpl,Cebpb_Irf2bpl
780,Cebpb,Irs1,Cebpb_Irs1
782,Cebpb,Kcnj1,Cebpb_Kcnj1
783,Cebpb,Knl1,Cebpb_Knl1
787,Cebpb,Lztfl1,Cebpb_Lztfl1
789,Cebpb,Man1b1,Cebpb_Man1b1
791,Cebpb,Mcm3,Cebpb_Mcm3
796,Cebpb,Mpc2,Cebpb_Mpc2
797,Cebpb,Mpg,Cebpb_Mpg
798,Cebpb,Myc,Cebpb_Myc
799,Cebpb,Myog,Cebpb_Myog
800,Cebpb,Ndrg1,Cebpb_Ndrg1
801,Cebpb,Neat1,Cebpb_Neat1
802,Cebpb,Nfe2l2,Cebpb_Nfe2l2
803,Cebpb,Npr1,Cebpb_Npr1
804,Cebpb,Nudt13,Cebpb_Nudt13
808,Cebpb,Pcf11,Cebpb_Pcf11
812,Cebpb,Pnp,Cebpb_Pnp
813,Cebpb,Prmt3,Cebpb_Prmt3
814,Cebpb,Ptgs2,Cebpb_Ptgs2
815,Cebpb,Ptpn12,Cebpb_Ptpn12
816,Cebpb,Pycr1,Cebpb_Pycr1
817,Cebpb,Rad23b,Cebpb_Rad23b
819,Cebpb,Rarg,Cebpb_Rarg
820,Cebpb,Rbm39,Cebpb_Rbm39
822,Cebpb,Rpia,Cebpb_Rpia
823,Cebpb,Sars,Cebpb_Sars
825,Cebpb,Sf3b2,Cebpb_Sf3b2
826,Cebpb,Sgca,Cebpb_Sgca
830,Cebpb,Smad6,Cebpb_Smad6
831,Cebpb,Smarca2,Cebpb_Smarca2
833,Cebpb,Srsf2,Cebpb_Srsf2
834,Cebpb,Stk25,Cebpb_Stk25
835,Cebpb,Sys1,Cebpb_Sys1
836,Cebpb,Sytl3,Cebpb_Sytl3
839,Cebpb,Tgif1,Cebpb_Tgif1
841,Cebpb,Tomm6,Cebpb_Tomm6
843,Cebpb,Trib1,Cebpb_Trib1
845,Cebpb,Ttc21b,Cebpb_Ttc21b
847,Cebpb,Ywhaq,Cebpb_Ywhaq
848,Creb1,0610009B22Rik,Creb1_0610009B22Rik
849,Creb1,0610009L18Rik,Creb1_0610009L18Rik
850,Creb1,0610009O20Rik,Creb1_0610009O20Rik
851,Creb1,0610010K14Rik,Creb1_0610010K14Rik
852,Creb1,0610012G03Rik,Creb1_0610012G03Rik
853,Creb1,0610037L13Rik,Creb1_0610037L13Rik
854,Creb1,1110002L01Rik,Creb1_1110002L01Rik
856,Creb1,1110004F10Rik,Creb1_1110004F10Rik
857,Creb1,1110020A21Rik,Creb1_1110020A21Rik
859,Creb1,1110059E24Rik,Creb1_1110059E24Rik
860,Creb1,1110059G10Rik,Creb1_1110059G10Rik
861,Creb1,1110065P20Rik,Creb1_1110065P20Rik
862,Creb1,1300002E11Rik,Creb1_1300002E11Rik
863,Creb1,1600002K03Rik,Creb1_1600002K03Rik
864,Creb1,1600012H06Rik,Creb1_1600012H06Rik
865,Creb1,1600023N17Rik,Creb1_1600023N17Rik
868,Creb1,1700008O03Rik,Creb1_1700008O03Rik
870,Creb1,1700022H01Rik,Creb1_1700022H01Rik
871,Creb1,1700023D09Rik,Creb1_1700023D09Rik
872,Creb1,1700028E10Rik,Creb1_1700028E10Rik
873,Creb1,1700030J22Rik,Creb1_1700030J22Rik
874,Creb1,1700030K09Rik,Creb1_1700030K09Rik
875,Creb1,1700037C18Rik,Creb1_1700037C18Rik
876,Creb1,1700037H04Rik,Creb1_1700037H04Rik
877,Creb1,1700045H11Rik,Creb1_1700045H11Rik
878,Creb1,1700063D05Rik,Creb1_1700063D05Rik
879,Creb1,1700066M21Rik,Creb1_1700066M21Rik
880,Creb1,1700084E18Rik,Creb1_1700084E18Rik
881,Creb1,1700096K18Rik,Creb1_1700096K18Rik
882,Creb1,1700102H20Rik,Creb1_1700102H20Rik
883,Creb1,1700113A16Rik,Creb1_1700113A16Rik
884,Creb1,1700123M08Rik,Creb1_1700123M08Rik
885,Creb1,1700125G22Rik,Creb1_1700125G22Rik
886,Creb1,1810013L24Rik,Creb1_1810013L24Rik
887,Creb1,1810022K09Rik,Creb1_1810022K09Rik
888,Creb1,1810024B03Rik,Creb1_1810024B03Rik
889,Creb1,1810026B05Rik,Creb1_1810026B05Rik
891,Creb1,1810041H14Rik,Creb1_1810041H14Rik
892,Creb1,1810043G02Rik,Creb1_1810043G02Rik
893,Creb1,1810044D09Rik,Creb1_1810044D09Rik
894,Creb1,1810055G02Rik,Creb1_1810055G02Rik
895,Creb1,2010107E04Rik,Creb1_2010107E04Rik
896,Creb1,2010109A12Rik,Creb1_2010109A12Rik
897,Creb1,2010111I01Rik,Creb1_2010111I01Rik
898,Creb1,2210406O10Rik,Creb1_2210406O10Rik
899,Creb1,2310033P09Rik,Creb1_2310033P09Rik
900,Creb1,2410002F23Rik,Creb1_2410002F23Rik
901,Creb1,2410006H16Rik,Creb1_2410006H16Rik
903,Creb1,2410131K14Rik,Creb1_2410131K14Rik
906,Creb1,2610005L07Rik,Creb1_2610005L07Rik
907,Creb1,2610020C07Rik,Creb1_2610020C07Rik
908,Creb1,2610306M01Rik,Creb1_2610306M01Rik
909,Creb1,2610316D01Rik,Creb1_2610316D01Rik
911,Creb1,2700054A10Rik,Creb1_2700054A10Rik
914,Creb1,2810013P06Rik,Creb1_2810013P06Rik
915,Creb1,2810029C07Rik,Creb1_2810029C07Rik
916,Creb1,2810403A07Rik,Creb1_2810403A07Rik
917,Creb1,2810408A11Rik,Creb1_2810408A11Rik
918,Creb1,2810408I11Rik,Creb1_2810408I11Rik
919,Creb1,2810410L24Rik,Creb1_2810410L24Rik
921,Creb1,2900009J06Rik,Creb1_2900009J06Rik
922,Creb1,2900060B14Rik,Creb1_2900060B14Rik
923,Creb1,2900076A07Rik,Creb1_2900076A07Rik
924,Creb1,2900093K20Rik,Creb1_2900093K20Rik
926,Creb1,3110021A11Rik,Creb1_3110021A11Rik
927,Creb1,3110043O21Rik,Creb1_3110043O21Rik
928,Creb1,3110056K07Rik,Creb1_3110056K07Rik
930,Creb1,3110082I17Rik,Creb1_3110082I17Rik
931,Creb1,3830406C13Rik,Creb1_3830406C13Rik
932,Creb1,4632404H12Rik,Creb1_4632404H12Rik
933,Creb1,4632427E13Rik,Creb1_4632427E13Rik
934,Creb1,4732416N19Rik,Creb1_4732416N19Rik
935,Creb1,4831440E17Rik,Creb1_4831440E17Rik
936,Creb1,4833417C18Rik,Creb1_4833417C18Rik
939,Creb1,4921524J17Rik,Creb1_4921524J17Rik
941,Creb1,4930413G21Rik,Creb1_4930413G21Rik
944,Creb1,4930432K21Rik,Creb1_4930432K21Rik
945,Creb1,4930451G09Rik,Creb1_4930451G09Rik
946,Creb1,4930483J18Rik,Creb1_4930483J18Rik
948,Creb1,4930517M08Rik,Creb1_4930517M08Rik
949,Creb1,4930522P08Rik,Creb1_4930522P08Rik
950,Creb1,4930527F14Rik,Creb1_4930527F14Rik
951,Creb1,4930558J18Rik,Creb1_4930558J18Rik
952,Creb1,4930577N17Rik,Creb1_4930577N17Rik
953,Creb1,4930578M01Rik,Creb1_4930578M01Rik
954,Creb1,4930579G24Rik,Creb1_4930579G24Rik
955,Creb1,4930583K01Rik,Creb1_4930583K01Rik
956,Creb1,4930589L23Rik,Creb1_4930589L23Rik
957,Creb1,4932412D23Rik,Creb1_4932412D23Rik
958,Creb1,4932438A13Rik,Creb1_4932438A13Rik
959,Creb1,4933430I17Rik,Creb1_4933430I17Rik
960,Creb1,4933434E20Rik,Creb1_4933434E20Rik
961,Creb1,5031425E22Rik,Creb1_5031425E22Rik
963,Creb1,5430402O13Rik,Creb1_5430402O13Rik
964,Creb1,5430405H02Rik,Creb1_5430405H02Rik
965,Creb1,5430416N02Rik,Creb1_5430416N02Rik
966,Creb1,5730405O15Rik,Creb1_5730405O15Rik
968,Creb1,6030443J06Rik,Creb1_6030443J06Rik
969,Creb1,6030458C11Rik,Creb1_6030458C11Rik
970,Creb1,6430548M08Rik,Creb1_6430548M08Rik
971,Creb1,6820431F20Rik,Creb1_6820431F20Rik
972,Creb1,8430429K09Rik,Creb1_8430429K09Rik
973,Creb1,9030025P20Rik,Creb1_9030025P20Rik
974,Creb1,9130011E15Rik,Creb1_9130011E15Rik
975,Creb1,9130023H24Rik,Creb1_9130023H24Rik
976,Creb1,9330104G04Rik,Creb1_9330104G04Rik
977,Creb1,9330133O14Rik,Creb1_9330133O14Rik
978,Creb1,9330151L19Rik,Creb1_9330151L19Rik
980,Creb1,9430015G10Rik,Creb1_9430015G10Rik
981,Creb1,9430037G07Rik,Creb1_9430037G07Rik
983,Creb1,9430065F17Rik,Creb1_9430065F17Rik
984,Creb1,9430091E24Rik,Creb1_9430091E24Rik
985,Creb1,9530068E07Rik,Creb1_9530068E07Rik
986,Creb1,9530077C05Rik,Creb1_9530077C05Rik
987,Creb1,9530080O11Rik,Creb1_9530080O11Rik
988,Creb1,9930021J03Rik,Creb1_9930021J03Rik
989,Creb1,9930104L06Rik,Creb1_9930104L06Rik
990,Creb1,A130010J15Rik,Creb1_A130010J15Rik
992,Creb1,A230056J06Rik,Creb1_A230056J06Rik
994,Creb1,A430005L14Rik,Creb1_A430005L14Rik
995,Creb1,A430035B10Rik,Creb1_A430035B10Rik
996,Creb1,A430078I02Rik,Creb1_A430078I02Rik
998,Creb1,A730063M14Rik,Creb1_A730063M14Rik
999,Creb1,A730081D07Rik,Creb1_A730081D07Rik
1001,Creb1,AA465934,Creb1_AA465934
1002,Creb1,AA543186,Creb1_AA543186
1005,Creb1,AU040320,Creb1_AU040320
1006,Creb1,AW209491,Creb1_AW209491
1007,Creb1,AW549877,Creb1_AW549877
1008,Creb1,Aacs,Creb1_Aacs
1009,Creb1,Aaed1,Creb1_Aaed1
1010,Creb1,Aamdc,Creb1_Aamdc
1011,Creb1,Aamp,Creb1_Aamp
1012,Creb1,Aars,Creb1_Aars
1013,Creb1,Aars2,Creb1_Aars2
1014,Creb1,Aasdh,Creb1_Aasdh
1015,Creb1,Aatf,Creb1_Aatf
1016,Creb1,Abcb8,Creb1_Abcb8
1017,Creb1,Abcb9,Creb1_Abcb9
1018,Creb1,Abcc10,Creb1_Abcc10
1019,Creb1,Abce1,Creb1_Abce1
1020,Creb1,Abcf1,Creb1_Abcf1
1021,Creb1,Abcf2,Creb1_Abcf2
1022,Creb1,Abhd11,Creb1_Abhd11
1023,Creb1,Abhd12,Creb1_Abhd12
1024,Creb1,Abhd16a,Creb1_Abhd16a
1025,Creb1,Abhd17a,Creb1_Abhd17a
1026,Creb1,Abhd18,Creb1_Abhd18
1027,Creb1,Abhd2,Creb1_Abhd2
1028,Creb1,Abhd4,Creb1_Abhd4
1030,Creb1,Abt1,Creb1_Abt1
1031,Creb1,Abtb1,Creb1_Abtb1
1032,Creb1,Acaa1a,Creb1_Acaa1a
1033,Creb1,Acad9,Creb1_Acad9
1034,Creb1,Acap2,Creb1_Acap2
1036,Creb1,Acd,Creb1_Acd
1037,Creb1,Acin1,Creb1_Acin1
1038,Creb1,Acly,Creb1_Acly
1039,Creb1,Aco2,Creb1_Aco2
1040,Creb1,Acox1,Creb1_Acox1
1041,Creb1,Acox3,Creb1_Acox3
1042,Creb1,Acp1,Creb1_Acp1
1044,Creb1,Acsl1,Creb1_Acsl1
1045,Creb1,Acsl3,Creb1_Acsl3
1047,Creb1,Actb,Creb1_Actb
1048,Creb1,Actl6a,Creb1_Actl6a
1050,Creb1,Actr1b,Creb1_Actr1b
1051,Creb1,Actr2,Creb1_Actr2
1052,Creb1,Actr3,Creb1_Actr3
1053,Creb1,Actr3b,Creb1_Actr3b
1054,Creb1,Actr5,Creb1_Actr5
1057,Creb1,Acy1,Creb1_Acy1
1058,Creb1,Adal,Creb1_Adal
1059,Creb1,Adam10,Creb1_Adam10
1060,Creb1,Adam17,Creb1_Adam17
1061,Creb1,Adam9,Creb1_Adam9
1062,Creb1,Adamts6,Creb1_Adamts6
1063,Creb1,Adamtsl2,Creb1_Adamtsl2
1064,Creb1,Adar,Creb1_Adar
1065,Creb1,Adat1,Creb1_Adat1
1066,Creb1,Adck1,Creb1_Adck1
1067,Creb1,Adck5,Creb1_Adck5
1068,Creb1,Add1,Creb1_Add1
1069,Creb1,Add3,Creb1_Add3
1070,Creb1,Adh5,Creb1_Adh5
1071,Creb1,Adipor1,Creb1_Adipor1
1072,Creb1,Adipor2,Creb1_Adipor2
1073,Creb1,Adk,Creb1_Adk
1074,Creb1,Adnp,Creb1_Adnp
1075,Creb1,Adnp2,Creb1_Adnp2
1076,Creb1,Ado,Creb1_Ado
1077,Creb1,Adpgk,Creb1_Adpgk
1078,Creb1,Adprh,Creb1_Adprh
1079,Creb1,Adprhl2,Creb1_Adprhl2
1080,Creb1,Adrb2,Creb1_Adrb2
1081,Creb1,Adrm1,Creb1_Adrm1
1083,Creb1,Adss,Creb1_Adss
1084,Creb1,Aebp2,Creb1_Aebp2
1085,Creb1,Aen,Creb1_Aen
1086,Creb1,Afg1l,Creb1_Afg1l
1087,Creb1,Afg3l1,Creb1_Afg3l1
1088,Creb1,Aftph,Creb1_Aftph
1089,Creb1,Agfg2,Creb1_Agfg2
1090,Creb1,Ago3,Creb1_Ago3
1091,Creb1,Agpat5,Creb1_Agpat5
1092,Creb1,Ahctf1,Creb1_Ahctf1
1093,Creb1,Ahcyl1,Creb1_Ahcyl1
1094,Creb1,Ahi1,Creb1_Ahi1
1095,Creb1,Aig1,Creb1_Aig1
1096,Creb1,Aimp2,Creb1_Aimp2
1097,Creb1,Aip,Creb1_Aip
1098,Creb1,Ak2,Creb1_Ak2
1101,Creb1,Akap11,Creb1_Akap11
1103,Creb1,Akap8,Creb1_Akap8
1104,Creb1,Akap8l,Creb1_Akap8l
1105,Creb1,Akirin1,Creb1_Akirin1
1106,Creb1,Akirin2,Creb1_Akirin2
1107,Creb1,Akt1s1,Creb1_Akt1s1
1108,Creb1,Akt2,Creb1_Akt2
1109,Creb1,Aktip,Creb1_Aktip
1112,Creb1,Aldh6a1,Creb1_Aldh6a1
1113,Creb1,Aldh7a1,Creb1_Aldh7a1
1114,Creb1,Aldh9a1,Creb1_Aldh9a1
1115,Creb1,Aldoa,Creb1_Aldoa
1117,Creb1,Alg11,Creb1_Alg11
1118,Creb1,Alg12,Creb1_Alg12
1119,Creb1,Alg13,Creb1_Alg13
1120,Creb1,Alg14,Creb1_Alg14
1121,Creb1,Alg2,Creb1_Alg2
1122,Creb1,Alg8,Creb1_Alg8
1123,Creb1,Alkbh3,Creb1_Alkbh3
1124,Creb1,Alkbh6,Creb1_Alkbh6
1125,Creb1,Alkbh7,Creb1_Alkbh7
1126,Creb1,Alpk1,Creb1_Alpk1
1128,Creb1,Amd1,Creb1_Amd1
1129,Creb1,Ammecr1l,Creb1_Ammecr1l
1130,Creb1,Amn1,Creb1_Amn1
1131,Creb1,Amz2,Creb1_Amz2
1132,Creb1,Anapc10,Creb1_Anapc10
1133,Creb1,Anapc11,Creb1_Anapc11
1134,Creb1,Anapc13,Creb1_Anapc13
1135,Creb1,Anapc15,Creb1_Anapc15
1136,Creb1,Anapc16,Creb1_Anapc16
1137,Creb1,Anapc2,Creb1_Anapc2
1138,Creb1,Anapc4,Creb1_Anapc4
1139,Creb1,Anapc5,Creb1_Anapc5
1141,Creb1,Angptl6,Creb1_Angptl6
1142,Creb1,Ankhd1,Creb1_Ankhd1
1143,Creb1,Ankle2,Creb1_Ankle2
1144,Creb1,Ankra2,Creb1_Ankra2
1145,Creb1,Ankrd13c,Creb1_Ankrd13c
1147,Creb1,Ankrd39,Creb1_Ankrd39
1148,Creb1,Ankrd42,Creb1_Ankrd42
1149,Creb1,Ankrd50,Creb1_Ankrd50
1150,Creb1,Ankrd54,Creb1_Ankrd54
1151,Creb1,Ankrd9,Creb1_Ankrd9
1152,Creb1,Anks1,Creb1_Anks1
1153,Creb1,Ankzf1,Creb1_Ankzf1
1154,Creb1,Ano10,Creb1_Ano10
1155,Creb1,Ano9,Creb1_Ano9
1156,Creb1,Anp32e,Creb1_Anp32e
1157,Creb1,Anxa5,Creb1_Anxa5
1158,Creb1,Ap1ar,Creb1_Ap1ar
1159,Creb1,Ap1g1,Creb1_Ap1g1
1160,Creb1,Ap1m1,Creb1_Ap1m1
1161,Creb1,Ap1s2,Creb1_Ap1s2
1162,Creb1,Ap2a1,Creb1_Ap2a1
1163,Creb1,Ap2b1,Creb1_Ap2b1
1164,Creb1,Ap2m1,Creb1_Ap2m1
1165,Creb1,Ap2s1,Creb1_Ap2s1
1166,Creb1,Ap3d1,Creb1_Ap3d1
1167,Creb1,Ap3m1,Creb1_Ap3m1
1168,Creb1,Ap3m2,Creb1_Ap3m2
1170,Creb1,Ap4e1,Creb1_Ap4e1
1171,Creb1,Ap5m1,Creb1_Ap5m1
1172,Creb1,Ap5s1,Creb1_Ap5s1
1173,Creb1,Ap5z1,Creb1_Ap5z1
1174,Creb1,Apaf1,Creb1_Apaf1
1175,Creb1,Apbb3,Creb1_Apbb3
1176,Creb1,Aph1a,Creb1_Aph1a
1177,Creb1,Aph1b,Creb1_Aph1b
1178,Creb1,Aph1c,Creb1_Aph1c
1179,Creb1,Api5,Creb1_Api5
1181,Creb1,Aplf,Creb1_Aplf
1182,Creb1,Aplp2,Creb1_Aplp2
1183,Creb1,Apmap,Creb1_Apmap
