Cell,class
PleuralEffusion_192306971589366,12
PleuralEffusion_170180405324125,20
PleuralEffusion_231890180302702,6
PleuralEffusion_192121079454053,5
PleuralEffusion_230611649182446,20
PleuralEffusion_120786786044853,20
PleuralEffusion_134938051066165,20
PleuralEffusion_227516844816812,20
PleuralEffusion_196715486563555,20
PleuralEffusion_169794751641883,20
PleuralEffusion_200570473990501,20
PleuralEffusion_130693146995509,6
PleuralEffusion_235548419148125,20
PleuralEffusion_131234281143708,20
PleuralEffusion_164698934365470,20
PleuralEffusion_240498414937822,20
PleuralEffusion_200426619853046,20
PleuralEffusion_236177543322013,20
PleuralEffusion_239391502126388,20
PleuralEffusion_200967516739371,20
PleuralEffusion_164818763246939,20
PleuralEffusion_226953411058997,20
PleuralEffusion_131234294024565,20
PleuralEffusion_160447828449179,20
PleuralEffusion_169158842202987,2
PleuralEffusion_121742671402787,20
PleuralEffusion_170258501061364,20
PleuralEffusion_227357125163443,20
PleuralEffusion_204213425657773,20
PleuralEffusion_230732701259998,20
PleuralEffusion_235533401024940,20
PleuralEffusion_126834221635484,20
PleuralEffusion_196527715708187,20
PleuralEffusion_204427100862389,20
PleuralEffusion_201111685482853,12
PleuralEffusion_227975332805859,20
PleuralEffusion_192180148365620,15
PleuralEffusion_125247350263149,20
PleuralEffusion_195623356853099,20
PleuralEffusion_169174289827678,20
PleuralEffusion_162001579039006,20
PleuralEffusion_235550834641323,12
PleuralEffusion_196019701593900,20
PleuralEffusion_205381669186291,20
PleuralEffusion_134447990729651,20
PleuralEffusion_231291315964148,20
PleuralEffusion_191691434347374,20
PleuralEffusion_239932640775067,20
PleuralEffusion_201585877236524,20
PleuralEffusion_197058291251099,20
PleuralEffusion_227516830050148,20
PleuralEffusion_205392407027038,20
PleuralEffusion_170745951803101,20
PleuralEffusion_129457537862942,5
PleuralEffusion_195562300984046,4
PleuralEffusion_201585857582884,20
PleuralEffusion_235000972364507,20
PleuralEffusion_129663516195549,20
PleuralEffusion_231822802774326,20
PleuralEffusion_122310397978341,20
PleuralEffusion_169156976233245,20
PleuralEffusion_126765648271262,20
PleuralEffusion_121319752162020,20
PleuralEffusion_191080770783973,20
PleuralEffusion_204825324832670,20
PleuralEffusion_240154786248555,20
PleuralEffusion_157690371366307,20
PleuralEffusion_122310398490462,11
PleuralEffusion_226273483217117,20
PleuralEffusion_231280295140196,12
PleuralEffusion_156933486234483,20
PleuralEffusion_230611668613987,20
PleuralEffusion_129497369790884,20
PleuralEffusion_166402828396979,20
PleuralEffusion_231711805392628,20
PleuralEffusion_231900158547805,20
PleuralEffusion_130185515916125,20
PleuralEffusion_200562838259638,20
PleuralEffusion_236167189682995,4
PleuralEffusion_169579733990125,4
PleuralEffusion_227981806750428,20
PleuralEffusion_197188186453861,20
PleuralEffusion_235070752995677,20
PleuralEffusion_227363599075763,20
PleuralEffusion_236175664048436,20
PleuralEffusion_236221669468077,12
PleuralEffusion_170265184167798,20
PleuralEffusion_126132159364403,12
PleuralEffusion_191553907341622,20
PleuralEffusion_134448022149037,20
PleuralEffusion_126149071125739,4
PleuralEffusion_161478620630438,22
PleuralEffusion_191774112500134,20
PleuralEffusion_120864470362525,20
PleuralEffusion_165946219714862,20
PleuralEffusion_165232468743900,20
PleuralEffusion_192859692550964,4
PleuralEffusion_200994245273310,22
PleuralEffusion_191760421775796,20
PleuralEffusion_126707773893411,20
PleuralEffusion_230611622452660,20
PleuralEffusion_135014286539699,12
PleuralEffusion_226970341861214,20
PleuralEffusion_134938050555235,20
PleuralEffusion_226949806057780,20
PleuralEffusion_195546167569115,15
PleuralEffusion_235548433143517,20
PleuralEffusion_162001547606828,15
PleuralEffusion_226205925853613,20
PleuralEffusion_227364224231862,20
PleuralEffusion_197185770474926,20
PleuralEffusion_134600595781918,20
PleuralEffusion_231891388816157,20
PleuralEffusion_191691460925164,20
PleuralEffusion_160440089734429,20
PleuralEffusion_130144713987883,0
PleuralEffusion_156463306820445,6
PleuralEffusion_170745998207332,12
PleuralEffusion_160785145453299,5
PleuralEffusion_192180166716771,22
PleuralEffusion_192121092566428,20
PleuralEffusion_227354843724062,20
PleuralEffusion_196043577711413,20
PleuralEffusion_166351395211565,20
PleuralEffusion_170877934222747,20
PleuralEffusion_134522346880364,20
PleuralEffusion_130142286080283,20
PleuralEffusion_192747070708660,20
PleuralEffusion_240161259972452,11
PleuralEffusion_200570488149742,11
PleuralEffusion_235007414032822,20
PleuralEffusion_160928745503155,20
PleuralEffusion_205870194714539,15
PleuralEffusion_201585876654883,20
PleuralEffusion_164753445706021,22
PleuralEffusion_169572501244726,20
PleuralEffusion_204816899762996,20
PleuralEffusion_227921645652276,20
PleuralEffusion_235678476200667,20
PleuralEffusion_197058264460013,20
PleuralEffusion_236846707232044,20
PleuralEffusion_195426056793507,20
PleuralEffusion_235199345388787,8
PleuralEffusion_205449153664756,20
PleuralEffusion_155888901375795,4
PleuralEffusion_191708928822507,20
PleuralEffusion_134938031713077,15
PleuralEffusion_204359620806958,1
PleuralEffusion_231900139677419,15
PleuralEffusion_204765463209901,12
PleuralEffusion_232321034139379,20
PleuralEffusion_234992220882779,0
PleuralEffusion_130185535548213,20
PleuralEffusion_192317709052708,4
PleuralEffusion_204756770806117,20
PleuralEffusion_231365435645275,6
PleuralEffusion_227930515819763,20
PleuralEffusion_166290890537773,20
PleuralEffusion_191576455363995,20
PleuralEffusion_134522346883446,20
PleuralEffusion_235697714711987,15
PleuralEffusion_191645424762078,20
PleuralEffusion_169158171376860,20
PleuralEffusion_165741376163116,20
PleuralEffusion_232328293955309,4
PleuralEffusion_196043624630195,1
PleuralEffusion_231280294947235,20
PleuralEffusion_192729622989556,20
PleuralEffusion_120726897211117,20
PleuralEffusion_134447975286515,20
PleuralEffusion_227510415125790,15
PleuralEffusion_200570501286620,18
PleuralEffusion_205518993545004,6
PleuralEffusion_226806161591203,20
PleuralEffusion_226874759957236,20
PleuralEffusion_192718885214062,20
PleuralEffusion_120726943349990,20
PleuralEffusion_169579749272797,20
PleuralEffusion_125677935683955,20
PleuralEffusion_231890207815989,7
PleuralEffusion_227991469545332,20
PleuralEffusion_121965742054622,20
PleuralEffusion_232328293935860,20
PleuralEffusion_130754484235486,6
PleuralEffusion_130761029179174,20
PleuralEffusion_120703455541165,20
PleuralEffusion_240482262609198,20
PleuralEffusion_192745848027558,20
PleuralEffusion_157477617687397,20
PleuralEffusion_235602017676707,18
PleuralEffusion_170877902515107,20
PleuralEffusion_191708928359286,20
PleuralEffusion_169572500957046,15
PleuralEffusion_204224194887028,20
PleuralEffusion_195622402705189,12
PleuralEffusion_121338036874462,20
PleuralEffusion_126707773590373,4
PleuralEffusion_231365435615467,4
PleuralEffusion_126776224696155,20
PleuralEffusion_133829949052765,20
PleuralEffusion_196174332939165,20
PleuralEffusion_129457491692468,4
PleuralEffusion_205922688449782,12
PleuralEffusion_134530833734046,20
PleuralEffusion_165302261959925,20
PleuralEffusion_165327865526198,20
PleuralEffusion_240490764168027,20
PleuralEffusion_197206037649654,12
PleuralEffusion_166264168892771,20
PleuralEffusion_166469253426420,20
PleuralEffusion_130144686692251,20
PleuralEffusion_200967490005795,20
PleuralEffusion_197206084106022,20
PleuralEffusion_121896068398379,11
PleuralEffusion_170268002567924,15
PleuralEffusion_125197064485789,20
PleuralEffusion_121826187045789,20
PleuralEffusion_166264168147678,13
PleuralEffusion_156933472045486,20
PleuralEffusion_232330307262750,20
PleuralEffusion_130624798516972,20
PleuralEffusion_192678068448107,20
PleuralEffusion_200967535344478,14
PleuralEffusion_169587519383342,4
PleuralEffusion_126765621209510,12
PleuralEffusion_239408788925342,20
PleuralEffusion_161462663210931,0
PleuralEffusion_126885746040093,20
PleuralEffusion_232318603224950,20
PleuralEffusion_160440071612331,20
PleuralEffusion_230749778635043,20
PleuralEffusion_200967516539822,4
PleuralEffusion_236175632583029,20
PleuralEffusion_121812465346477,20
PleuralEffusion_164698907167075,20
PleuralEffusion_169727151172404,2
PleuralEffusion_241106402306995,2
PleuralEffusion_126885745773980,20
PleuralEffusion_235214397397355,20
PleuralEffusion_197185797805789,20
PleuralEffusion_192121092586403,20
PleuralEffusion_170198371548595,4
PleuralEffusion_235626667633435,20
PleuralEffusion_170268030585253,20
PleuralEffusion_192678083344115,20
PleuralEffusion_201585876494062,8
PleuralEffusion_204882366589668,6
PleuralEffusion_236177497175980,20
PleuralEffusion_235069798827747,20
PleuralEffusion_134033645165926,20
PleuralEffusion_130184147286436,20
PleuralEffusion_195426056617374,20
PleuralEffusion_122293379872670,20
PleuralEffusion_240490763933990,20
PleuralEffusion_131293502925035,20
PleuralEffusion_226265786378676,20
PleuralEffusion_227425442031539,20
PleuralEffusion_192306956847453,20
PleuralEffusion_235559336237861,20
PleuralEffusion_240094656293731,20
PleuralEffusion_130134916061478,20
PleuralEffusion_204911358368550,20
PleuralEffusion_236846753179558,20
PleuralEffusion_226283262469998,20
PleuralEffusion_195562287883997,20
PleuralEffusion_234992267127133,12
PleuralEffusion_170877934524253,20
PleuralEffusion_191645397412574,20
PleuralEffusion_232449748461491,20
PleuralEffusion_165741422103987,14
PleuralEffusion_231890194712797,20
PleuralEffusion_165851852138779,0
PleuralEffusion_166400412048622,4
PleuralEffusion_130624829995891,20
PleuralEffusion_191226684042467,22
PleuralEffusion_226283234978651,12
PleuralEffusion_121965753822053,4
PleuralEffusion_201670656178603,20
PleuralEffusion_162001579599582,20
PleuralEffusion_161890938074996,20
PleuralEffusion_161340153838947,20
PleuralEffusion_166351422999275,20
PleuralEffusion_156024160807148,20
PleuralEffusion_236288406838638,20
PleuralEffusion_169156962867998,20
PleuralEffusion_191691461376950,20
PleuralEffusion_236177543259957,20
PleuralEffusion_227364252040117,20
PleuralEffusion_130184174038243,5
PleuralEffusion_133829949614429,4
PleuralEffusion_121965754576284,20
PleuralEffusion_169174308411629,20
PleuralEffusion_130134935451950,20
PleuralEffusion_165325615815387,20
PleuralEffusion_236846707324765,14
PleuralEffusion_239587850407197,15
PleuralEffusion_121879156442996,20
PleuralEffusion_201670683224478,20
PleuralEffusion_235559290878235,20
PleuralEffusion_165164925213403,2
PleuralEffusion_135699985521078,20
PleuralEffusion_157684165688739,4
PleuralEffusion_192678068439467,2
PleuralEffusion_195625785376094,20
PleuralEffusion_200416706082597,20
PleuralEffusion_156515947367260,20
PleuralEffusion_226953429706987,20
PleuralEffusion_230741457360613,20
PleuralEffusion_201111653701987,20
PleuralEffusion_236177543818598,20
PleuralEffusion_130624798551261,20
PleuralEffusion_196180794273013,20
PleuralEffusion_191647275961581,20
PleuralEffusion_197188213724964,20
PleuralEffusion_231291315505964,20
PleuralEffusion_191645396953387,15
PleuralEffusion_201114484882860,20
PleuralEffusion_196043623742765,20
PleuralEffusion_231340558674347,20
PleuralEffusion_130736333372828,20
PleuralEffusion_240136800844006,20
PleuralEffusion_197256786369460,6
PleuralEffusion_227363568172332,20
PleuralEffusion_234992234781997,20
PleuralEffusion_201523568204078,5
PleuralEffusion_226205952493413,20
PleuralEffusion_164818790763309,20
PleuralEffusion_161883198707572,4
PleuralEffusion_227903404654003,20
PleuralEffusion_126227557279964,20
PleuralEffusion_235548418657573,20
PleuralEffusion_200922553596635,20
PleuralEffusion_130736318699939,20
PleuralEffusion_155888901019942,20
PleuralEffusion_157613955868892,20
PleuralEffusion_169022476995942,20
PleuralEffusion_192747083877596,6
PleuralEffusion_195623342754149,20
PleuralEffusion_230799420312987,20
PleuralEffusion_235559305206196,13
PleuralEffusion_230799392860389,20
PleuralEffusion_235069813143987,24
PleuralEffusion_170198371068830,20
PleuralEffusion_196527728249573,20
PleuralEffusion_239477267516275,20
PleuralEffusion_235737693444459,12
PleuralEffusion_169727152019876,20
PleuralEffusion_235199333317987,20
PleuralEffusion_235548433107374,20
PleuralEffusion_226829547456862,20
PleuralEffusion_126218817882926,7
PleuralEffusion_236167189683436,20
PleuralEffusion_200983461645676,12
PleuralEffusion_228042070420277,20
PleuralEffusion_230816707196766,20
PleuralEffusion_169027845441909,20
PleuralEffusion_126149039606516,20
PleuralEffusion_227975363517148,20
PleuralEffusion_165188413287275,20
PleuralEffusion_169579761846683,20
PleuralEffusion_160440043910942,20
PleuralEffusion_129565671177628,20
PleuralEffusion_169158202518758,6
PleuralEffusion_231270765419805,20
PleuralEffusion_157071999384862,20
PleuralEffusion_231279517448565,20
PleuralEffusion_227990511734115,2
PleuralEffusion_134936662797221,6
PleuralEffusion_231754888566620,20
PleuralEffusion_230807876033891,20
PleuralEffusion_241114577267109,20
PleuralEffusion_204427100015020,20
PleuralEffusion_160440043617573,20
PleuralEffusion_232318603807077,20
PleuralEffusion_236082096168222,20
PleuralEffusion_236846752611166,20
PleuralEffusion_155911403554613,15
PleuralEffusion_200563790077283,20
PleuralEffusion_162078856723701,15
PleuralEffusion_160928777293156,20
PleuralEffusion_201465599224054,20
PleuralEffusion_170344373140318,2
