Cell,class
RU426B_230670705745307,5
RU426B_234992235625206,18
RU426B_164698921548147,12
RU426B_226960766322974,0
RU426B_227304378419062,5
RU426B_240550875450590,18
RU426B_122379432577310,18
RU426B_169793570068205,7
RU426B_230586672364979,7
RU426B_122436474596150,4
RU426B_135504954613172,1
RU426B_155888882214692,8
RU426B_200363926776163,7
RU426B_165849555159846,1
RU426B_156524134455707,14
RU426B_165395390131116,6
RU426B_130691267222310,7
RU426B_192256249583341,0
RU426B_130049304611683,7
RU426B_165260117031723,4
RU426B_232236087196068,18
RU426B_192318647716211,7
RU426B_126760253012270,18
RU426B_235551788820830,17
RU426B_125238506380131,18
RU426B_121416420091805,12
RU426B_135692456705262,18
RU426B_160911865046886,22
RU426B_130675114993947,18
RU426B_164701740350243,5
RU426B_157632223950579,18
RU426B_205441786369819,14
RU426B_165800162768734,18
RU426B_231296447232747,7
RU426B_191706600786732,18
RU426B_160218181908333,7
RU426B_200417913822436,7
RU426B_121869104540963,18
RU426B_165782071426414,3
RU426B_121414943201134,4
RU426B_121408903825252,14
RU426B_129998523918108,7
RU426B_157004384848622,18
RU426B_169039017392484,7
RU426B_129663562012588,7
RU426B_232303570566051,4
RU426B_135135332322212,1
RU426B_226942243495149,18
RU426B_191234986662238,16
RU426B_232389336026549,4
RU426B_199807070333285,18
RU426B_161537422965163,18
RU426B_197254805141923,18
RU426B_166428463975779,7
RU426B_160919081859955,18
RU426B_160381122497259,18
RU426B_126767546653603,18
RU426B_161317605301172,22
RU426B_121940386692021,18
RU426B_231161136541094,18
RU426B_166333962120550,18
RU426B_232370425777382,12
RU426B_201129490564915,18
RU426B_200432914677149,18
RU426B_191215647213302,22
RU426B_195547402001835,5
RU426B_197281468069740,6
RU426B_200493057661726,18
RU426B_134946238097142,4
RU426B_165260070677355,14
RU426B_191648483925412,0
RU426B_161408989481908,18
RU426B_121733845212084,12
RU426B_195959604234077,5
RU426B_125257194887084,8
RU426B_200994226293021,12
RU426B_157612090707189,12
RU426B_191072033532843,4
RU426B_192747083884341,1
RU426B_170866345138486,18
RU426B_196664886672803,4
RU426B_134590829639910,18
RU426B_226746031827699,15
RU426B_197254773164278,18
RU426B_162096976676779,18
RU426B_135071968413429,12
RU426B_200494252997877,12
RU426B_126777593646509,18
RU426B_197074370018014,18
RU426B_235067428427686,22
RU426B_205861485206875,18
RU426B_192118694726515,18
RU426B_135023547235116,18
RU426B_156514605033901,18
RU426B_195554937854875,12
RU426B_231365435144548,22
RU426B_161461199325942,5
RU426B_126904046151411,18
RU426B_204911370746140,18
RU426B_192317721303844,7
RU426B_205932352190302,18
RU426B_231772336830878,8
RU426B_232250179708645,22
RU426B_196115564752236,4
RU426B_201587053479846,4
RU426B_134376349678837,7
RU426B_192747102648756,8
RU426B_196653241453357,18
RU426B_134592140293868,7
RU426B_164750312004381,8
RU426B_240617733871476,15
RU426B_122444930471710,4
RU426B_200975944968988,7
RU426B_121733798816052,18
RU426B_236221669272878,16
RU426B_129446781861293,18
RU426B_126278169447155,18
RU426B_235128478977395,7
RU426B_135143788042548,18
RU426B_195488096893157,18
RU426B_156395258727212,18
RU426B_235550862429406,18
RU426B_192650285104029,18
RU426B_200914116994934,7
RU426B_196664918199131,14
RU426B_228067659332398,18
RU426B_240489940314358,8
RU426B_125583565412597,18
RU426B_201542895267052,5
RU426B_121408885316331,18
RU426B_192729654091053,18
RU426B_126150247603613,7
RU426B_165260071458606,18
RU426B_170797775054557,18
RU426B_230748942133686,18
RU426B_196499945449205,0
RU426B_160372398086566,18
RU426B_156039850387822,0
RU426B_121748858002659,6
RU426B_227293372561310,18
RU426B_191551088805677,18
RU426B_231900140162355,18
RU426B_195418285074276,18
RU426B_130615971306787,18
RU426B_125720897940830,18
RU426B_240162180557595,7
RU426B_131106671912795,18
RU426B_157071984159069,7
RU426B_239406507801460,18
RU426B_162080050591588,18
RU426B_130074625030579,18
RU426B_120788147166627,18
RU426B_240482290161445,18
RU426B_196498756851548,12
RU426B_131080065072355,18
RU426B_195562319862564,18
RU426B_230807070948134,7
RU426B_161394761620318,18
RU426B_201463738850526,18
RU426B_239589205101469,7
RU426B_204198540065716,18
RU426B_169640044649387,17
RU426B_192318633851701,18
RU426B_236700590328668,18
RU426B_199884245257571,18
RU426B_126912872724389,18
RU426B_231289973783989,7
RU426B_205915425990451,18
RU426B_226889791663003,18
RU426B_125798226483125,18
RU426B_165714264210219,15
RU426B_226889765141811,4
RU426B_192265766522085,18
RU426B_129515635264747,18
RU426B_130142271290590,18
RU426B_240617688065891,18
RU426B_160905391924957,5
RU426B_165371920964915,18
RU426B_169793542806828,18
RU426B_192729654708445,18
RU426B_120781404814581,8
RU426B_135504967679214,18
RU426B_227911860111142,4
RU426B_135142969362219,18
RU426B_169220313626534,18
RU426B_129509058800052,18
RU426B_240145122310579,12
RU426B_126777566547307,7
RU426B_166402846766956,18
RU426B_126700272441563,18
RU426B_125746506525427,18
RU426B_156048601298868,4
RU426B_204970311247603,18
RU426B_165920839777590,18
RU426B_134533203749811,12
RU426B_201446647253939,18
RU426B_121733813287734,4
RU426B_196172051245787,18
RU426B_197057102109606,18
RU426B_231366208900516,7
RU426B_165378344273630,15
RU426B_195547402300725,7
RU426B_135504986754414,18
RU426B_134994556533085,18
RU426B_227911832622884,18
RU426B_227920840408302,18
RU426B_162072280394037,18
RU426B_226764298247532,18
RU426B_165729310751070,18
RU426B_164822386657707,18
RU426B_130615925161323,18
RU426B_161409008326515,7
RU426B_232372470434589,18
RU426B_199807057415020,18
RU426B_121955392313572,4
RU426B_126268658870646,18
RU426B_161943431375085,18
RU426B_201106016556854,18
RU426B_126347848051043,18
RU426B_240550862051555,18
RU426B_197145237342429,18
RU426B_126681647606691,18
RU426B_226960780712284,1
RU426B_231366240652531,18
RU426B_226760915638059,7
RU426B_241030019368884,8
RU426B_230663176243932,7
RU426B_130213138033565,18
RU426B_231366221782371,18
RU426B_126843064606124,18
RU426B_197211689432950,18
RU426B_235007387232037,18
RU426B_134513488194972,12
RU426B_192747102947061,7
RU426B_121877963392934,4
RU426B_235144572005604,18
RU426B_240497475107749,7
RU426B_226960765992163,18
RU426B_122291500563804,7
RU426B_170797806250740,18
RU426B_230663162382709,18
RU426B_201119873025894,12
RU426B_226833151707574,18
RU426B_192118649149365,18
RU426B_236107986823086,18
RU426B_165180794624859,4
RU426B_121416388627307,18
RU426B_129509046054116,18
RU426B_129440058039733,11
RU426B_120718456733093,7
RU426B_164827648866101,18
RU426B_232319542507934,8
RU426B_191621923986731,18
RU426B_134463410792803,14
RU426B_131234281438565,18
RU426B_192739586726710,7
RU426B_161452731090803,18
RU426B_120850243315614,18
RU426B_199934565013299,18
RU426B_239939097672940,7
RU426B_192815688174811,5
RU426B_130187770609068,4
RU426B_121940359375716,4
RU426B_191689569752859,18
RU426B_236770351601891,18
RU426B_156049541024614,18
RU426B_156034508180844,18
RU426B_191689601207524,18
RU426B_228044320659747,18
RU426B_161452716910819,2
RU426B_166400430890398,7
RU426B_162004647765861,22
RU426B_227362359895907,18
RU426B_204746148690355,7
RU426B_157140481693555,1
RU426B_169150371446115,18
RU426B_126700284164958,9
RU426B_201532546632933,18
RU426B_195976618493803,4
RU426B_160381122000629,5
RU426B_160218181953246,7
RU426B_235559290882421,14
RU426B_227501977819374,18
RU426B_204911343487213,4
RU426B_239458986440556,17
RU426B_228044333078236,12
RU426B_122350440986870,18
RU426B_192788038806446,18
RU426B_228040682192157,12
RU426B_130143746997620,12
RU426B_125127911660966,4
RU426B_204970279221158,2
RU426B_164827648617307,18
RU426B_134395543022949,18
RU426B_129447721552180,18
RU426B_195554906094380,18
RU426B_227915456539934,18
RU426B_160904034543413,18
RU426B_129663543499173,7
RU426B_121735021250998,2
RU426B_120847171500838,18
RU426B_205925135632094,7
RU426B_155914249092531,18
RU426B_235550835071731,18
RU426B_199943033374438,4
RU426B_164710476344604,0
RU426B_169649554742563,18
RU426B_197057101838710,18
RU426B_125127896222644,4
RU426B_204911343221469,7
RU426B_227293403499446,18
RU426B_126227588732774,22
RU426B_129455076075741,18
RU426B_134396865861492,14
RU426B_121886404110757,18
RU426B_157604574579571,12
RU426B_235617003989412,12
RU426B_130049285733147,18
RU426B_231290004786406,18
RU426B_165190305499564,18
RU426B_169707659020660,12
RU426B_157605514333428,7
RU426B_129515608263596,7
RU426B_232236105816798,18
RU426B_228058949602549,18
RU426B_235007414496484,18
RU426B_232321019501363,18
RU426B_170181044944115,18
RU426B_157561610222942,18
RU426B_235559336201067,18
RU426B_200511195331877,18
RU426B_135022723165556,8
RU426B_121869104527670,18
RU426B_228067674353051,18
RU426B_161547118394277,18
RU426B_241038756375910,18
RU426B_230809876183837,10
RU426B_170120243533542,18
RU426B_160361944307444,18
RU426B_231901098072820,18
RU426B_166407915399029,5
RU426B_134530787568541,18
RU426B_126680944241395,10
RU426B_200983461415141,18
RU426B_135546862713636,18
RU426B_130143747173230,7
RU426B_126912904453349,18
RU426B_130050224745179,18
RU426B_157064495558051,12
RU426B_161943444412316,18
RU426B_196046411451693,2
RU426B_165380329688494,18
RU426B_200015260826974,22
RU426B_131106624892253,18
RU426B_191621909374875,18
RU426B_232328281667494,18
RU426B_133924258506980,18
RU426B_160381168703774,18
RU426B_231821354362597,18
RU426B_196019701574005,7
RU426B_191215659240813,12
RU426B_135692457010910,7
RU426B_156022965750108,12
RU426B_169707658140916,18
RU426B_200494252710117,7
RU426B_227425442294069,18
RU426B_201542908726515,18
RU426B_200418719546597,12
RU426B_165738034912494,15
RU426B_199823163779995,18
RU426B_239612577307867,18
RU426B_135496082341110,18
RU426B_192718916409766,7
RU426B_126767528068852,18
RU426B_165926878963611,18
RU426B_134463425006430,18
RU426B_122350422079277,18
RU426B_156945444694261,8
RU426B_161326283572973,18
RU426B_126905208130347,18
RU426B_196596581971693,18
RU426B_165180776069540,18
RU426B_200968878278582,18
RU426B_125102544509676,18
RU426B_134379390851435,18
RU426B_135485256330164,7
RU426B_196730638265638,18
RU426B_196114222861541,18
RU426B_135622783561125,12
RU426B_200967489445149,18
RU426B_157534901680557,22
RU426B_240489959446387,18
RU426B_169014034032374,18
RU426B_191139679426979,7
RU426B_125262263405405,18
RU426B_122436455676844,8
RU426B_226331284392749,18
RU426B_122379413646558,18
RU426B_200914891364139,4
RU426B_120847170719131,18
RU426B_164827621701347,18
RU426B_121338707434790,18
RU426B_134394603269022,18
RU426B_165260070607733,18
RU426B_134594421538140,7
RU426B_135081885920107,7
RU426B_230677837657964,18
RU426B_201106001913701,7
RU426B_201104137771942,8
RU426B_122488788503843,5
RU426B_197051867847094,18
RU426B_135504986524956,18
RU426B_134533249686310,18
RU426B_161547118065958,12
RU426B_192118695254454,18
RU426B_162097008359662,18
RU426B_204908256509214,15
RU426B_134945401686388,14
RU426B_201119853930332,7
RU426B_240617687731126,18
RU426B_134592139848628,7
RU426B_230817424329124,18
RU426B_231282354076404,18
RU426B_126905207900909,18
RU426B_162070011759323,18
RU426B_161529267378021,18
RU426B_192667779815142,4
RU426B_227906732080030,18
RU426B_191705258551733,18
RU426B_241054849623971,18
RU426B_134402924301678,22
RU426B_201104137542364,16
RU426B_201104150883174,18
RU426B_135573391656812,18
RU426B_231686483897134,8
RU426B_235688959270110,14
RU426B_134044517522269,18
RU426B_120781417436981,18
RU426B_201532546107254,21
RU426B_135142954952428,18
RU426B_122307579173212,18
RU426B_160218182276830,18
RU426B_204214618769131,18
RU426B_197264019667678,18
RU426B_160432823328108,7
RU426B_231751829382878,18
RU426B_240135578533212,18
RU426B_226942258371494,18
RU426B_235551820233076,18
RU426B_130539735666092,7
RU426B_165945535313836,18
RU426B_134060488735972,18
RU426B_239956411922294,18
RU426B_197137735276971,7
RU426B_134594453686188,18
RU426B_129998523358115,18
RU426B_125059325905651,18
RU426B_196662885766885,4
RU426B_126216014313779,12
RU426B_196524372871518,18
RU426B_164640656080094,18
RU426B_204290721003357,22
RU426B_195554890963867,7
RU426B_121322555791150,5
RU426B_121886418627812,14
RU426B_165395408500525,18
RU426B_129457519192806,7
RU426B_191208130267886,2
RU426B_157002339862261,18
RU426B_199877534600036,18
RU426B_230809862261085,14
RU426B_235127526279987,18
RU426B_192650285635884,18
RU426B_232389336065901,12
RU426B_241109208546525,8
RU426B_134395511654772,18
RU426B_133846963476846,12
RU426B_235551819976116,1
RU426B_230609206570278,20
RU426B_135132217988835,18
RU426B_155828740373749,18
RU426B_125804784020403,22
RU426B_130608290020196,22
RU426B_235600092187883,7
RU426B_199877507018156,18
RU426B_239612546632934,12
RU426B_227304363706798,18
RU426B_195554918422758,18
RU426B_196087332916459,18
RU426B_120718441757029,7
RU426B_192104046446309,18
RU426B_133906824051051,18
RU426B_165713607321460,18
RU426B_129997343479652,18
RU426B_204214618773212,14
RU426B_205925136324531,0
RU426B_239597513792747,7
RU426B_120778617211803,4
RU426B_199823176100251,18
RU426B_125798225694061,18
RU426B_205933545413531,18
RU426B_204410980064555,18
RU426B_192788020026718,18
RU426B_157131054438627,18
RU426B_231772364068595,12
RU426B_170139168421613,4
RU426B_156051956489643,17
RU426B_170113813924701,18
RU426B_226283249625501,18
RU426B_199807070067420,18
RU426B_191551042078574,4
RU426B_232236059060132,7
RU426B_121886404463979,18
RU426B_120781435489131,18
RU426B_164701752739549,18
RU426B_226212279442356,18
RU426B_155843785575795,18
RU426B_170677528841132,12
RU426B_235197332319021,7
RU426B_239460328790373,7
RU426B_165173232057773,18
RU426B_156022985086771,18
RU426B_192171308862763,18
RU426B_165182788811123,15
RU426B_192256267963171,7
RU426B_126912872992094,18
RU426B_196653241198899,18
RU426B_166265496398189,18
RU426B_161317586356142,22
RU426B_165723122035635,18
RU426B_120728803760564,18
RU426B_236845379316003,12
RU426B_230809862323492,18
RU426B_165180748254638,18
RU426B_121405261375845,18
RU426B_227915483798371,18
RU426B_126905207446772,18
RU426B_135475995757854,18
RU426B_226833171175212,2
RU426B_165782071163294,18
RU426B_196516991392163,2
RU426B_235144603416301,18
RU426B_204222269087013,7
RU426B_204952172649396,18
RU426B_226410755935587,7
RU426B_240135577722267,18
RU426B_161409008028894,18
RU426B_161538777966939,18
RU426B_204198513364204,18
RU426B_135693696384300,7
RU426B_205933573166821,18
RU426B_239406507834653,7
RU426B_191097669114147,18
RU426B_228050762844404,18
RU426B_226889810532275,18
RU426B_125262263446875,18
RU426B_191087051762988,15
RU426B_226760915872987,18
RU426B_195548195186910,18
RU426B_161326329936683,4
RU426B_170738731661238,18
RU426B_157071983987573,18
RU426B_165738974661365,0
RU426B_192788019660661,4
RU426B_120856552000805,18
RU426B_169777317727533,18
RU426B_162011077066037,18
RU426B_126681601436518,18
RU426B_232321046473515,18
RU426B_239406507804459,18
RU426B_230601851787182,7
RU426B_232252180127078,18
RU426B_134043591956196,18
RU426B_192797253421989,18
RU426B_164623744416046,13
RU426B_157148354636085,7
RU426B_157013914609524,18
RU426B_122497243474211,18
RU426B_199937919666982,5
RU426B_227853878127964,18
RU426B_196499918179164,18
RU426B_156994674834166,18
RU426B_129454136573148,4
RU426B_240018540377899,18
RU426B_133898353691483,14
RU426B_191767535106973,10
RU426B_155911403523307,18
RU426B_130118828813541,18
RU426B_232242529029556,8
RU426B_170738731857830,18
RU426B_205294952695659,18
RU426B_170738731400614,18
RU426B_236297783503196,18
RU426B_200897589853486,18
RU426B_125813258344284,18
RU426B_156600477834651,18
RU426B_166425363631011,1
RU426B_121733845272308,18
RU426B_204342140717851,18
RU426B_201532546104683,7
RU426B_196095803313069,6
RU426B_204968413550430,18
RU426B_192237968177901,18
RU426B_230731525273838,18
RU426B_156033675651876,18
RU426B_134465289578917,0
RU426B_199943020039084,18
RU426B_230816706673462,18
RU426B_135022742555572,18
RU426B_129981256227062,5
RU426B_135562699950428,18
RU426B_161408988670253,18
RU426B_230818613709740,7
RU426B_164698953271028,18
RU426B_134585683131619,18
RU426B_235678502672822,18
RU426B_240550848153886,18
RU426B_169560855661981,7
RU426B_121946427054428,18
RU426B_235058941773725,18
RU426B_120769862122420,17
RU426B_165329207967029,18
RU426B_201104137842019,18
RU426B_134513520503086,12
RU426B_121946414402843,14
RU426B_196095788629421,7
RU426B_169151760055078,18
RU426B_200994226302180,7
RU426B_122378492500899,18
RU426B_169220345621283,7
RU426B_226952041327925,17
RU426B_130676081735540,18
RU426B_165920871144284,18
RU426B_134945432812956,12
RU426B_226213456637339,18
RU426B_200511176763107,18
RU426B_160911819398428,18
RU426B_226967254128435,18
RU426B_231281502938934,18
RU426B_135546815761334,7
RU426B_232389382650101,7
RU426B_164693584043356,12
RU426B_196019701901549,18
RU426B_227509493712741,18
RU426B_129997362055918,18
RU426B_129455122758565,18
RU426B_231282308181238,14
RU426B_157148381337508,18
RU426B_227303182166813,7
RU426B_126700284406493,18
RU426B_129981255408430,18
RU426B_122307579112870,18
RU426B_201119826823924,7
RU426B_191766864456555,8
RU426B_157680573532955,17
RU426B_235007387515691,18
RU426B_231684183287724,4
RU426B_130673772746483,18
RU426B_205441786898291,12
RU426B_135692488502196,18
RU426B_130751365495142,8
RU426B_134394557349166,7
RU426B_200994213251491,18
RU426B_230604105795373,18
RU426B_131164519487796,7
RU426B_129524064504603,5
RU426B_134395496453931,18
RU426B_235688991078812,7
RU426B_164642025761003,18
RU426B_165851864394149,18
RU426B_166400431445915,18
RU426B_129586355693878,18
RU426B_156514592700715,14
RU426B_162080065478067,18
RU426B_122490833037532,3
RU426B_195613961370341,18
RU426B_236701779183411,12
RU426B_239586896399267,0
RU426B_235617030944493,5
RU426B_226333612948725,18
RU426B_232321065639133,18
RU426B_126267432786331,1
RU426B_204908255927581,18
RU426B_156395272890204,8
RU426B_235600092977381,18
RU426B_236845410990811,18
RU426B_192788825491254,18
RU426B_166407927982814,18
RU426B_204292748105630,18
RU426B_166265495706925,18
RU426B_160361928833822,18
RU426B_129978437057460,6
RU426B_169649542675372,5
RU426B_165738959550325,18
RU426B_231349328923948,18
RU426B_230747765692699,18
RU426B_199934596306670,14
RU426B_121339896842972,7
RU426B_161332504218851,18
RU426B_197137720596341,4
RU426B_231282308442934,12
RU426B_165190277389605,11
RU426B_157004384549789,18
RU426B_230609234119923,18
RU426B_156051975388596,18
RU426B_195402151619805,18
RU426B_161547118303453,18
RU426B_164822414478707,18
RU426B_169649574136156,17
RU426B_130187770325742,17
RU426B_169640013224860,4
RU426B_125033675352926,18
RU426B_135573419022046,18
RU426B_196707150583542,18
RU426B_165926911199659,18
RU426B_129457519290150,0
RU426B_134393229654829,18
RU426B_129567953640678,18
RU426B_204292761476004,18
RU426B_120718442055413,18
RU426B_196596569914148,2
RU426B_240550847335733,7
RU426B_134378197015268,18
RU426B_231145165445861,18
RU426B_166400399882667,18
RU426B_241184503884189,7
RU426B_135562668762995,18
RU426B_170755661974885,18
RU426B_232236059671324,18
RU426B_157604560137435,18
RU426B_206061320923957,18
RU426B_170875921255339,18
RU426B_227982982396701,7
RU426B_196586515908843,18
RU426B_205441771989740,2
RU426B_235617049767157,18
RU426B_126267432056667,18
RU426B_191706646603564,7
RU426B_125606114572069,18
RU426B_228066869262180,18
RU426B_133898354473308,18
RU426B_122490833288427,1
RU426B_169019690142493,18
RU426B_191551042402539,18
RU426B_157560295778548,18
RU426B_129515608234907,7
RU426B_230600509443316,18
RU426B_235748403559733,3
RU426B_196576839653147,18
RU426B_165875773750189,5
RU426B_134396884670837,2
RU426B_121869105061107,22
RU426B_200444872869740,18
RU426B_240000166972270,18
RU426B_192247812277997,2
RU426B_239586896205740,18
RU426B_170740583676268,4
RU426B_230809907615660,18
RU426B_165878546683692,3
RU426B_133846994642843,18
RU426B_231703498612020,18
RU426B_236221682112347,7
RU426B_231901098592558,18
RU426B_169079800477548,18
RU426B_160919066687395,18
RU426B_227920853002550,18
RU426B_201129536473436,15
RU426B_161529235626340,18
RU426B_134043605093149,18
RU426B_196499945174942,18
RU426B_191689601236404,7
RU426B_134585729345262,7
RU426B_126820562684763,22
RU426B_130187785550054,18
RU426B_135080677924196,18
RU426B_134515801341165,18
RU426B_164827621873445,7
RU426B_130003803954470,18
RU426B_122436428162973,18
RU426B_236221655071452,18
RU426B_126888162473771,7
RU426B_230604120909619,18
RU426B_157605514107307,18
RU426B_239476031843117,18
RU426B_160905391978220,1
RU426B_120864516196653,18
RU426B_156051956685534,18
RU426B_230818632088413,4
RU426B_232236073999597,7
RU426B_126913575311276,18
RU426B_134994525051813,18
RU426B_133855316203317,22
RU426B_121408872725813,17
RU426B_196114203765093,1
RU426B_226212233263406,18
RU426B_200570474023285,14
RU426B_121339869612779,18
RU426B_239396858480427,18
RU426B_192729635305309,18
RU426B_197271850438003,13
RU426B_204411025865460,18
RU426B_130691221867883,18
RU426B_240628291746603,1
RU426B_130005146463019,18
RU426B_200897607912693,18
RU426B_134513474321268,7
RU426B_125059311716661,18
RU426B_156022985047340,18
RU426B_157140435221414,8
RU426B_169081832627110,18
RU426B_130615952390046,18
RU426B_205441012774630,18
RU426B_126888176905516,18
RU426B_192788844402525,8
RU426B_169768892950940,18
RU426B_165926891842861,18
RU426B_121940360181997,18
RU426B_235127511672678,4
RU426B_230679160674597,7
RU426B_122352320232756,11
RU426B_120728822658990,18
RU426B_156034527086438,18
RU426B_231281549326748,18
RU426B_199884232640246,7
RU426B_204952173197598,18
RU426B_226273437367525,18
RU426B_192739567102365,18
RU426B_126834206755053,18
RU426B_231840681441509,10
RU426B_135478795487963,12
RU426B_226419480349940,4
RU426B_169150387010348,12
RU426B_197137748639004,18
RU426B_197271831636699,6
RU426B_134395542326172,7
RU426B_191141992937196,18
RU426B_125247396702427,8
RU426B_200501485333284,7
RU426B_227297009031413,18
RU426B_160432795893094,18
RU426B_192104046672612,18
RU426B_241038729264373,5
RU426B_134060488641462,18
RU426B_227293372312883,18
RU426B_135475976072485,18
RU426B_192171308375283,2
RU426B_156514592896947,12
RU426B_200982537096037,18
RU426B_196499918503198,18
RU426B_205381669447453,10
RU426B_165395377379629,18
RU426B_126680975948573,18
RU426B_129586356205796,8
RU426B_134405322075508,18
RU426B_134463438088501,18
RU426B_192186341051227,4
RU426B_227501958643109,18
RU426B_170113814391131,18
RU426B_240559721204965,12
RU426B_226960780967133,18
RU426B_135572229081006,5
RU426B_231754916390709,18
RU426B_192859665517870,18
RU426B_230739041008995,18
RU426B_170257561343724,7
RU426B_200418673417525,8
RU426B_157698002730229,12
RU426B_122379432278827,18
RU426B_122444930764123,18
RU426B_135475948869540,12
RU426B_226764317187291,18
RU426B_130751366061491,7
RU426B_121735053260715,12
RU426B_230663189358318,8
RU426B_121390201267939,18
RU426B_231751829612764,18
RU426B_125247396891867,7
RU426B_227920871835381,2
RU426B_121338676599085,12
RU426B_227516857334108,18
RU426B_121751112699317,18
RU426B_157605546018549,7
RU426B_161942476844332,4
RU426B_236700543630069,8
RU426B_197066465954717,7
RU426B_199944362900203,8
RU426B_196707197050203,12
RU426B_122378446911213,18
RU426B_120726896987492,18
RU426B_134378228397982,18
RU426B_164761869601716,18
RU426B_227296995884460,4
RU426B_160988887435181,18
RU426B_230818586413982,18
RU426B_191234986929396,7
RU426B_126700303903029,12
RU426B_160370400030005,18
RU426B_164827667319708,18
RU426B_126347801193884,18
RU426B_240135592865124,18
RU426B_121322570213667,7
RU426B_199954831431590,18
RU426B_157140481400102,18
RU426B_199874688763763,18
RU426B_192883199724470,12
RU426B_195615826078116,18
RU426B_204772991723891,18
RU426B_165784056642867,4
RU426B_227293371747739,18
RU426B_236168013790118,18
RU426B_165258084900131,14
RU426B_226273482890541,18
RU426B_191227489303325,18
RU426B_125744654239974,18
RU426B_195622430230811,18
RU426B_192718916766116,18
