Cell,class
RU1108a_RPMI_155911449401244,RU1108
RU779D_134946238130460,RU779
RU1145_162090653992811,RU1145
RU1231A_166288849750838,RU1231
RU1293A_204222269450469,RU1293
RU1144_LN_205922673776886,RU1144
RU1181C_197271850277596,RU1181
RU1080C_161452731320238,RU1080
RU1144_T_192315305376038,RU1144
PleuralEffusion_236175645666716,PleuralEffusion
RU1108a_RPMI_131242050604275,RU1108
RU1293A_199823176355229,RU1293
RU1293A_230609233766134,RU1293
RU1066_226343123536172,RU1066
RU1066_230732686899038,RU1066
RU1066_126765621528419,RU1066
RU1145_166332095151414,RU1145
RU1108a_Bambanker_166400385271581,RU1108
RU1231A_125247377324843,RU1231
RU1293A_120703455287518,RU1293
RU1231A_192120139994844,RU1231
RU1293A_120703455194037,RU1293
RU1144_LN_205922688457564,RU1144
RU1293A_227357156916059,RU1293
RU1215_236845392416053,RU1215
RU1215_134385041794869,RU1215
RU1322A_LN_130132653587244,RU1322
RU1145_157140462300020,RU1145
RU1229A_Frozen_239458986900830,RU1229
RU1293A_129440070691621,RU1293
RU1144_T_232301316992285,RU1144
RU1080C_170740629326260,RU1080
RU1231A_227915456998125,RU1231
RU1231A_134376349416795,RU1231
RU1181C_240497474885876,RU1181
RU1293A_133921869774180,RU1293
RU1108a_Bambanker_131217401531163,RU1108
RU1215_240633674881885,RU1215
RU1229A_Frozen_164779317456299,RU1229
RU1231A_231349329544989,RU1231
RU1293A_196095789132646,RU1293
RU1229A_Frozen_197074416417204,RU1229
RU1231A_161326283286372,RU1231
RU1215_231161155672372,RU1215
RU1322A_LN_204359574665452,RU1322
RU1080C_126681628727134,RU1080
RU1066_241057700140893,RU1066
RU1080C_240559720974574,RU1080
RU1231A_134393261046493,RU1231
RU1311A_T_1_232448553605035,RU1311
RU1108a_Bambanker_134938050620699,RU1108
RU1145_161889610021686,RU1145
RU1181B_196166655338931,RU1181
RU779D_241054849649590,RU779
RU426B_227920825727716,RU426
RU1108a_Bambanker_Frozen_226953383569267,RU1108
RU1144_T_161340108228917,RU1144
RU1215_126913556699555,RU1215
PleuralEffusion_126149071650094,PleuralEffusion
RU1322A_LN_129515623135966,RU1322
RU1124A_LN_134583266982645,RU1124
RU1293A_235688990468459,RU1293
RU1231A_169220299680180,RU1231
RU1108a_Bambanker_166469284514220,RU1108
RU1108a_Bambanker_235601998767988,RU1108
RU1215_169245935057260,RU1215
RU1108a_Bambanker_166332113738614,RU1108
RU1229A_Frozen_135022696357173,RU1229
RU1108a_Bambanker_Frozen_134041189444404,RU1108
RU1293A_122307579623270,RU1293
RU1145_231907656088502,RU1145
RU1108a_RPMI_196527701253532,RU1108
RU1231A_230670677784806,RU1231
RU1108a_Bambanker_Frozen_157684151242150,RU1108
RU1215_126836636870492,RU1215
RU1181C_170869460155126,RU1181
RU1181B_192120140032372,RU1181
RU1195A_129978437090604,RU1195
RU1231A_165248393997733,RU1231
RU1108a_Bambanker_Frozen_235070737771300,RU1108
RU1145_200561495496486,RU1145
RU1124A_LN_122369634426077,RU1124
PleuralEffusion_235069798038316,PleuralEffusion
RU1066_169014006339820,RU1066
RU1215_170113814416091,RU1215
RU1124A_LN_156600492538277,RU1124
RU1066_170798579857260,RU1066
RU426B_157606888291043,RU426
RU1231A_122427435539741,RU1231
RU1144_LN_130194213586795,RU1144
RU1181C_191689569548723,RU1181
RU1231A_166477740522915,RU1231
RU1066_200974093466918,RU1066
RU1322A_LN_231840681748790,RU1322
RU1144_LN_239587835460828,RU1144
RU1293A_230748973611420,RU1293
RU1231A_204842772842908,RU1231
RU1322A_LN_161326298458412,RU1322
RU1181C_191227458406316,RU1181
RU1229A_Frozen_191072033463539,RU1229
RU1293A_135143001550236,RU1293
RU1108a_Bambanker_226205971103021,RU1108
RU1293A_125236612610974,RU1293
RU1108a_Bambanker_204959708035811,RU1108
RU1145_231897742887150,RU1145
RU1124A_LN_165729296602997,RU1124
RU1080C_155888882432884,RU1080
RU1322A_LN_232313261840749,RU1322
RU1215_135503625796013,RU1215
RU1215_231684156640102,RU1215
RU1066_169727151782620,RU1066
RU1229A_Frozen_227853850859436,RU1229
RU1293A_133828588226284,RU1293
RU1144_LN_157690371435307,RU1144
RU1108a_Bambanker_Frozen_120786785294572,RU1108
RU1215_161529235884766,RU1215
RU1231A_161317559155940,RU1231
RU1215_121886418524445,RU1215
RU426B_126700272367852,RU426
RU1181C_121887370984803,RU1181
RU1145_191774157887725,RU1145
RU1229A_Frozen_230809071410013,RU1229
RU1145_164698952742813,RU1145
RU1215_170181056706798,RU1215
RU1181B_239997898374507,RU1181
RU1293A_196087348115245,RU1293
RU1293A_232389350713715,RU1293
RU1293A_240482277604589,RU1293
RU1231A_121812477238621,RU1231
RU1144_LN_235548418627435,RU1144
RU1145_131097928264611,RU1145
RU1231A_156022966204654,RU1231
RU1181C_164750339782429,RU1181
RU1322A_LN_125720916351708,RU1322
RU1108a_Bambanker_156453508603307,RU1108
RU1215_200994199096540,RU1215
RU1229A_Frozen_196114223163172,RU1229
RU1231A_125798226548582,RU1231
RU1066_192121064569764,RU1066
RU1108a_Bambanker_Frozen_169587546704293,RU1108
RU1124A_LN_130132653501228,RU1124
RU1152_135546843871453,RU1152
RU1080C_239595634449246,RU1080
RU1181B_236158197062389,RU1181
RU1066_204351789559028,RU1066
RU1152_126224470034675,RU1152
RU1229A_Frozen_192868167367923,RU1229
RU1066_170798611552541,RU1066
RU1293A_230612589034931,RU1293
RU1181B_227494295943990,RU1181
RU1066_157562549950390,RU1066
RU1229A_Frozen_161384131417899,RU1229
RU1145_157140434933555,RU1145
RU1108a_Bambanker_120797944829876,RU1108
RU1066_241106421201843,RU1066
RU1293A_230601838712755,RU1293
RU1066_157613982631773,RU1066
RU1152_165849601628004,RU1152
RU1108a_Bambanker_236177543355702,RU1108
RU1144_LN_160996510877550,RU1144
RU1145_200974093901091,RU1145
RU1181C_135501362947942,RU1181
RU1145_192315324517092,RU1145
RU1108a_Bambanker_Frozen_239458061346739,RU1108
RU1293A_196115545906422,RU1293
RU1215_126767500842843,RU1215
RU1145_129457492510955,RU1145
RU1181C_169156948999516,RU1181
RU1231A_130003757914982,RU1231
RU1145_192317694265693,RU1145
RU1231A_126680956884774,RU1231
RU1108a_Bambanker_133974617344859,RU1108
RU1080C_206068851271990,RU1080
RU1293A_200570473442550,RU1293
RU1152_199877507012917,RU1152
RU1215_134405294319973,RU1215
RU1108a_Bambanker_Frozen_235533386606437,RU1108
RU1229A_Frozen_134542510906205,RU1229
RU1231A_160361944304566,RU1231
RU1108a_Bambanker_Frozen_231270780717862,RU1108
RU1108a_Bambanker_204882379426548,RU1108
RU1145_236633986579171,RU1145
RU1181C_161943431048556,RU1181
RU1108a_RPMI_134041162172845,RU1108
RU1293A_164698921818851,RU1293
RU1215_192739567164131,RU1215
RU1108a_Bambanker_Frozen_204358246619996,RU1108
RU1181B_170797760465691,RU1181
RU1215_170328400522652,RU1215
RU1080C_192729635834790,RU1080
RU1080C_165309463509860,RU1080
RU1145_165385725922021,RU1145
RU1293A_131164500052316,RU1293
RU1215_157604606302117,RU1215
RU1108a_Bambanker_Frozen_126707787741548,RU1108
RU426B_201587038305118,RU426
RU1080C_135081900567837,RU1080
RU1231A_200494264838363,RU1231
RU1215_200967489804533,RU1215
RU1108a_Bambanker_Frozen_201585877245158,RU1108
RU1181C_164761869080491,RU1181
RU1145_196163851991468,RU1145
RU1108a_RPMI_157562565250398,RU1108
RU1124A_LN_227501958716317,RU1124
RU1152_196095802988325,RU1152
RU1181C_161943417177899,RU1181
RU1293A_169014006762348,RU1293
RU1108a_RPMI_169793543399149,RU1108
RU426B_239956411772206,RU426
RU1108a_Bambanker_192306956950301,RU1108
RU1322A_LN_231703483472179,RU1322
RU1108a_Bambanker_204756724332790,RU1108
RU1108a_RPMI_236176853915557,RU1108
RU1322A_LN_156945462783339,RU1322
RU426B_196104809008499,RU426
RU1231A_126760266878308,RU1231
RU1066_239932687439580,RU1066
RU1215_164693538170652,RU1215
RU1108a_Bambanker_Frozen_130194240915868,RU1108
RU1293A_197271804075293,RU1293
RU1108a_Bambanker_Frozen_160440071346460,RU1108
RU1108a_RPMI_134472851938219,RU1108
RU1322A_LN_166400384486189,RU1322
RU1124A_LN_156994689223518,RU1124
RU1108a_Bambanker_235737680337756,RU1108
RU1215_195402151901595,RU1215
RU1144_LN_201595521985948,RU1144
RU1108a_Bambanker_Frozen_120864470907246,RU1108
RU1229A_Frozen_157053745514924,RU1229
RU1152_169079788222836,RU1152
RU1229A_Frozen_135621992958372,RU1229
RU1108a_RPMI_164631932422950,RU1108
RU1229A_Frozen_169082606774558,RU1229
RU1293A_165310939449779,RU1293
RU1293A_231840653950260,RU1293
RU1322A_LN_241184517319412,RU1322
RU1229A_Frozen_200923761534893,RU1229
RU1231A_192859711650149,RU1231
RU1293A_228049586375923,RU1293
RU1144_LN_230654437668589,RU1144
RU1231A_122283734744364,RU1231
RU1181B_191646632724315,RU1181
RU1108a_Bambanker_191691433600931,RU1108
RU1293A_226970322492707,RU1293
RU1229A_Frozen_191648484256989,RU1229
RU426B_191141961193331,RU426
RU1322A_LN_157053757898101,RU1322
RU1293A_160920052546341,RU1293
RU1231A_169768862010603,RU1231
PleuralEffusion_200363939322269,PleuralEffusion
RU1293A_191648483925406,RU1293
RU1108a_RPMI_232321065281396,RU1108
RU1108a_Bambanker_Frozen_200426592521516,RU1108
RU1144_LN_191553887952181,RU1144
RU1231A_164827667512156,RU1231
RU1108a_Bambanker_Frozen_240617688525731,RU1108
RU1080C_235067409382645,RU1080
RU1108a_Bambanker_205449168107380,RU1108
RU1231A_157491682753261,RU1231
RU1108a_Bambanker_Frozen_120786773006124,RU1108
RU1181B_135504967624486,RU1181
RU1293A_226970309647651,RU1293
RU1293A_135562654079718,RU1293
RU1108a_Bambanker_126886700272365,RU1108
RU1181C_191020359891366,RU1181
RU1066_236288388753843,RU1066
RU1215_204840369573163,RU1215
RU1181B_130598657288931,RU1181
RU1108a_RPMI_165945520830901,RU1108
RU1181C_235060851850075,RU1181
RU1181C_164642044365548,RU1181
RU1144_LN_200348209396638,RU1144
RU1215_135501343287597,RU1215
RU1293A_155914236775332,RU1293
RU1322A_LN_227983014423324,RU1322
RU1108a_RPMI_121202296449899,RU1108
RU1108a_Bambanker_Frozen_133895313607925,RU1108
RU1152_135143806621533,RU1152
RU1124A_LN_239517117831916,RU1124
RU1080C_226884423207773,RU1080
RU1231A_130187816777957,RU1231
RU1108a_RPMI_204816868850403,RU1108
RU1231A_226394635098334,RU1231
RU1144_LN_201114484955422,RU1144
RU1181C_197280153065892,RU1181
RU1231A_226213456108259,RU1231
RU1108a_RPMI_192255416551835,RU1108
RU1293A_161943462996830,RU1293
RU1108a_Bambanker_Frozen_201670702806956,RU1108
RU1311A_T_1_192650300221292,RU1311
RU1181B_156039849858853,RU1181
RU1066_135081932286748,RU1066
RU1108a_Bambanker_Frozen_197145252280163,RU1108
RU1181B_129457538124571,RU1181
RU426B_121955419339051,RU426
RU1229A_Frozen_192247812214196,RU1229
RU1080C_195486064994149,RU1080
RU1108a_Bambanker_Frozen_240094641769307,RU1108
RU1144_T_162078888151923,RU1144
RU1145_195615853234021,RU1145
RU1152_231772383563045,RU1152
RU1108a_Bambanker_Frozen_204427085670302,RU1108
RU1311A_T_1_129447721126238,RU1311
RU1144_LN_155972653139869,RU1144
RU1181B_165808902138787,RU1181
RU1066_125197064517478,RU1066
RU1181C_121955406956268,RU1181
RU1181C_204773010827163,RU1181
RU1231A_192101764938038,RU1231
RU1215_200493076498790,RU1215
RU1080C_192667779774693,RU1080
RU1066_161864228648862,RU1066
RU1181C_165191500582244,RU1181
RU1108a_RPMI_230807875766069,RU1108
RU1322A_LN_236701751895901,RU1322
RU1144_LN_166400399924638,RU1144
RU1293A_192661049691547,RU1293
RU1145_169768847628699,RU1145
RU1293A_240559721178916,RU1293
RU1229A_Frozen_129981236762870,RU1229
RU1108a_Bambanker_Frozen_230652424378614,RU1108
RU1066_204911370267379,RU1066
RU1322A_LN_236845391899492,RU1322
RU1144_T_126149025253685,RU1144
RU1108a_RPMI_196527701321643,RU1108
RU1293A_165945521167155,RU1293
RU1108a_Bambanker_Frozen_191645397138358,RU1108
RU1066_155888882736435,RU1066
RU1322A_LN_201446661449571,RU1322
RU1322A_LN_192318633074085,RU1322
RU1066_157614001540445,RU1066
RU1108a_RPMI_192180147931870,RU1108
RU426B_126284343429998,RU426
RU1181B_204959675996507,RU1181
RU426B_204198540077427,RU426
RU1108a_RPMI_134531755133870,RU1108
RU1144_LN_227493073250166,RU1144
RU1231A_195486052145059,RU1231
RU1231A_196596570183467,RU1231
RU426B_135066466015011,RU426
RU1108a_Bambanker_Frozen_169151760287525,RU1108
RU1215_165260085651363,RU1215
RU1293A_200511195139438,RU1293
RU1293A_205294965287668,RU1293
RU1181C_200444872944427,RU1181
RU1124A_LN_196569604668830,RU1124
RU1080C_204410979773749,RU1080
RU1229A_Frozen_196105452570342,RU1229
RU1124A_LN_192197434395995,RU1124
RU1293A_134405308762358,RU1293
RU1229A_Frozen_121877963684204,RU1229
RU1066_192678068414883,RU1066
RU1181B_122490814066027,RU1181
RU1108a_Bambanker_Frozen_170180386078051,RU1108
RU1181B_165808933361389,RU1181
RU1181B_200005597445547,RU1181
RU1108a_RPMI_161893265598755,RU1108
RU1231A_241054862993646,RU1231
RU1108a_RPMI_192317708950310,RU1108
RU1215_129508106455971,RU1215
RU1215_157632255637403,RU1215
RU1181C_226394635421422,RU1181
RU1144_LN_200426638437278,RU1144
RU1080C_165190305269605,RU1080
RU1229A_Frozen_130693100590958,RU1229
RU1108a_Bambanker_Frozen_161864274307821,RU1108
RU1144_LN_230732713613092,RU1144
RU1181C_191140650768172,RU1181
RU1145_164753426504549,RU1145
RU1181C_130599846852516,RU1181
RU1108a_Bambanker_200441236209059,RU1108
RU1293A_165380375833845,RU1293
RU1293A_226212233825523,RU1293
RU1108a_RPMI_165164911081310,RU1108
RU1229A_Frozen_122487995780382,RU1229
RU1293A_126284344256428,RU1293
RU1229A_Frozen_192739540060982,RU1229
RU1231A_191621955439027,RU1231
RU1066_156933518146355,RU1066
RU1229A_Frozen_230817424329958,RU1229
RU1108a_Bambanker_191576424496421,RU1108
RU1181B_239476032289637,RU1181
RU1229A_Frozen_204772992019243,RU1229
RU1145_231907628529910,RU1145
RU1229A_Frozen_122497256254187,RU1229
RU1080C_241055668288220,RU1080
RU1108a_Bambanker_Frozen_135149128890221,RU1108
RU426B_226960811617507,RU426
RU1108a_RPMI_195562273655733,RU1108
RU1229A_Frozen_201106048268190,RU1229
RU1066_201111666547422,RU1066
RU1108a_RPMI_165385745385774,RU1108
RU426B_120850257729819,RU426
RU1145_191708928109875,RU1145
RU1108a_RPMI_169587518859486,RU1108
RU1108a_RPMI_227973465495277,RU1108
RU1145_232328266669364,RU1145
RU1293A_121254265638188,RU1293
RU1108a_Bambanker_Frozen_239946748619997,RU1108
RU1108a_RPMI_232449734535470,RU1108
RU1229A_Frozen_228044306016622,RU1229
RU1181B_161452763233076,RU1181
RU1080C_131235520137652,RU1080
RU1066_195615825710510,RU1066
RU1145_161960477018924,RU1145
RU1108a_RPMI_230654452063595,RU1108
PleuralEffusion_197206083758939,PleuralEffusion
RU1108a_Bambanker_157004384815533,RU1108
RU1145_126218864126892,RU1145
RU1229A_Frozen_231289973493147,RU1229
RU1322A_LN_122285077196014,RU1322
RU1293A_160381122267956,RU1293
RU426B_235559305276659,RU426
RU1108a_RPMI_165738987338102,RU1108
RU1231A_231358946500003,RU1231
RU1322A_LN_160905377009062,RU1322
RU1231A_121338661325605,RU1231
RU426B_165853193751469,RU426
RU1066_134531742386013,RU1066
RU1152_197057070938339,RU1152
RU1229A_Frozen_131148528376733,RU1229
RU1322A_LN_231849378101995,RU1322
RU1144_T_196113264425756,RU1144
RU1080C_191697070774126,RU1080
RU1108a_RPMI_232302631119196,RU1108
RU1145_205392406759661,RU1145
RU1108a_Bambanker_Frozen_226265786341166,RU1108
RU1215_200975959607534,RU1215
RU1145_204765448261036,RU1145
RU1124A_LN_240482289306973,RU1124
RU1124A_LN_228058981911908,RU1124
RU1322A_LN_125720916606387,RU1322
RU1322A_LN_195536637290859,RU1322
RU1080C_122505040943517,RU1080
RU1108a_RPMI_231900127312611,RU1108
RU1229A_Frozen_235678476159214,RU1229
RU1229A_Frozen_129663562836398,RU1229
RU1293A_156941807643940,RU1293
RU1215_235619313109925,RU1215
RU1108a_Bambanker_226273464305908,RU1108
RU1080C_125236639918941,RU1080
RU1215_192247812246379,RU1215
RU1215_199944362650021,RU1215
RU1215_240489958651813,RU1215
RU1229A_Frozen_196019733282085,RU1229
RU1229A_Frozen_240162180057006,RU1229
RU1293A_230809861831990,RU1293
RU1066_231280295439269,RU1066
RU1293A_165790526684595,RU1293
RU1124A_LN_135080723832219,RU1124
RU1322A_LN_231821372667827,RU1322
RU1080C_191140650511158,RU1080
RU1293A_240489958955749,RU1293
RU1108a_RPMI_131175256288494,RU1108
RU1322A_LN_134034899458998,RU1322
RU1322A_LN_122499691079461,RU1322
RU1231A_226833139612979,RU1231
RU1293A_227374156175795,RU1293
RU1066_200363958261549,RU1066
RU1229A_Frozen_192745042831206,RU1229
RU1144_LN_130529100946347,RU1144
RU1322A_LN_162080050562867,RU1322
RU1322A_LN_231751801560301,RU1322
RU1108a_RPMI_205449199737117,RU1108
RU1229A_Frozen_126777594140396,RU1229
RU1124A_LN_170113786927846,RU1124
RU1231A_199814336859507,RU1231
RU1293A_226212234062235,RU1293
RU1124A_LN_241030005380901,RU1124
RU1108a_Bambanker_Frozen_169723777374499,RU1108
RU1108a_Bambanker_170276727142262,RU1108
RU1108a_RPMI_236167162346422,RU1108
RU1108a_RPMI_135700005149083,RU1108
RU1215_191141961485147,RU1215
RU1152_120856552040156,RU1152
RU1231A_241109221095845,RU1231
RU1229A_Frozen_191648484776227,RU1229
RU1144_LN_205510786795757,RU1144
RU1108a_RPMI_236639609317229,RU1108
RU1215_191215678642397,RU1215
RU1108a_Bambanker_Frozen_169572501175019,RU1108
RU426B_135693650738020,RU426
RU1080C_231282354871715,RU1080
RU1108a_Bambanker_Frozen_236846734031283,RU1108
RU1231A_239956397800875,RU1231
RU1322A_LN_196707177679788,RU1322
RU1144_LN_126681616075166,RU1144
RU1144_LN_200570488704350,RU1144
RU1124A_LN_204746121234868,RU1124
RU1144_LN_232318603541932,RU1144
RU1229A_Frozen_156049513270053,RU1229
RU1108a_RPMI_161890983394659,RU1108
RU1108a_RPMI_126885792765790,RU1108
RU1108a_RPMI_200561481377645,RU1108
RU1229A_Frozen_191622848605613,RU1229
RU1195A_157561656626534,RU1195
RU1066_134447975558372,RU1066
RU1181C_169717321808797,RU1181
RU1152_135081901111020,RU1152
RU1152_131163533307174,RU1152
RU1145_197060142742755,RU1145
RU1065C_121405233290611,RU1065
RU1108a_RPMI_200994199391069,RU1108
PleuralEffusion_125239727114077,PleuralEffusion
RU1080C_165782058588508,RU1080
RU1293A_131174432660254,RU1293
RU1231A_204351789517740,RU1231
RU1108a_Bambanker_200511149493156,RU1108
RU1080C_160301799926044,RU1080
RU1080C_196662858235227,RU1080
RU1145_235697696532915,RU1145
RU1108a_Bambanker_130185516435700,RU1108
PleuralEffusion_169082638416181,PleuralEffusion
RU1181B_134517112073006,RU1181
RU1108a_Bambanker_Frozen_170745966517172,RU1108
RU1215_126889147357606,RU1215
RU1231A_169588486237492,RU1231
RU1181B_166407915333485,RU1181
RU1066_195958645410526,RU1066
RU1229A_Frozen_235144585112356,RU1229
RU1108a_Bambanker_235601986800867,RU1108
RU1108a_Bambanker_204756751866782,RU1108
RU1229A_Frozen_161342014539622,RU1229
RU1322A_LN_170181075594078,RU1322
RU1322A_LN_231133506852637,RU1322
RU1215_125813226654428,RU1215
RU1293A_239596290882996,RU1293
RU1229A_Frozen_191140619315614,RU1229
RU1080C_196114222300523,RU1080
RU1229A_Frozen_121408857986908,RU1229
RU1231A_231133475204324,RU1231
RU1231A_134583281936115,RU1231
RU1229A_Frozen_165258072345014,RU1229
RU1145_130126460971828,RU1145
RU1215_169640025839924,RU1215
RU1144_LN_126681647630172,RU1144
RU1181B_200983507285925,RU1181
RU1215_170677515504949,RU1215
RU1108a_Bambanker_Frozen_134936676916635,RU1108
RU1215_191714009726364,RU1215
RU1293A_135693649983917,RU1293
RU1231A_170251091101934,RU1231
RU1080C_192859692230437,RU1080
RU1293A_121339869621483,RU1293
RU1322A_LN_239594412627699,RU1322
RU1229A_Frozen_192265765936412,RU1229
RU1108a_Bambanker_Frozen_134522347411371,RU1108
RU1322A_LN_230738055543197,RU1322
RU1080C_204410979474798,RU1080
RU1231A_130050224473950,RU1231
RU1229A_Frozen_191648530349342,RU1229
RU426B_169580988938164,RU426
RU1231A_239517117562157,RU1231
RU1066_230799438728486,RU1066
RU1215_239997917017836,RU1215
RU1108a_RPMI_170745952319262,RU1108
RU1215_122369615711006,RU1215
RU1144_LN_122310398527917,RU1144
RU1108a_Bambanker_241106390015198,RU1108
RU1108a_RPMI_161411807963444,RU1108
RU1181C_199877507304230,RU1181
RU1231A_135503598172403,RU1231
RU426B_227853850524974,RU426
RU1152_129454182611756,RU1152
RU1215_227516830148957,RU1215
RU1215_235559336720621,RU1215
RU1322A_LN_164830754852133,RU1322
RU1108a_Bambanker_Frozen_155971413502259,RU1108
RU1293A_165191513434398,RU1293
RU1322A_LN_129663515941676,RU1322
RU1293A_239381811678564,RU1293
RU426B_170797805987765,RU426
RU1231A_165326911130869,RU1231
RU1322A_LN_134448021364126,RU1322
RU1124A_LN_170251106602229,RU1124
RU1215_125798180343020,RU1215
RU1181C_129663530822046,RU1181
RU1229A_Frozen_166288895961372,RU1229
RU1066_235548465351028,RU1066
RU1181C_196172024802539,RU1181
RU1124A_LN_200923748915619,RU1124
RU1293A_230816734694620,RU1293
RU1293A_134394603321574,RU1293
RU1145_130184193455966,RU1145
RU1322A_LN_165860292872501,RU1322
RU1231A_199807070856996,RU1231
RU1229A_Frozen_240618642791139,RU1229
RU1215_156034527258924,RU1215
RU1145_126776271067358,RU1145
RU1231A_241055654865206,RU1231
RU1108a_Bambanker_Frozen_165858459990237,RU1108
RU1124A_LN_170120927665572,RU1124
RU1293A_197051821995950,RU1293
RU1152_240489927980851,RU1152
RU1080C_192650331704235,RU1080
RU1215_230600482085157,RU1215
RU1231A_235748402841845,RU1231
RU1080C_166402828156251,RU1080
RU1181C_134533249952670,RU1181
RU1181C_231686452754804,RU1181
RU1108a_Bambanker_Frozen_164698920994742,RU1108
RU1108a_Bambanker_Frozen_227990530316196,RU1108
RU1066_169587545882028,RU1066
RU1144_LN_129978405930861,RU1144
RU1215_130134935264478,RU1215
RU1108a_Bambanker_197185817242036,RU1108
RU1229A_Frozen_160905391917924,RU1229
RU1066_204403375721771,RU1066
RU1229A_Frozen_135546843061094,RU1229
RU1066_230732701022643,RU1066
RU1080C_236770351500140,RU1080
RU1293A_162080050232110,RU1293
RU1293A_232251003418349,RU1293
RU1293A_134515755183406,RU1293
RU426B_196524345580781,RU426
RU1322A_LN_192859665034037,RU1322
RU1293A_196524346035125,RU1293
RU1293A_126777594170651,RU1293
RU1215_156034481379171,RU1215
RU1108a_RPMI_156463334550835,RU1108
RU1293A_122427463068382,RU1293
RU1181B_157140449900894,RU1181
RU1322A_LN_135485256584485,RU1322
RU1108a_Bambanker_Frozen_200562868964646,RU1108
RU1293A_134513473801132,RU1293
RU1215_165800190270243,RU1215
RU1181B_134394556861678,RU1181
RU1215_200914891369716,RU1215
RU1080C_120850243800300,RU1080
RU1108a_Bambanker_Frozen_236176872201507,RU1108
RU1322A_LN_228044351429420,RU1322
RU1108a_Bambanker_Frozen_157536929106341,RU1108
RU1144_LN_227305214340021,RU1144
RU1231A_195562300659957,RU1231
RU1108a_Bambanker_197145237245294,RU1108
RU1066_192255416487149,RU1066
RU426B_121887358084973,RU426
RU1108a_RPMI_226874732796315,RU1108
RU1080C_134463457254707,RU1080
RU1215_155911449373043,RU1215
RU1181B_231772352363829,RU1181
RU1145_126681647277814,RU1145
RU1144_LN_227510387140467,RU1144
RU1231A_155911449860844,RU1231
RU1108a_RPMI_204763078802294,RU1108
RU1124A_LN_157606869161819,RU1124
RU1108a_Bambanker_Frozen_205922688519027,RU1108
