"","regulatory regions","TF motif","motif score","Target_gene"
"156","chr16_92673920_92674806_Runx1","NFATC2",12.5563108191374,"Runx1"
"157","chr16_92653842_92654548_Runx1","NFATC2",12.5563108191374,"Runx1"
"158","chr2_103387822_103388621_Ehf","NFATC2",12.5563108191374,"Ehf"
"159","chr6_72736650_72737562_Tcf7l1","NFATC2",12.5563108191374,"Tcf7l1"
"160","chr7_112917880_112918806_Tead1","NFATC2",12.5563108191374,"Tead1"
"161","chr12_85623461_85624336_Fos","NFATC2",12.5563108191374,"Fos"
"162","chr18_34958044_34958939_Egr1","NFATC2",12.5563108191374,"Egr1"
"163","chr18_35021905_35022746_Egr1","NFATC2",12.5563108191374,"Egr1"
"164","chr2_75682824_75683780_Nfe2l2","NFATC2",12.5563108191374,"Nfe2l2"
"165","chr4_32387535_32388474_Bach2","NFATC2",12.5563108191374,"Bach2"
"166","chr4_94854077_94854968_Jun","NFATC2",12.5563108191374,"Jun"
"167","chr4_95283543_95284430_Jun","NFATC2",12.5563108191374,"Jun"
"168","chr4_95138269_95139081_Jun","NFATC2",12.5563108191374,"Jun"
"169","chr8_84770305_84771226_Junb","NFATC2",12.5563108191374,"Junb"
"170","chr9_32449806_32450701_Ets1","NFATC2",12.5563108191374,"Ets1"
"171","chr9_32466646_32467559_Ets1","NFATC2",12.5563108191374,"Ets1"
"172","chr1_189994058_189994909_Prox1","NFATC2",12.5563108191374,"Prox1"
"173","chr1_190259410_190260310_Prox1","NFATC2",12.5563108191374,"Prox1"
"174","chr1_189947161_189948081_Prox1","NFATC2",12.5563108191374,"Prox1"
"175","chr1_190392725_190393450_Prox1","NFATC2",12.5563108191374,"Prox1"
"176","chr2_33874109_33874942_Lmx1b","NFATC2",12.5563108191374,"Lmx1b"
"177","chr2_168549023_168549887_Nfatc2","NFATC2",12.5563108191374,"Nfatc2"
"178","chr2_168610547_168611408_Nfatc2","NFATC2",12.5563108191374,"Nfatc2"
"179","chr2_168643189_168644099_Nfatc2","NFATC2",12.5563108191374,"Nfatc2"
"180","chr12_73098267_73099194_Six1","NFATC2",12.5563108191374,"Six1"
"181","chr12_73098267_73099194_Six4","NFATC2",12.5563108191374,"Six4"
"182","chr3_99402171_99403093_Tbx15","NFATC2",12.5563108191374,"Tbx15"
"183","chr9_45087795_45088707_Kmt2a","NFATC2",12.5563108191374,"Kmt2a"
"184","chr12_35712342_35713257_Ahr","NFATC2",12.5563108191374,"Ahr"
"185","chr12_35294416_35295333_Ahr","NFATC2",12.5563108191374,"Ahr"
"186","chr12_35291592_35292512_Ahr","NFATC2",12.5563108191374,"Ahr"
"187","chr17_86712223_86712983_Epas1","NFATC2",12.5563108191374,"Epas1"
"188","chr19_28621360_28622273_Glis3","NFATC2",12.5563108191374,"Glis3"
"189","chr19_28436255_28437151_Glis3","NFATC2",12.5563108191374,"Glis3"
"190","chr19_28520500_28521416_Glis3","NFATC2",12.5563108191374,"Glis3"
"191","chr8_84698613_84699509_Nfix","NFATC2",12.5563108191374,"Nfix"
"192","chr8_84770305_84771226_Nfix","NFATC2",12.5563108191374,"Nfix"
"193","chr4_82859173_82860077_Nfib","NFATC2",12.5563108191374,"Nfib"
"194","chr4_82506079_82506977_Nfib","NFATC2",12.5563108191374,"Nfib"
"195","chr4_82765405_82766299_Nfib","NFATC2",12.5563108191374,"Nfib"
"196","chr4_82553551_82554438_Nfib","NFATC2",12.5563108191374,"Nfib"
"197","chr4_82516123_82517026_Nfib","NFATC2",12.5563108191374,"Nfib"
"198","chr4_82679164_82680082_Nfib","NFATC2",12.5563108191374,"Nfib"
"199","chr4_97714290_97715186_Nfia","NFATC2",12.5563108191374,"Nfia"
"200","chr6_115318602_115319507_Pparg","NFATC2",12.5563108191374,"Pparg"
"201","chr6_115127038_115127949_Pparg","NFATC2",12.5563108191374,"Pparg"
"202","chr10_87344523_87345439_Ascl1","NFATC2",12.5563108191374,"Ascl1"
"203","chr19_19246556_19247480_Rorb","NFATC2",12.5563108191374,"Rorb"
"204","chr19_41495286_41496179_Lcor","NFATC2",12.5563108191374,"Lcor"
"205","chr19_41685194_41686046_Lcor","NFATC2",12.5563108191374,"Lcor"
"206","chr7_116286683_116287528_Sox6","NFATC2",12.5563108191374,"Sox6"
"207","chr9_71957118_71958033_Tcf12","NFATC2",12.5563108191374,"Tcf12"
"208","chr16_42674717_42675629_Zbtb20","NFATC2",12.5563108191374,"Zbtb20"
"209","chr16_50402795_50403703_Bbx","NFATC2",12.5563108191374,"Bbx"
"210","chr1_39192362_39193244_Npas2","NFATC2",12.5563108191374,"Npas2"
"211","chr14_16575094_16575982_Rarb","NFATC2",12.5563108191374,"Rarb"
"212","chr1_190170249_190171137_Prox1","NFATC2",12.5563108191374,"Prox1"
"213","chr17_86753194_86754013_Epas1","NFATC2",12.5563108191374,"Epas1"
"214","chr10_4625041_4625909_Esr1","CREB1",11.5853069686447,"Esr1"
"215","chr10_42088784_42089626_Foxo3","CREB1",13.0178228767974,"Foxo3"
"216","chr7_112917880_112918806_Tead1","CREB1",13.0178228767974,"Tead1"
"217","chr2_168545435_168546324_Nfatc2","CREB1",11.5853069686447,"Nfatc2"
"218","chr17_86532745_86533532_Epas1","CREB1",11.3758184061101,"Epas1"
"219","chr8_84656569_84657470_Nfix","CREB1",11.3758184061101,"Nfix"
"220","chr19_41269977_41270866_Lcor","CREB1",13.0178228767974,"Lcor"
"221","chr12_73888121_73888999_Hif1a","CREB1",13.0178228767974,"Hif1a"
"222","chr1_52055484_52056360_Stat1","FOS",13.3096990061949,"Stat1"
"223","chr1_51958078_51958954_Stat1","FOS",15.3203483219594,"Stat1"
"224","chr10_4683581_4684488_Esr1","FOS",15.614929531934,"Esr1"
"225","chr15_37030820_37031652_Grhl2","FOS",13.6119615843481,"Grhl2"
"226","chr16_92653842_92654548_Runx1","FOS",12.5281889825691,"Runx1"
"227","chr2_103238780_103239671_Ehf","FOS",14.9359992555051,"Ehf"
"228","chr6_72659834_72660726_Tcf7l1","FOS",13.3726343888189,"Tcf7l1"
"229","chr7_112458140_112459058_Tead1","FOS",13.7301509814176,"Tead1"
"230","chr12_85459395_85460288_Fos","FOS",12.1706723899704,"Fos"
"231","chr18_34901203_34901881_Egr1","FOS",15.4644883504554,"Egr1"
"232","chr2_75688775_75689518_Nfe2l2","FOS",14.4379788307709,"Nfe2l2"
"233","chr4_32179519_32180418_Bach2","FOS",15.5069049362817,"Bach2"
"234","chr4_32365920_32366833_Bach2","FOS",13.7259172453964,"Bach2"
"235","chr4_32375774_32376717_Bach2","FOS",15.0248852695557,"Bach2"
"236","chr9_32629408_32630231_Ets1","FOS",13.3726343888189,"Ets1"
"237","chr1_168583880_168584796_Pbx1","FOS",13.3096990061949,"Pbx1"
"238","chr5_122268894_122269786_Cux2","FOS",15.3203483219594,"Cux2"
"239","chr2_33582329_33583245_Lmx1b","FOS",14.3750434481469,"Lmx1b"
"240","chr2_33555240_33556117_Lmx1b","FOS",15.1493883436831,"Lmx1b"
"241","chr2_168737607_168738516_Nfatc2","FOS",13.4313360354218,"Nfatc2"
"242","chr2_168549023_168549887_Nfatc2","FOS",15.9473764775349,"Nfatc2"
"243","chr9_45042191_45043008_Kmt2a","FOS",12.6005843623183,"Kmt2a"
"244","chr9_44717634_44718523_Kmt2a","FOS",15.346298953386,"Kmt2a"
"245","chr9_45059894_45060757_Kmt2a","FOS",15.5898598849363,"Kmt2a"
"246","chr12_35291592_35292512_Ahr","FOS",15.0440363752328,"Ahr"
"247","chr12_35538469_35539297_Ahr","FOS",15.6778649145581,"Ahr"
"248","chr12_35672056_35672927_Ahr","FOS",14.8428920295087,"Ahr"
"249","chr17_86769493_86770409_Epas1","FOS",13.7888526280205,"Epas1"
"250","chr17_86537064_86537781_Epas1","FOS",13.4313360354218,"Epas1"
"251","chr19_28621360_28622273_Glis3","FOS",15.2004086221074,"Glis3"
"252","chr19_28436255_28437151_Glis3","FOS",13.4660712530695,"Glis3"
"253","chr3_135521727_135522633_Nfkb1","FOS",14.7348549097811,"Nfkb1"
"254","chr3_135673013_135673566_Nfkb1","FOS",15.0673018553819,"Nfkb1"
"255","chr3_135527501_135528395_Nfkb1","FOS",15.3756023364049,"Nfkb1"
"256","chr5_136426897_136427731_Cux1","FOS",13.1085546604709,"Cux1"
"257","chr5_136551473_136552385_Cux1","FOS",12.7546617401574,"Cux1"
"258","chr4_82884683_82885504_Nfib","FOS",12.977252060594,"Nfib"
"259","chr4_82464073_82465001_Nfib","FOS",15.5898598849363,"Nfib"
"260","chr4_82634060_82634960_Nfib","FOS",12.5470798828681,"Nfib"
"261","chr4_82768055_82768972_Nfib","FOS",15.9473764775349,"Nfib"
"262","chr4_97910611_97911547_Nfia","FOS",13.4313360354218,"Nfia"
"263","chr6_115318602_115319507_Pparg","FOS",15.4015529678314,"Pparg"
"264","chr10_87417468_87418381_Ascl1","FOS",13.1663149116518,"Ascl1"
"265","chr19_19246556_19247480_Rorb","FOS",14.4302974625923,"Rorb"
"266","chr19_41269977_41270866_Lcor","FOS",13.6119615843481,"Lcor"
"267","chr19_41495286_41496179_Lcor","FOS",13.6748969669721,"Lcor"
"268","chr9_72269936_72270859_Tcf12","FOS",15.6451138993817,"Tcf12"
"269","chr16_42674717_42675629_Zbtb20","FOS",15.086452961059,"Zbtb20"
"270","chr16_43123549_43124389_Zbtb20","FOS",13.468577489805,"Zbtb20"
"271","chr10_57644184_57645098_Hsf2","FOS",13.9081805707048,"Hsf2"
"272","chr16_50594630_50595552_Bbx","FOS",15.0673018553819,"Bbx"
"273","chr12_73663677_73664595_Hif1a","FOS",12.0247820586918,"Hif1a"
"274","chr1_39313434_39314370_Npas2","JUN",11.1329091926146,"Npas2"
"275","chr1_51885277_51886203_Stat1","JUN",17.1697834602589,"Stat1"
"276","chr10_4625041_4625909_Esr1","JUN",14.5851741488193,"Esr1"
"277","chr10_42088784_42089626_Foxo3","JUN",14.6461411782251,"Foxo3"
"278","chr15_37418487_37419407_Grhl2","JUN",12.3550229572554,"Grhl2"
"279","chr2_103238780_103239671_Ehf","JUN",12.2966568315004,"Ehf"
"280","chr2_103138673_103139593_Ehf","JUN",13.7010052312569,"Ehf"
"281","chr4_154401737_154402650_Prdm16","JUN",12.4990779373645,"Prdm16"
"282","chr6_72659834_72660726_Tcf7l1","JUN",13.4809433125457,"Tcf7l1"
"283","chr6_144620882_144621778_Sox5","JUN",12.5775894029066,"Sox5"
"284","chr7_112917880_112918806_Tead1","JUN",11.2502431227209,"Tead1"
"285","chr12_85623461_85624336_Fos","JUN",11.571475231616,"Fos"
"286","chr12_85540873_85541779_Fos","JUN",11.5867173076687,"Fos"
"287","chr18_34958044_34958939_Egr1","JUN",11.5731119766283,"Egr1"
"288","chr4_32198453_32199301_Bach2","JUN",13.4103822311072,"Bach2"
"289","chr4_32352722_32353489_Bach2","JUN",11.3177657729304,"Bach2"
"290","chr9_63960190_63960990_Smad3","JUN",13.0249133331247,"Smad3"
"291","chr1_168290982_168291893_Pbx1","JUN",11.4419098753153,"Pbx1"
"292","chr1_189947161_189948081_Prox1","JUN",11.2130612174036,"Prox1"
"293","chr5_121878948_121879842_Cux2","JUN",13.2620485507491,"Cux2"
"294","chr2_33753541_33754446_Lmx1b","JUN",11.9501194245157,"Lmx1b"
"295","chr2_168737607_168738516_Nfatc2","JUN",14.1490059913523,"Nfatc2"
"296","chr12_35538469_35539297_Ahr","JUN",11.1577377023413,"Ahr"
"297","chr16_87784162_87785054_Bach1","JUN",13.607749978643,"Bach1"
"298","chr17_86964339_86965218_Epas1","JUN",16.7894465341956,"Epas1"
"299","chr5_136608545_136609459_Cux1","JUN",11.9302843970114,"Cux1"
"300","chr5_136710526_136711413_Cux1","JUN",15.4252533633417,"Cux1"
"301","chr5_136445722_136446635_Cux1","JUN",11.8233367632701,"Cux1"
"302","chr5_136551473_136552385_Cux1","JUN",15.5551297091875,"Cux1"
"303","chr4_82634060_82634960_Nfib","JUN",16.5010699699976,"Nfib"
"304","chr4_82553551_82554438_Nfib","JUN",11.6628775717931,"Nfib"
"305","chr6_115127038_115127949_Pparg","JUN",12.8340245125,"Pparg"
"306","chr10_87417468_87418381_Ascl1","JUN",11.9786647277073,"Ascl1"
"307","chr19_41269977_41270866_Lcor","JUN",12.9841431715921,"Lcor"
"308","chr9_72269936_72270859_Tcf12","JUN",14.0561613367191,"Tcf12"
"309","chr16_43093715_43094634_Zbtb20","JUN",14.5527334173503,"Zbtb20"
"310","chr10_57499390_57500288_Hsf2","JUN",13.6880673503741,"Hsf2"
"311","chr10_57644184_57645098_Hsf2","JUN",12.1092000679597,"Hsf2"
"312","chr12_73888121_73888999_Hif1a","JUN",15.498711497807,"Hif1a"
"313","chr14_16575094_16575982_Rarb","JUN",12.496926292543,"Rarb"
"314","chr1_52055484_52056360_Stat1","JUNB",14.57647020504,"Stat1"
"315","chr1_51958078_51958954_Stat1","JUNB",13.3650331432119,"Stat1"
"316","chr1_85799575_85800431_Sp100","JUNB",12.6064205634974,"Sp100"
"317","chr10_42134921_42135824_Foxo3","JUNB",12.0942368273815,"Foxo3"
"318","chr10_42088784_42089626_Foxo3","JUNB",13.3723945694548,"Foxo3"
"319","chr15_37030820_37031652_Grhl2","JUNB",15.2105709074498,"Grhl2"
"320","chr16_92673920_92674806_Runx1","JUNB",12.5535693994995,"Runx1"
"321","chr2_103238780_103239671_Ehf","JUNB",16.3445740868057,"Ehf"
"322","chr6_72659834_72660726_Tcf7l1","JUNB",13.6904933937997,"Tcf7l1"
"323","chr7_112458140_112459058_Tead1","JUNB",14.3691721526259,"Tead1"
"324","chr18_34901203_34901881_Egr1","JUNB",15.7208881286868,"Egr1"
"325","chr18_35021905_35022746_Egr1","JUNB",13.3723945694548,"Egr1"
"326","chr2_75633331_75634240_Nfe2l2","JUNB",15.1724400518588,"Nfe2l2"
"327","chr2_75688775_75689518_Nfe2l2","JUNB",13.8290257851899,"Nfe2l2"
"328","chr4_32179519_32180418_Bach2","JUNB",15.0803402254516,"Bach2"
"329","chr4_32365920_32366833_Bach2","JUNB",14.7084474098808,"Bach2"
"330","chr4_32375774_32376717_Bach2","JUNB",15.7104733843959,"Bach2"
"331","chr8_84921303_84922221_Junb","JUNB",12.6064205634974,"Junb"
"332","chr9_32629408_32630231_Ets1","JUNB",14.1544860357777,"Ets1"
"333","chr1_168583880_168584796_Pbx1","JUNB",14.57647020504,"Pbx1"
"334","chr5_122268894_122269786_Cux2","JUNB",13.8290257851899,"Cux2"
"335","chr5_121809416_121810283_Cux2","JUNB",13.730344134042,"Cux2"
"336","chr2_33582329_33583245_Lmx1b","JUNB",13.5320878855957,"Lmx1b"
"337","chr2_33555240_33556117_Lmx1b","JUNB",14.0641060940218,"Lmx1b"
"338","chr2_168737607_168738516_Nfatc2","JUNB",14.3691721526259,"Nfatc2"
"339","chr2_168549023_168549887_Nfatc2","JUNB",14.3691721526259,"Nfatc2"
"340","chr9_45042191_45043008_Kmt2a","JUNB",14.3708920372773,"Kmt2a"
"341","chr9_44717634_44718523_Kmt2a","JUNB",15.2092641122444,"Kmt2a"
"342","chr9_45059894_45060757_Kmt2a","JUNB",14.5687162090091,"Kmt2a"
"343","chr12_35291592_35292512_Ahr","JUNB",15.3767114244162,"Ahr"
"344","chr12_35538469_35539297_Ahr","JUNB",14.0437119020381,"Ahr"
"345","chr12_35672056_35672927_Ahr","JUNB",15.3767114244162,"Ahr"
