"","regulatory regions","TF motif","motif score","Target_gene"
"35","chr16_87495466_87496372_Bach1","PPARG",10.5800948555096,"Bach1"
"36","chr17_86537064_86537781_Epas1","PPARG",20.1612319770847,"Epas1"
"37","chr17_86769493_86770409_Epas1","PPARG",10.6252626407233,"Epas1"
"38","chr19_28776635_28777530_Glis3","PPARG",11.350099270567,"Glis3"
"39","chr4_32375774_32376717_Bach2","PPARG",13.8553643917539,"Bach2"
"40","chr4_95096418_95097337_Jun","PPARG",10.8899716849884,"Jun"
"41","chr7_19282250_19283088_Fosb","PPARG",13.5315612759097,"Fosb"
"42","chr7_19239221_19240063_Fosb","PPARG",10.0381660569459,"Fosb"
"43","chr7_19084074_19084835_Fosb","PPARG",14.9819722660445,"Fosb"
"44","chr8_84979688_84980579_Junb","PPARG",10.0281708096753,"Junb"
"45","chr8_85082853_85083736_Junb","PPARG",14.5267390104132,"Junb"
"46","chr9_20976307_20977170_Icam1","PPARG",11.3618610816663,"Icam1"
"47","chr5_136566955_136567841_Cux1","PPARG",10.305784921628,"Cux1"
"48","chr10_87493199_87494036_Ascl1","PPARG",14.0759251974653,"Ascl1"
"49","chr1_39006973_39007796_Npas2","PBX1",13.2087599185498,"Npas2"
"50","chr1_52250772_52251614_Stat1","PBX1",12.9460948488308,"Stat1"
"51","chr16_92616619_92617511_Runx1","PBX1",12.5169844688469,"Runx1"
"52","chr2_103343360_103344271_Ehf","PBX1",12.6899813947292,"Ehf"
"53","chr2_103117062_103117964_Ehf","PBX1",15.4787827047554,"Ehf"
"54","chr2_103111444_103112324_Ehf","PBX1",12.5750184141384,"Ehf"
"55","chr4_82510703_82511522_Nfib","PBX1",11.4112287323117,"Nfib"
"56","chr4_97528246_97529154_Nfia","PBX1",12.9467964252932,"Nfia"
"57","chr5_136395990_136396861_Cux1","PBX1",12.8257185102498,"Cux1"
"58","chr5_136458155_136459071_Cux1","PBX1",17.8164637070406,"Cux1"
"59","chr9_63698498_63699390_Smad3","PBX1",13.2158258264216,"Smad3"
"60","chr12_73046310_73047228_Six4","PBX1",14.0277235459416,"Six4"
"61","chr12_73110153_73111102_Six4","PBX1",11.7248476400355,"Six4"
"62","chr16_42911576_42912474_Zbtb20","PBX1",11.6422053565538,"Zbtb20"
"63","chr16_50596427_50597316_Bbx","PBX1",11.3073861405497,"Bbx"
"64","chr5_122280677_122281225_Cux2","PBX1",12.9671246288039,"Cux2"
"65","chr5_121819831_121820663_Cux2","PBX1",11.465387097247,"Cux2"
"66","chr9_71915563_71916474_Tcf12","PBX1",11.3205395083607,"Tcf12"
"67","chr9_71896063_71896881_Tcf12","PBX1",12.4318126275775,"Tcf12"
"68","chr1_168583880_168584796_Pbx1","PBX1",13.5643574445808,"Pbx1"
"69","chr1_168433576_168434300_Pbx1","PBX1",16.5441065276725,"Pbx1"
"70","chr6_115127038_115127949_Pparg","PBX1",12.0392132656326,"Pparg"
"71","chr9_32745854_32746768_Ets1","PBX1",15.4787827047553,"Ets1"
"72","chr9_44914472_44915382_Kmt2a","PBX1",12.8677780701962,"Kmt2a"
"73","chr9_44806970_44807892_Kmt2a","PBX1",14.4859616790815,"Kmt2a"
"74","chr12_73110153_73111102_Six1","PBX1",11.7248476400355,"Six1"
"75","chr12_73046310_73047228_Six1","PBX1",14.0277235459416,"Six1"
"76","chr12_73265226_73266143_Six1","PBX1",12.4430621071431,"Six1"
"77","chr19_19040201_19041125_Rorb","PBX1",12.9378879478199,"Rorb"
"78","chr2_33555240_33556117_Lmx1b","PBX1",12.9226151389373,"Lmx1b"
"79","chr2_168677464_168678298_Nfatc2","PBX1",11.465387097247,"Nfatc2"
"80","chr3_99174692_99175588_Tbx15","PBX1",11.5435949480537,"Tbx15"
"81","chr7_116039857_116040669_Sox6","PBX1",11.9057240841398,"Sox6"
"82","chr10_128143401_128144302_Stat2","PBX1",11.503108787504,"Stat2"
"83","chr12_85368578_85369508_Fos","PBX1",11.6653021652397,"Fos"
"84","chr16_30052900_30053786_Hes1","PBX1",11.4112287323117,"Hes1"
"85","chr16_29903269_29904165_Hes1","PBX1",11.7248476400355,"Hes1"
"86","chr16_87665124_87665986_Bach1","PBX1",16.5256285632562,"Bach1"
"87","chr17_86731819_86732726_Epas1","PBX1",15.2953309438344,"Epas1"
"88","chr19_28776635_28777530_Glis3","PBX1",12.8339254112607,"Glis3"
"89","chr19_28621360_28622273_Glis3","PBX1",11.6211755765806,"Glis3"
"90","chr2_75768103_75768912_Nfe2l2","PBX1",11.3052130503272,"Nfe2l2"
"91","chr4_32287896_32288807_Bach2","PBX1",12.99625238196,"Bach2"
"92","chr1_39317682_39318597_Npas2","RORA",13.4353486357583,"Npas2"
"93","chr1_52008380_52009192_Stat1","RORA",12.9705882582365,"Stat1"
"94","chr1_85810513_85811366_Sp100","RORA",12.9560614929738,"Sp100"
"95","chr10_42088784_42089626_Foxo3","RORA",12.9705882582365,"Foxo3"
"96","chr10_42293662_42294468_Foxo3","RORA",12.3924044964346,"Foxo3"
"97","chr10_42251011_42251888_Foxo3","RORA",13.4001160795912,"Foxo3"
"98","chr10_42221946_42222853_Foxo3","RORA",12.7056185785822,"Foxo3"
"99","chr10_42099320_42100095_Foxo3","RORA",13.4353486357583,"Foxo3"
"100","chr12_35712342_35713257_Ahr","RORA",13.1634583228116,"Ahr"
"101","chr14_16508490_16509406_Rarb","RORA",15.0575264845604,"Rarb"
"102","chr15_36993232_36994148_Grhl2","RORA",14.0938083363468,"Grhl2"
"103","chr16_92673920_92674806_Runx1","RORA",13.095740273848,"Runx1"
"104","chr16_92656525_92657434_Runx1","RORA",15.0575264845604,"Runx1"
"105","chr16_92616619_92617511_Runx1","RORA",13.095740273848,"Runx1"
"106","chr19_55643108_55643972_Tcf7l2","RORA",12.7056185785822,"Tcf7l2"
"107","chr2_103343360_103344271_Ehf","RORA",12.4165922825704,"Ehf"
"108","chr2_103466910_103467811_Ehf","RORA",13.4001160795912,"Ehf"
"109","chr2_103111444_103112324_Ehf","RORA",14.2189603519583,"Ehf"
"110","chr3_135825265_135826021_Nfkb1","RORA",13.095740273848,"Nfkb1"
"111","chr3_135594026_135594911_Nfkb1","RORA",13.1634583228116,"Nfkb1"
"112","chr4_97910611_97911547_Nfia","RORA",15.1024025613854,"Nfia"
"113","chr4_154700751_154701666_Prdm16","RORA",14.0938083363468,"Prdm16"
"114","chr4_154526034_154526936_Prdm16","RORA",14.6618299699994,"Prdm16"
"115","chr5_77383954_77384814_Rest","RORA",12.2527257155604,"Rest"
"116","chr5_77126155_77127056_Rest","RORA",13.1634583228116,"Rest"
"117","chr5_136394557_136395437_Cux1","RORA",14.6618299699994,"Cux1"
"118","chr6_72623733_72624668_Tcf7l1","RORA",14.6618299699994,"Tcf7l1"
"119","chr6_144620882_144621778_Sox5","RORA",12.4363979313775,"Sox5"
"120","chr6_144919469_144920366_Sox5","RORA",12.7504946554072,"Sox5"
"121","chr7_112733288_112734194_Tead1","RORA",12.5748917436754,"Tead1"
"122","chr7_112491382_112492303_Tead1","RORA",12.2976017923853,"Tead1"
"123","chr7_112728073_112728930_Tead1","RORA",12.9560614929738,"Tead1"
"124","chr7_112807115_112807914_Tead1","RORA",13.1185822459867,"Tead1"
"125","chr7_112788071_112788984_Tead1","RORA",13.4001160795912,"Tead1"
"126","chr8_84656569_84657470_Nfix","RORA",13.4001160795912,"Nfix"
"127","chr9_63612505_63613394_Smad3","RORA",12.3924044964346,"Smad3"
"128","chr9_63563192_63564081_Smad3","RORA",15.0575264845604,"Smad3"
"129","chr9_63706071_63706983_Smad3","RORA",13.4353486357583,"Smad3"
"130","chr1_64305223_64306120_Creb1","RORA",12.3099220640212,"Creb1"
"131","chr10_57644184_57645098_Hsf2","RORA",15.0575264845604,"Hsf2"
"132","chr10_87255094_87255962_Ascl1","RORA",12.6986979452898,"Ascl1"
"133","chr12_27390107_27391008_Sox11","RORA",12.2527257155604,"Sox11"
"134","chr12_73035322_73036124_Six4","RORA",12.3099220640212,"Six4"
"135","chr19_41628947_41629794_Lcor","RORA",13.1185822459867,"Lcor"
"136","chr5_122274455_122275373_Cux2","RORA",14.6376421838635,"Cux2"
"137","chr5_121853508_121854406_Cux2","RORA",12.9560614929738,"Cux2"
"138","chr5_122026506_122027336_Cux2","RORA",14.0033702694109,"Cux2"
"139","chr12_73699201_73700039_Hif1a","RORA",13.1199280599838,"Hif1a"
"140","chr12_73867321_73868208_Hif1a","RORA",12.9560614929738,"Hif1a"
"141","chr6_115127038_115127949_Pparg","RORA",14.6618299699994,"Pparg"
"142","chr12_73035322_73036124_Six1","RORA",12.3099220640212,"Six1"
"143","chr12_73113011_73113869_Six1","RORA",12.7228857314256,"Six1"
"144","chr18_5817539_5818092_Zeb1","RORA",12.8571648739564,"Zeb1"
"145","chr18_5583310_5584225_Zeb1","RORA",13.0396521211972,"Zeb1"
"146","chr18_35060367_35061282_Egr1","RORA",14.6618299699994,"Egr1"
"147","chr18_34783265_34784164_Egr1","RORA",12.7228857314256,"Egr1"
"148","chr18_35021905_35022746_Egr1","RORA",13.1185822459867,"Egr1"
"149","chr2_33874109_33874942_Lmx1b","RORA",12.3099220640212,"Lmx1b"
"150","chr2_33582329_33583245_Lmx1b","RORA",14.2189603519583,"Lmx1b"
"151","chr2_33444020_33444877_Lmx1b","RORA",14.399066783972,"Lmx1b"
"152","chr2_33412177_33412941_Lmx1b","RORA",12.3099220640212,"Lmx1b"
"153","chr2_115946301_115947101_Meis2","RORA",13.958494192586,"Meis2"
"154","chr2_168798869_168799800_Nfatc2","RORA",12.6967803021778,"Nfatc2"
"155","chr7_116237299_116238139_Sox6","RORA",14.6618299699994,"Sox6"
"156","chr12_85684283_85685151_Fos","RORA",12.4614683593954,"Fos"
"157","chr12_85368578_85369508_Fos","RORA",14.6618299699994,"Fos"
"158","chr16_30066568_30067446_Hes1","RORA",12.7504946554072,"Hes1"
"159","chr16_30008537_30009411_Hes1","RORA",12.9705882582365,"Hes1"
"160","chr17_86537064_86537781_Epas1","RORA",12.8571648739564,"Epas1"
"161","chr17_86532745_86533532_Epas1","RORA",13.4001160795912,"Epas1"
"162","chr19_28776635_28777530_Glis3","RORA",13.0396521211972,"Glis3"
"163","chr2_75772323_75773240_Nfe2l2","RORA",12.8571648739564,"Nfe2l2"
"164","chr4_32375774_32376717_Bach2","RORA",15.1024025613854,"Bach2"
"165","chr4_32250397_32251323_Bach2","RORA",12.9705882582365,"Bach2"
"166","chr4_32024857_32025768_Bach2","RORA",13.095740273848,"Bach2"
"167","chr4_32054950_32055798_Bach2","RORA",13.4001160795912,"Bach2"
"168","chr4_32287896_32288807_Bach2","RORA",12.9947760443723,"Bach2"
"169","chr4_32365920_32366833_Bach2","RORA",13.5156245745449,"Bach2"
"170","chr4_32246564_32247450_Bach2","RORA",13.3000344919975,"Bach2"
"171","chr4_95076178_95076893_Jun","RORA",12.3099220640212,"Jun"
"172","chr4_95187873_95188784_Jun","RORA",14.399066783972,"Jun"
"173","chr4_95096418_95097337_Jun","RORA",12.9705882582365,"Jun"
"174","chr7_19316346_19317199_Fosb","RORA",15.7608622619738,"Fosb"
"175","chr7_19239221_19240063_Fosb","RORA",12.6986979452898,"Fosb"
"176","chr8_84749294_84750179_Junb","RORA",13.1199280599838,"Junb"
"177","chr8_84985642_84986516_Junb","RORA",13.958494192586,"Junb"
"178","chr8_84914956_84915833_Junb","RORA",12.7056185785822,"Junb"
"179","chr8_84936929_84937820_Junb","RORA",14.2189603519583,"Junb"
"180","chr9_21021731_21022629_Icam1","RORA",12.3010837876167,"Icam1"
"181","chr9_20992954_20993843_Icam1","RORA",13.095740273848,"Icam1"
"182","chr9_20976307_20977170_Icam1","RORA",13.3000344919975,"Icam1"
"183","chr10_43662135_43663035_Cd24a","RORA",14.0938083363468,"Cd24a"
"184","chr10_43783036_43783953_Cd24a","RORA",12.5748917436754,"Cd24a"
"185","chr17_87609379_87610239_Epcam","RORA",12.3363163437838,"Epcam"
"186","chr17_87522263_87523151_Epcam","RORA",12.3099220640212,"Epcam"
"187","chr17_87490136_87491034_Epcam","RORA",15.7608622619738,"Epcam"
"188","chr1_39192362_39193244_Npas2","RORA",14.0938083363468,"Npas2"
"189","chr12_73113011_73113869_Six4","RORA",12.7228857314256,"Six4"
"190","chr1_52066240_52067161_Stat1","SOX9",12.7265987133807,"Stat1"
"191","chr1_51934355_51935273_Stat1","SOX9",13.1013445959792,"Stat1"
"192","chr10_42134921_42135824_Foxo3","SOX9",12.6452848673559,"Foxo3"
"193","chr10_42230914_42231797_Foxo3","SOX9",11.6240876214538,"Foxo3"
"194","chr14_17457616_17458515_Thrb","SOX9",11.6491578750998,"Thrb"
"195","chr14_17414087_17414969_Thrb","SOX9",11.1863172606974,"Thrb"
"196","chr16_92686754_92687599_Runx1","SOX9",13.7681170877512,"Runx1"
"197","chr19_55643108_55643972_Tcf7l2","SOX9",11.6240876214538,"Tcf7l2"
"198","chr2_103325053_103325954_Ehf","SOX9",11.1863172606974,"Ehf"
"199","chr3_135674504_135675316_Nfkb1","SOX9",13.3933712051527,"Nfkb1"
"200","chr3_135885882_135886652_Nfkb1","SOX9",13.1013445959792,"Nfkb1"
"201","chr4_82470275_82471067_Nfib","SOX9",13.3933712051527,"Nfib"
"202","chr4_82622141_82623070_Nfib","SOX9",13.7681170877512,"Nfib"
"203","chr4_82566621_82567530_Nfib","SOX9",11.1863172606974,"Nfib"
"204","chr4_97528246_97529154_Nfia","SOX9",11.5610631432958,"Nfia"
"205","chr4_97841302_97842195_Nfia","SOX9",11.2305597824275,"Nfia"
"206","chr4_97689213_97690073_Nfia","SOX9",11.2493417388554,"Nfia"
"207","chr4_154496858_154497698_Prdm16","SOX9",11.9785123755839,"Prdm16"
"208","chr5_77154662_77155534_Rest","SOX9",11.2305597824275,"Rest"
"209","chr5_77163250_77164165_Rest","SOX9",11.9785123755839,"Rest"
"210","chr5_77398029_77398943_Rest","SOX9",11.2305597824275,"Rest"
"211","chr5_77192977_77193828_Rest","SOX9",11.5610631432958,"Rest"
"212","chr5_136393345_136394088_Cux1","SOX9",11.1863172606974,"Cux1"
"213","chr6_72740374_72741224_Tcf7l1","SOX9",12.6452848673559,"Tcf7l1"
"214","chr6_144647930_144648811_Sox5","SOX9",13.3933712051527,"Sox5"
"215","chr6_144928913_144929783_Sox5","SOX9",11.2305597824275,"Sox5"
"216","chr7_112645545_112646455_Tead1","SOX9",11.9785123755839,"Tead1"
"217","chr1_64601214_64601882_Creb1","SOX9",11.2493417388554,"Creb1"
"218","chr1_64337646_64338532_Creb1","SOX9",11.2305597824275,"Creb1"
"219","chr1_189927403_189928277_Prox1","SOX9",11.1863172606974,"Prox1"
"220","chr12_73046310_73047228_Six4","SOX9",11.2493417388554,"Six4"
"221","chr12_73012235_73013148_Six4","SOX9",11.6491578750998,"Six4"
"222","chr16_42674717_42675629_Zbtb20","SOX9",11.1863172606974,"Zbtb20"
"223","chr16_42676984_42677768_Zbtb20","SOX9",12.7265987133807,"Zbtb20"
"224","chr16_50594630_50595552_Bbx","SOX9",11.2493417388554,"Bbx"
"225","chr19_41275398_41276337_Lcor","SOX9",11.6491578750998,"Lcor"
"226","chr9_71915563_71916474_Tcf12","SOX9",11.1796725917986,"Tcf12"
"227","chr9_72046334_72047193_Tcf12","SOX9",13.7681170877512,"Tcf12"
"228","chr9_72088958_72089884_Tcf12","SOX9",11.2305597824275,"Tcf12"
"229","chr1_168319650_168320296_Pbx1","SOX9",11.5610631432958,"Pbx1"
"230","chr1_168283386_168284224_Pbx1","SOX9",11.5610631432958,"Pbx1"
"231","chr6_115321721_115322641_Pparg","SOX9",13.1013445959792,"Pparg"
"232","chr6_115222421_115223320_Pparg","SOX9",13.7681170877512,"Pparg"
"233","chr6_115123003_115123894_Pparg","SOX9",11.1796725917986,"Pparg"
"234","chr8_76971669_76972450_Nr3c2","SOX9",11.1863172606974,"Nr3c2"
"235","chr9_32786786_32787700_Ets1","SOX9",11.2305597824275,"Ets1"
"236","chr12_73046310_73047228_Six1","SOX9",11.2493417388554,"Six1"
"237","chr18_5414146_5415055_Zeb1","SOX9",13.7681170877512,"Zeb1"
"238","chr19_19040201_19041125_Rorb","SOX9",12.7265987133807,"Rorb"
"239","chr2_33729654_33730574_Lmx1b","SOX9",11.5610631432958,"Lmx1b"
"240","chr2_33444020_33444877_Lmx1b","SOX9",11.5610631432958,"Lmx1b"
"241","chr2_168539419_168540311_Nfatc2","SOX9",11.6240876214538,"Nfatc2"
"242","chr2_168733699_168734625_Nfatc2","SOX9",12.6452848673559,"Nfatc2"
"243","chr3_99187807_99188622_Tbx15","SOX9",13.7681170877512,"Tbx15"
"244","chr7_116230685_116231575_Sox6","SOX9",13.7681170877512,"Sox6"
"245","chr16_30180515_30181440_Hes1","SOX9",11.1796725917986,"Hes1"
"246","chr16_30052900_30053786_Hes1","SOX9",13.3933712051527,"Hes1"
"247","chr17_86769493_86770409_Epas1","SOX9",11.1863172606974,"Epas1"
"248","chr17_86731819_86732726_Epas1","SOX9",11.1863172606974,"Epas1"
"249","chr19_28560682_28561528_Glis3","SOX9",13.3933712051527,"Glis3"
"250","chr19_28776635_28777530_Glis3","SOX9",13.1013445959792,"Glis3"
"251","chr4_32337428_32338274_Bach2","SOX9",13.1013445959792,"Bach2"
"252","chr4_32250397_32251323_Bach2","SOX9",13.3933712051527,"Bach2"
"253","chr4_32365920_32366833_Bach2","SOX9",12.6452848673559,"Bach2"
"254","chr4_94826780_94827667_Jun","SOX9",12.7265987133807,"Jun"
"255","chr10_43527496_43528335_Cd24a","SOX9",13.7681170877512,"Cd24a"
"256","chr10_43783036_43783953_Cd24a","SOX9",13.7681170877512,"Cd24a"
"257","chr17_87875950_87876756_Epcam","SOX9",11.2493417388554,"Epcam"
"258","chr17_87619736_87620641_Epcam","SOX9",13.1013445959792,"Epcam"
"259","chr6_144781483_144782234_Sox5","SOX9",13.7681170877512,"Sox5"
"260","chr1_52056969_52057811_Stat1","REST",11.9154158728932,"Stat1"
"261","chr12_35712342_35713257_Ahr","REST",16.3891566938469,"Ahr"
"262","chr14_16483689_16484535_Rarb","REST",10.1761271167844,"Rarb"
"263","chr3_135826160_135826964_Nfkb1","REST",11.1650591531222,"Nfkb1"
"264","chr4_82553551_82554438_Nfib","REST",12.7162030084739,"Nfib"
"265","chr4_154855770_154856633_Prdm16","REST",10.6019146002716,"Prdm16"
"266","chr5_77266037_77266433_Rest","REST",14.3180558377748,"Rest"
"267","chr5_77114662_77115556_Rest","REST",12.0648789893787,"Rest"
"268","chr7_112917880_112918806_Tead1","REST",11.6711028203783,"Tead1"
"269","chr9_63888889_63889700_Smad3","REST",17.3100256404803,"Smad3"
"270","chr12_27390107_27391008_Sox11","REST",14.2675683763304,"Sox11"
"271","chr16_50429729_50430509_Bbx","REST",11.180301312076,"Bbx"
"272","chr5_121853508_121854406_Cux2","REST",12.9697132397141,"Cux2"
"273","chr9_37255118_37255967_Pknox2","REST",14.2978979491101,"Pknox2"
"274","chr6_115134514_115135366_Pparg","REST",11.8740083256149,"Pparg"
"275","chr12_73113011_73113869_Six1","REST",10.6750818245771,"Six1"
"276","chr15_50974569_50975454_Trps1","REST",13.3468843474968,"Trps1"
"277","chr2_116066930_116067722_Meis2","REST",11.6940665473902,"Meis2"
"278","chr2_168836478_168837391_Nfatc2","REST",16.910873047547,"Nfatc2"
"279","chr2_168798869_168799800_Nfatc2","REST",10.6738335409299,"Nfatc2"
"280","chr12_85430179_85431006_Fos","REST",10.2705541991639,"Fos"
"281","chr12_85623461_85624336_Fos","REST",11.0263650681854,"Fos"
"282","chr12_85350442_85351338_Fos","REST",12.2835402462074,"Fos"
"283","chr16_30180515_30181440_Hes1","REST",12.696778260267,"Hes1"
"284","chr16_30282686_30283449_Hes1","REST",13.3727563820999,"Hes1"
"285","chr16_30308449_30309336_Hes1","REST",11.221198912404,"Hes1"
"286","chr16_30050564_30051492_Hes1","REST",10.0595228607879,"Hes1"
"287","chr19_28621360_28622273_Glis3","REST",10.784442998188,"Glis3"
"288","chr2_75772323_75773240_Nfe2l2","REST",11.8455369634266,"Nfe2l2"
"289","chr2_75869420_75870270_Nfe2l2","REST",10.2000482520969,"Nfe2l2"
"290","chr2_75802920_75803792_Nfe2l2","REST",11.6517802076948,"Nfe2l2"
"291","chr2_75642935_75643826_Nfe2l2","REST",11.6554542049819,"Nfe2l2"
"292","chr17_87473757_87474630_Epcam","REST",10.0781853201893,"Epcam"
"293","chr17_87798512_87799039_Epcam","REST",26.2015205410413,"Epcam"
"294","chr5_136566955_136567841_Cux1","REST",14.2004856857469,"Cux1"
"295","chr12_73113011_73113869_Six4","REST",10.6750818245771,"Six4"
"296","chr15_50889738_50890562_Trps1","REST",10.8472703288327,"Trps1"
"297","chr1_39317682_39318597_Npas2","RUNX1",13.3529548210111,"Npas2"
"298","chr1_51885277_51886203_Stat1","RUNX1",13.3428304830681,"Stat1"
"299","chr1_52066240_52067161_Stat1","RUNX1",13.426133180718,"Stat1"
"300","chr1_52075975_52076901_Stat1","RUNX1",14.4641487763749,"Stat1"
"301","chr1_52035065_52035981_Stat1","RUNX1",12.0590799010502,"Stat1"
"302","chr1_51969864_51970737_Stat1","RUNX1",13.1521669526761,"Stat1"
"303","chr10_42107235_42108102_Foxo3","RUNX1",11.7373977558125,"Foxo3"
"304","chr10_42293662_42294468_Foxo3","RUNX1",13.426133180718,"Foxo3"
"305","chr10_42269099_42269997_Foxo3","RUNX1",15.1400370987187,"Foxo3"
"306","chr12_35294416_35295333_Ahr","RUNX1",11.7602268121755,"Ahr"
"307","chr14_16512901_16513801_Rarb","RUNX1",12.636381378756,"Rarb"
"308","chr14_17658754_17659595_Thrb","RUNX1",12.5164581822132,"Thrb"
"309","chr15_37432167_37433070_Grhl2","RUNX1",12.8375910387929,"Grhl2"
"310","chr15_37312713_37313565_Grhl2","RUNX1",12.5635485931481,"Grhl2"
"311","chr15_37458962_37459839_Grhl2","RUNX1",13.765220119003,"Grhl2"
"312","chr15_37429055_37429958_Grhl2","RUNX1",11.897369590004,"Grhl2"
"313","chr16_92653842_92654548_Runx1","RUNX1",12.1210175965378,"Runx1"
"314","chr19_55758805_55759698_Tcf7l2","RUNX1",12.626257040813,"Tcf7l2"
"315","chr2_103140769_103141690_Ehf","RUNX1",14.4234636564637,"Ehf"
"316","chr2_103387822_103388621_Ehf","RUNX1",12.325069679337,"Ehf"
"317","chr2_103326793_103327691_Ehf","RUNX1",11.8619949234908,"Ehf"
"318","chr3_135527501_135528395_Nfkb1","RUNX1",13.765220119003,"Nfkb1"
"319","chr3_135594026_135594911_Nfkb1","RUNX1",12.6944026502279,"Nfkb1"
"320","chr3_135628476_135629356_Nfkb1","RUNX1",13.6944494973027,"Nfkb1"
"321","chr3_135731143_135732018_Nfkb1","RUNX1",14.1119436985829,"Nfkb1"
"322","chr4_82470275_82471067_Nfib","RUNX1",13.1741902804297,"Nfib"
"323","chr4_82516123_82517026_Nfib","RUNX1",12.352492955193,"Nfib"
"324","chr4_82510703_82511522_Nfib","RUNX1",14.3434190572381,"Nfib"
"325","chr4_82765405_82766299_Nfib","RUNX1",11.9600780376689,"Nfib"
"326","chr4_82471190_82471795_Nfib","RUNX1",13.625397221603,"Nfib"
"327","chr4_98003687_98004638_Nfia","RUNX1",12.8556979425307,"Nfia"
"328","chr4_97714290_97715186_Nfia","RUNX1",12.0590799010502,"Nfia"
"329","chr4_97841302_97842195_Nfia","RUNX1",12.7930073885043,"Nfia"
"330","chr4_154714834_154715748_Prdm16","RUNX1",12.0132038744861,"Prdm16"
"331","chr4_154496858_154497698_Prdm16","RUNX1",12.3824676736039,"Prdm16"
"332","chr5_77369055_77369962_Rest","RUNX1",11.6185833613773,"Rest"
"333","chr5_136458155_136459071_Cux1","RUNX1",13.378242363229,"Cux1"
"334","chr5_136402988_136403821_Cux1","RUNX1",11.9247033711557,"Cux1"
"335","chr6_72778755_72779645_Tcf7l1","RUNX1",12.0308486593693,"Tcf7l1"
"336","chr6_72641214_72642117_Tcf7l1","RUNX1",13.625397221603,"Tcf7l1"
"337","chr6_144647930_144648811_Sox5","RUNX1",12.7763985875797,"Sox5"
"338","chr7_112696933_112697821_Tead1","RUNX1",12.1391245002757,"Tead1"
"339","chr7_112917880_112918806_Tead1","RUNX1",14.4014403287101,"Tead1"
"340","chr7_112645545_112646455_Tead1","RUNX1",14.4861721041285,"Tead1"
"341","chr7_112471877_112472745_Tead1","RUNX1",12.5785683657459,"Tead1"
"342","chr8_84656569_84657470_Nfix","RUNX1",11.6438709035952,"Nfix"
"343","chr9_63715869_63716786_Smad3","RUNX1",13.5673759501311,"Smad3"
"344","chr9_63664701_63665626_Smad3","RUNX1",15.6251351823186,"Smad3"
"345","chr9_63721451_63722343_Smad3","RUNX1",11.8551286839722,"Smad3"
"346","chr1_64305223_64306120_Creb1","RUNX1",13.1521669526761,"Creb1"
