"","regulatory regions","TF motif","motif score","Target_gene"
"55","chr4_32365920_32366833_Bach2","RORA",13.3534883746271,"Bach2"
"56","chr4_32246564_32247450_Bach2","RORA",13.2510551470812,"Bach2"
"57","chr4_95076178_95076893_Jun","RORA",12.319827301541,"Jun"
"58","chr7_19316346_19317199_Fosb","RORA",15.6662721969137,"Fosb"
"59","chr8_84914956_84915833_Junb","RORA",12.6243023758145,"Junb"
"60","chr9_21021731_21022629_Icam1","RORA",12.3329244398505,"Icam1"
"61","chr9_20992954_20993843_Icam1","RORA",13.0380993765101,"Icam1"
"62","chr17_87609379_87610239_Epcam","RORA",12.2065170017175,"Epcam"
"63","chr17_87490136_87491034_Epcam","RORA",15.6662721969137,"Epcam"
"64","chr10_42134921_42135824_Foxo3","SOX9",12.6295537265993,"Foxo3"
"65","chr4_154496858_154497698_Prdm16","SOX9",11.927571957821,"Prdm16"
"66","chr5_77154662_77155534_Rest","SOX9",11.2500379186771,"Rest"
"67","chr6_72740374_72741224_Tcf7l1","SOX9",12.6295537265993,"Tcf7l1"
"68","chr12_73046310_73047228_Six4","SOX9",11.2336105980987,"Six4"
"69","chr16_50594630_50595552_Bbx","SOX9",11.2336105980987,"Bbx"
"70","chr9_72088958_72089884_Tcf12","SOX9",11.2500379186771,"Tcf12"
"71","chr12_73046310_73047228_Six1","SOX9",11.2336105980987,"Six1"
"72","chr4_32365920_32366833_Bach2","SOX9",12.6295537265993,"Bach2"
"73","chr17_87619736_87620641_Epcam","SOX9",13.1312241753663,"Epcam"
"74","chr1_85828734_85829649_Sp100","REST",6.67304630603253,"Sp100"
"75","chr12_35712342_35713257_Ahr","REST",16.5165560727522,"Ahr"
"76","chr14_16483689_16484535_Rarb","REST",10.0581940850845,"Rarb"
"77","chr16_92673920_92674806_Runx1","REST",7.96524815137175,"Runx1"
"78","chr4_98003687_98004638_Nfia","REST",8.31632227125933,"Nfia"
"79","chr5_77114662_77115556_Rest","REST",12.1570690912776,"Rest"
"80","chr6_72677053_72677985_Tcf7l1","REST",8.79490871245932,"Tcf7l1"
"81","chr6_72926572_72927473_Tcf7l1","REST",9.4635335450583,"Tcf7l1"
"82","chr7_112917880_112918806_Tead1","REST",11.6016529279771,"Tead1"
"83","chr9_63612505_63613394_Smad3","REST",6.96513846001546,"Smad3"
"84","chr12_73046310_73047228_Six4","REST",7.83078062844908,"Six4"
"85","chr19_41628947_41629794_Lcor","REST",8.68992868882047,"Lcor"
"86","chr5_121809416_121810283_Cux2","REST",7.4928815831235,"Cux2"
"87","chr5_121853508_121854406_Cux2","REST",13.0313063744775,"Cux2"
"88","chr9_37359292_37359984_Pknox2","REST",6.766329046369,"Pknox2"
"89","chr6_115134514_115135366_Pparg","REST",12.1105153169708,"Pparg"
"90","chr12_73046310_73047228_Six1","REST",7.83078062844908,"Six1"
"91","chr2_116066930_116067722_Meis2","REST",11.8803505087316,"Meis2"
"92","chr2_168836478_168837391_Nfatc2","REST",16.8281492928534,"Nfatc2"
"93","chr2_168737607_168738516_Nfatc2","REST",6.8064761667585,"Nfatc2"
"94","chr12_85540873_85541779_Fos","REST",7.54118942181722,"Fos"
"95","chr12_85623461_85624336_Fos","REST",10.8628213163418,"Fos"
"96","chr16_87725715_87726590_Bach1","REST",8.78471731242077,"Bach1"
"97","chr16_87784162_87785054_Bach1","REST",9.84508029999318,"Bach1"
"98","chr17_86525708_86526622_Epas1","REST",9.18085916997155,"Epas1"
"99","chr17_86964339_86965218_Epas1","REST",6.60225827928806,"Epas1"
"100","chr19_28621360_28622273_Glis3","REST",10.7825392406445,"Glis3"
"101","chr2_75772323_75773240_Nfe2l2","REST",11.8921163451817,"Nfe2l2"
"102","chr2_75776782_75777687_Nfe2l2","REST",8.90628070763641,"Nfe2l2"
"103","chr2_75869420_75870270_Nfe2l2","REST",10.2235596906991,"Nfe2l2"
"104","chr2_75768103_75768912_Nfe2l2","REST",7.03809419452272,"Nfe2l2"
"105","chr2_75621877_75622796_Nfe2l2","REST",8.94016879922121,"Nfe2l2"
"106","chr8_84743731_84744632_Junb","REST",9.82401231217769,"Junb"
"107","chr17_87609379_87610239_Epcam","REST",8.22309651165015,"Epcam"
"108","chr17_87797537_87798382_Epcam","REST",8.9305353415448,"Epcam"
"109","chr19_55741208_55742064_Tcf7l2","REST",6.79694869207377,"Tcf7l2"
"110","chr4_154636756_154637324_Prdm16","REST",7.70346881476174,"Prdm16"
"111","chr5_77265179_77265898_Rest","REST",8.84531973816447,"Rest"
"112","chr9_63757738_63758644_Smad3","REST",8.1732250283003,"Smad3"
"113","chr10_42107235_42108102_Foxo3","RUNX1",11.872822364318,"Foxo3"
"114","chr12_35294416_35295333_Ahr","RUNX1",11.8517805912531,"Ahr"
"115","chr15_37312713_37313565_Grhl2","RUNX1",12.6418285099334,"Grhl2"
"116","chr16_92653842_92654548_Runx1","RUNX1",12.1536867931793,"Runx1"
"117","chr2_103387822_103388621_Ehf","RUNX1",12.4281574299911,"Ehf"
"118","chr3_135527501_135528395_Nfkb1","RUNX1",13.8567738980806,"Nfkb1"
"119","chr3_135628476_135629356_Nfkb1","RUNX1",13.7946648288018,"Nfkb1"
"120","chr3_135731143_135732018_Nfkb1","RUNX1",14.1682882006542,"Nfkb1"
"121","chr4_98003687_98004638_Nfia","RUNX1",12.9103025538861,"Nfia"
"122","chr4_97714290_97715186_Nfia","RUNX1",12.1269583746979,"Nfia"
"123","chr4_154714834_154715748_Prdm16","RUNX1",12.1134192059853,"Prdm16"
"124","chr4_154496858_154497698_Prdm16","RUNX1",12.5311661444017,"Prdm16"
"125","chr6_72778755_72779645_Tcf7l1","RUNX1",12.1576117154531,"Tcf7l1"
"126","chr6_72641214_72642117_Tcf7l1","RUNX1",13.6800018329584,"Tcf7l1"
"127","chr7_112696933_112697821_Tead1","RUNX1",12.1585198346248,"Tead1"
"128","chr7_112917880_112918806_Tead1","RUNX1",14.5368649372155,"Tead1"
"129","chr8_84656569_84657470_Nfix","RUNX1",11.8277786513993,"Nfix"
"130","chr9_63715869_63716786_Smad3","RUNX1",13.6000451467726,"Smad3"
"131","chr12_73098267_73099194_Six4","RUNX1",14.9516323798424,"Six4"
"132","chr19_41495286_41496179_Lcor","RUNX1",14.5643641078741,"Lcor"
"133","chr5_122280677_122281225_Cux2","RUNX1",12.832743089651,"Cux2"
"134","chr5_121809416_121810283_Cux2","RUNX1",14.9516323798424,"Cux2"
"135","chr5_121853508_121854406_Cux2","RUNX1",12.5236066243286,"Cux2"
"136","chr5_122026506_122027336_Cux2","RUNX1",12.2081673994811,"Cux2"
"137","chr9_49796604_49797425_Ncam1","RUNX1",13.2209087372881,"Ncam1"
"138","chr1_168583880_168584796_Pbx1","RUNX1",11.7478219652135,"Pbx1"
"139","chr12_73098267_73099194_Six1","RUNX1",14.9516323798424,"Six1"
"140","chr2_33875080_33875948_Lmx1b","RUNX1",12.6035633105145,"Lmx1b"
"141","chr2_168836478_168837391_Nfatc2","RUNX1",12.832743089651,"Nfatc2"
"142","chr10_128204302_128205046_Stat2","RUNX1",13.3896863069208,"Stat2"
"143","chr12_85684283_85685151_Fos","RUNX1",13.1533864050783,"Fos"
"144","chr12_85540873_85541779_Fos","RUNX1",12.3695804207651,"Fos"
"145","chr16_29945738_29946668_Hes1","RUNX1",12.1404006416286,"Hes1"
"146","chr16_30060160_30061037_Hes1","RUNX1",12.1195045860282,"Hes1"
"147","chr16_87784162_87785054_Bach1","RUNX1",12.3119954458795,"Bach1"
"148","chr17_86731819_86732726_Epas1","RUNX1",12.7852452390608,"Epas1"
"149","chr19_28827509_28828404_Glis3","RUNX1",11.8105306088459,"Glis3"
"150","chr4_32387535_32388474_Bach2","RUNX1",13.252470197215,"Bach2"
"151","chr4_32179519_32180418_Bach2","RUNX1",11.8517805912531,"Bach2"
"152","chr4_95075375_95076055_Jun","RUNX1",11.7928656781321,"Jun"
"153","chr4_95143403_95144287_Jun","RUNX1",13.5269408340268,"Jun"
"154","chr7_19316346_19317199_Fosb","RUNX1",11.9008829641451,"Fosb"
"155","chr9_21021731_21022629_Icam1","RUNX1",14.2482448868401,"Icam1"
"156","chr2_116065357_116066261_Meis2","RUNX1",12.8377027545881,"Meis2"
"157","chr1_85810513_85811366_Sp100","NFATC2",12.3905827067787,"Sp100"
"158","chr1_85828734_85829649_Sp100","NFATC2",12.3905827067787,"Sp100"
"159","chr12_35712342_35713257_Ahr","NFATC2",12.3905827067787,"Ahr"
"160","chr12_35294416_35295333_Ahr","NFATC2",12.3905827067787,"Ahr"
"161","chr12_35291592_35292512_Ahr","NFATC2",12.3905827067787,"Ahr"
"162","chr15_37040885_37041810_Grhl2","NFATC2",12.3905827067787,"Grhl2"
"163","chr15_37312713_37313565_Grhl2","NFATC2",12.3905827067787,"Grhl2"
"164","chr16_92673920_92674806_Runx1","NFATC2",12.3905827067787,"Runx1"
"165","chr16_92653842_92654548_Runx1","NFATC2",12.3905827067787,"Runx1"
"166","chr2_103387822_103388621_Ehf","NFATC2",12.3905827067787,"Ehf"
"167","chr2_103258930_103259848_Ehf","NFATC2",12.3905827067787,"Ehf"
"168","chr4_97703891_97704741_Nfia","NFATC2",12.3905827067787,"Nfia"
"169","chr4_97714290_97715186_Nfia","NFATC2",12.3905827067787,"Nfia"
"170","chr5_77154662_77155534_Rest","NFATC2",12.3905827067787,"Rest"
"171","chr5_136382360_136383236_Cux1","NFATC2",12.3905827067787,"Cux1"
"172","chr6_72736650_72737562_Tcf7l1","NFATC2",12.3905827067787,"Tcf7l1"
"173","chr6_72653186_72654083_Tcf7l1","NFATC2",12.3905827067787,"Tcf7l1"
"174","chr7_112917880_112918806_Tead1","NFATC2",12.3905827067787,"Tead1"
"175","chr8_84698613_84699509_Nfix","NFATC2",12.3905827067787,"Nfix"
"176","chr9_63698498_63699390_Smad3","NFATC2",12.3905827067787,"Smad3"
"177","chr9_63715869_63716786_Smad3","NFATC2",12.3905827067787,"Smad3"
"178","chr12_73098267_73099194_Six4","NFATC2",12.3905827067787,"Six4"
"179","chr16_42674717_42675629_Zbtb20","NFATC2",12.3905827067787,"Zbtb20"
"180","chr19_41495286_41496179_Lcor","NFATC2",12.3905827067787,"Lcor"
"181","chr5_122287913_122288777_Cux2","NFATC2",12.3905827067787,"Cux2"
"182","chr9_72088958_72089884_Tcf12","NFATC2",12.3905827067787,"Tcf12"
"183","chr12_73764430_73765313_Hif1a","NFATC2",12.3905827067787,"Hif1a"
"184","chr6_115127038_115127949_Pparg","NFATC2",12.3905827067787,"Pparg"
"185","chr9_32449806_32450701_Ets1","NFATC2",12.3905827067787,"Ets1"
"186","chr9_44914472_44915382_Kmt2a","NFATC2",12.3905827067787,"Kmt2a"
"187","chr12_73098267_73099194_Six1","NFATC2",12.3905827067787,"Six1"
"188","chr18_35021905_35022746_Egr1","NFATC2",12.3905827067787,"Egr1"
"189","chr2_33874109_33874942_Lmx1b","NFATC2",12.3905827067787,"Lmx1b"
"190","chr3_99402171_99403093_Tbx15","NFATC2",12.3905827067787,"Tbx15"
"191","chr12_85623461_85624336_Fos","NFATC2",12.3905827067787,"Fos"
"192","chr16_29945738_29946668_Hes1","NFATC2",12.3905827067787,"Hes1"
"193","chr16_30058944_30059703_Hes1","NFATC2",12.3905827067787,"Hes1"
"194","chr19_28621360_28622273_Glis3","NFATC2",12.3905827067787,"Glis3"
"195","chr4_32387535_32388474_Bach2","NFATC2",12.3905827067787,"Bach2"
"196","chr7_19282250_19283088_Fosb","NFATC2",12.3905827067787,"Fosb"
"197","chr8_84770305_84771226_Junb","NFATC2",12.3905827067787,"Junb"
"198","chr14_16575094_16575982_Rarb","NFATC2",12.3905827067787,"Rarb"
"199","chr1_190170249_190171137_Prox1","NFATC2",12.3905827067787,"Prox1"
"200","chr17_86753194_86754013_Epas1","NFATC2",12.3905827067787,"Epas1"
"201","chr10_42107235_42108102_Foxo3","FOS",15.1451519254974,"Foxo3"
"202","chr10_42088784_42089626_Foxo3","FOS",11.8325122586505,"Foxo3"
"203","chr12_35291592_35292512_Ahr","FOS",15.1225685016477,"Ahr"
"204","chr16_92673920_92674806_Runx1","FOS",11.7722158896183,"Runx1"
"205","chr16_92653842_92654548_Runx1","FOS",12.2459189275595,"Runx1"
"206","chr2_103238780_103239671_Ehf","FOS",14.8780453516145,"Ehf"
"207","chr3_135521727_135522633_Nfkb1","FOS",14.5375840072005,"Nfkb1"
"208","chr3_135527501_135528395_Nfkb1","FOS",15.4569654312043,"Nfkb1"
"209","chr3_135731143_135732018_Nfkb1","FOS",15.0590968798314,"Nfkb1"
"210","chr5_77383954_77384814_Rest","FOS",13.447689955863,"Rest"
"211","chr6_72926572_72927473_Tcf7l1","FOS",13.9897346360493,"Tcf7l1"
"212","chr7_112696933_112697821_Tead1","FOS",15.1367927814477,"Tead1"
"213","chr10_87417468_87418381_Ascl1","FOS",12.8687698762732,"Ascl1"
"214","chr16_42674717_42675629_Zbtb20","FOS",14.9072880072322,"Zbtb20"
"215","chr16_42745928_42746804_Zbtb20","FOS",15.8492528550857,"Zbtb20"
"216","chr16_50594630_50595552_Bbx","FOS",14.8780453516145,"Bbx"
"217","chr16_50673146_50674060_Bbx","FOS",14.8780453516145,"Bbx"
"218","chr19_41495286_41496179_Lcor","FOS",13.6350490118352,"Lcor"
"219","chr5_122287913_122288777_Cux2","FOS",15.3693863808731,"Cux2"
"220","chr5_122268894_122269786_Cux2","FOS",15.2833313352071,"Cux2"
"221","chr9_72088958_72089884_Tcf12","FOS",11.816899018947,"Tcf12"
"222","chr1_168583880_168584796_Pbx1","FOS",13.3882311326098,"Pbx1"
"223","chr8_76912568_76913416_Nr3c2","FOS",13.6835022578339,"Nr3c2"
"224","chr9_32708172_32708971_Ets1","FOS",13.8645537860508,"Ets1"
"225","chr9_45042191_45043008_Kmt2a","FOS",12.663841508364,"Kmt2a"
"226","chr18_35021905_35022746_Egr1","FOS",11.8325122586505,"Egr1"
"227","chr2_33582329_33583245_Lmx1b","FOS",14.19587849432,"Lmx1b"
"228","chr2_168737607_168738516_Nfatc2","FOS",13.5098681618367,"Nfatc2"
"229","chr16_87602542_87603436_Bach1","FOS",15.2833313352071,"Bach1"
"230","chr19_28621360_28622273_Glis3","FOS",15.1367927814477,"Glis3"
"231","chr2_75621877_75622796_Nfe2l2","FOS",14.7821071572336,"Nfe2l2"
"232","chr4_32365920_32366833_Bach2","FOS",13.7987874350422,"Bach2"
"233","chr4_32179519_32180418_Bach2","FOS",15.3277399824548,"Bach2"
"234","chr4_95143403_95144287_Jun","FOS",14.6960521115676,"Jun"
"235","chr7_19316346_19317199_Fosb","FOS",13.4441018108281,"Fosb"
"236","chr17_87609379_87610239_Epcam","FOS",15.4772541258618,"Epcam"
"237","chr1_39313434_39314370_Npas2","JUN",10.9679627351919,"Npas2"
"238","chr10_42134921_42135824_Foxo3","JUN",10.8929725101286,"Foxo3"
"239","chr10_42088784_42089626_Foxo3","JUN",14.5967438339695,"Foxo3"
"240","chr14_16483689_16484535_Rarb","JUN",10.7919405913631,"Rarb"
"241","chr2_103238780_103239671_Ehf","JUN",12.5106185042558,"Ehf"
"242","chr3_135516553_135517335_Nfkb1","JUN",16.6198389100808,"Nfkb1"
"243","chr5_77129973_77130836_Rest","JUN",13.3338062893817,"Rest"
"244","chr5_136608545_136609459_Cux1","JUN",12.0020981026922,"Cux1"
"245","chr5_136382360_136383236_Cux1","JUN",13.18912259099,"Cux1"
"246","chr5_136445722_136446635_Cux1","JUN",11.6193474399555,"Cux1"
"247","chr6_72641214_72642117_Tcf7l1","JUN",12.1904039720318,"Tcf7l1"
"248","chr6_144620882_144621778_Sox5","JUN",12.5338539954202,"Sox5"
"249","chr6_144919469_144920366_Sox5","JUN",15.149159316889,"Sox5"
"250","chr7_112917880_112918806_Tead1","JUN",11.0643597481599,"Tead1"
"251","chr10_87417468_87418381_Ascl1","JUN",11.6534643544563,"Ascl1"
"252","chr16_42745928_42746804_Zbtb20","JUN",14.9891053055984,"Zbtb20"
"253","chr16_50673146_50674060_Bbx","JUN",13.9678276342825,"Bbx"
"254","chr12_73764430_73765313_Hif1a","JUN",11.2653335772991,"Hif1a"
"255","chr6_115127038_115127949_Pparg","JUN",12.6509721063236,"Pparg"
"256","chr9_44691638_44692527_Kmt2a","JUN",11.7546121044382,"Kmt2a"
"257","chr12_72820728_72821644_Six1","JUN",12.4177075599959,"Six1"
"258","chr2_168737607_168738516_Nfatc2","JUN",14.0996086470968,"Nfatc2"
"259","chr12_85540873_85541779_Fos","JUN",11.5220449830441,"Fos"
"260","chr12_85623461_85624336_Fos","JUN",11.4943588950068,"Fos"
"261","chr16_87784162_87785054_Bach1","JUN",13.4399725528357,"Bach1"
"262","chr17_86964339_86965218_Epas1","JUN",16.6035631596347,"Epas1"
"263","chr2_75763011_75763925_Nfe2l2","JUN",12.4182635237285,"Nfe2l2"
"264","chr17_87619736_87620641_Epcam","JUN",16.381150253914,"Epcam"
"265","chr14_16575094_16575982_Rarb","JUN",12.4712968338102,"Rarb"
"266","chr12_27342511_27343434_Sox11","JUN",13.6913400062863,"Sox11"
"267","chr10_42088784_42089626_Foxo3","TCF7L2",13.5017430594684,"Foxo3"
"268","chr10_42089864_42090505_Foxo3","TCF7L2",11.510542716174,"Foxo3"
"269","chr12_35294416_35295333_Ahr","TCF7L2",11.5183472483576,"Ahr"
"270","chr12_35291592_35292512_Ahr","TCF7L2",11.626700036437,"Ahr"
"271","chr14_16515605_16516544_Rarb","TCF7L2",17.0059232070354,"Rarb"
"272","chr15_36993232_36994148_Grhl2","TCF7L2",12.3109223635427,"Grhl2"
"273","chr16_92656525_92657434_Runx1","TCF7L2",13.2349883643991,"Runx1"
"274","chr16_92616619_92617511_Runx1","TCF7L2",11.5782062838397,"Runx1"
"275","chr2_103209362_103210278_Ehf","TCF7L2",13.4102434906024,"Ehf"
"276","chr2_103387822_103388621_Ehf","TCF7L2",11.7977179249462,"Ehf"
"277","chr2_103238780_103239671_Ehf","TCF7L2",12.0696527546389,"Ehf"
"278","chr5_77383954_77384814_Rest","TCF7L2",13.9316393379882,"Rest"
"279","chr5_136445722_136446635_Cux1","TCF7L2",14.1444517887606,"Cux1"
"280","chr6_144919469_144920366_Sox5","TCF7L2",12.6949562344513,"Sox5"
"281","chr7_112826042_112826950_Tead1","TCF7L2",14.3366608083956,"Tead1"
"282","chr7_112696933_112697821_Tead1","TCF7L2",11.9798943927159,"Tead1"
"283","chr8_84698613_84699509_Nfix","TCF7L2",11.826769143844,"Nfix"
"284","chr8_84656569_84657470_Nfix","TCF7L2",15.7070750172467,"Nfix"
"285","chr9_63968292_63969164_Smad3","TCF7L2",11.387315321531,"Smad3"
"286","chr16_42674717_42675629_Zbtb20","TCF7L2",13.0772760289904,"Zbtb20"
"287","chr5_122287913_122288777_Cux2","TCF7L2",14.3055647926926,"Cux2"
"288","chr5_121853508_121854406_Cux2","TCF7L2",13.9551886715033,"Cux2"
"289","chr9_37359292_37359984_Pknox2","TCF7L2",13.3821295385769,"Pknox2"
"290","chr8_76912568_76913416_Nr3c2","TCF7L2",12.5439584256549,"Nr3c2"
"291","chr16_87725715_87726590_Bach1","TCF7L2",15.1246857050142,"Bach1"
"292","chr16_87784162_87785054_Bach1","TCF7L2",12.7418344699359,"Bach1"
"293","chr19_28850224_28851133_Glis3","TCF7L2",12.8051318182842,"Glis3"
"294","chr19_28827509_28828404_Glis3","TCF7L2",12.5952210292273,"Glis3"
"295","chr2_75776782_75777687_Nfe2l2","TCF7L2",14.0056809058684,"Nfe2l2"
"296","chr9_20992954_20993843_Icam1","TCF7L2",14.1317575091877,"Icam1"
"297","chr19_55741208_55742064_Tcf7l2","TCF7L2",14.1040132467902,"Tcf7l2"
"298","chr2_116065357_116066261_Meis2","TCF7L2",11.517064800156,"Meis2"
"299","chr1_85828734_85829649_Sp100","STAT1",11.8734061375268,"Sp100"
"300","chr10_42088784_42089626_Foxo3","STAT1",13.3092431441088,"Foxo3"
"301","chr10_42089864_42090505_Foxo3","STAT1",13.8393185383656,"Foxo3"
"302","chr12_35294416_35295333_Ahr","STAT1",11.8773312222548,"Ahr"
"303","chr12_35291592_35292512_Ahr","STAT1",11.9173807814846,"Ahr"
"304","chr14_16515605_16516544_Rarb","STAT1",13.9613087961702,"Rarb"
"305","chr16_92673920_92674806_Runx1","STAT1",17.1244739297479,"Runx1"
"306","chr16_92656525_92657434_Runx1","STAT1",10.9345925101293,"Runx1"
"307","chr2_103325053_103325954_Ehf","STAT1",10.8167950379483,"Ehf"
"308","chr3_135628476_135629356_Nfkb1","STAT1",13.5144638444291,"Nfkb1"
"309","chr4_82915249_82916134_Nfib","STAT1",15.7933858497223,"Nfib"
"310","chr4_98003687_98004638_Nfia","STAT1",12.140566101606,"Nfia"
"311","chr4_97703891_97704741_Nfia","STAT1",15.0790515585201,"Nfia"
"312","chr5_77383954_77384814_Rest","STAT1",12.3639579549584,"Rest"
"313","chr7_112917880_112918806_Tead1","STAT1",11.1706213454353,"Tead1"
"314","chr8_84656569_84657470_Nfix","STAT1",13.384975787065,"Nfix"
"315","chr9_63968292_63969164_Smad3","STAT1",13.9733706018417,"Smad3"
"316","chr10_87271895_87272811_Ascl1","STAT1",16.4101396385457,"Ascl1"
"317","chr19_41628947_41629794_Lcor","STAT1",13.3092431441088,"Lcor"
"318","chr9_37359292_37359984_Pknox2","STAT1",11.4599616755711,"Pknox2"
"319","chr6_115127038_115127949_Pparg","STAT1",12.022768629425,"Pparg"
"320","chr9_45042191_45043008_Kmt2a","STAT1",14.6174223751105,"Kmt2a"
"321","chr2_33874109_33874942_Lmx1b","STAT1",15.1118146856409,"Lmx1b"
"322","chr2_116066930_116067722_Meis2","STAT1",12.1924966833158,"Meis2"
"323","chr16_30008537_30009411_Hes1","STAT1",17.5788166810485,"Hes1"
"324","chr16_87602542_87603436_Bach1","STAT1",13.0093200529087,"Bach1"
"325","chr17_86731819_86732726_Epas1","STAT1",15.8379994150641,"Epas1"
"326","chr7_19316346_19317199_Fosb","STAT1",13.384975787065,"Fosb"
"327","chr8_84770305_84771226_Junb","STAT1",10.9345925101293,"Junb"
"328","chr17_87797537_87798382_Epcam","STAT1",15.1118146856409,"Epcam"
"329","chr17_87619736_87620641_Epcam","STAT1",15.1163786917529,"Epcam"
"330","chr9_21015427_21016242_Icam1","STAT1",17.5788166810485,"Icam1"
"331","chr1_85810513_85811366_Sp100","FOXO3",11.6344767109004,"Sp100"
"332","chr10_42251011_42251888_Foxo3","FOXO3",14.7232281712788,"Foxo3"
"333","chr12_35294416_35295333_Ahr","FOXO3",11.6344767109004,"Ahr"
"334","chr15_37040885_37041810_Grhl2","FOXO3",11.6344767109004,"Grhl2"
"335","chr3_135527501_135528395_Nfkb1","FOXO3",14.7232281712788,"Nfkb1"
"336","chr4_154714834_154715748_Prdm16","FOXO3",11.6344767109004,"Prdm16"
"337","chr6_72740374_72741224_Tcf7l1","FOXO3",14.188094418302,"Tcf7l1"
"338","chr6_72778755_72779645_Tcf7l1","FOXO3",14.7232281712788,"Tcf7l1"
"339","chr9_63698498_63699390_Smad3","FOXO3",14.188094418302,"Smad3"
"340","chr16_50673146_50674060_Bbx","FOXO3",11.6344767109004,"Bbx"
"341","chr19_41495286_41496179_Lcor","FOXO3",11.6344767109004,"Lcor"
"342","chr5_121853508_121854406_Cux2","FOXO3",14.7232281712788,"Cux2"
