Cell,class
RU1293A_199823176355229,RU1293
RU1293A_230609233766134,RU1293
RU1066_226343123536172,RU1066
RU1080C_120718468738460,RU1080
RU1066_126765621528419,RU1066
RU1145_166332095151414,RU1145
RU1108a_Bambanker_166400385271581,RU1108
RU1066_227305214327596,RU1066
RU1231A_125247377324843,RU1231
RU1293A_120703455194037,RU1293
RU1144_LN_205922688457564,RU1144
RU1293A_227357156916059,RU1293
RU1215_236845392416053,RU1215
RU1215_134385041794869,RU1215
RU1322A_LN_130132653587244,RU1322
RU1108a_Bambanker_Frozen_240617688558302,RU1108
RU1181C_206061347728668,RU1181
RU1145_157140462300020,RU1145
RU1229A_Frozen_239458986900830,RU1229
RU1080C_170740629326260,RU1080
RU1231A_227915456998125,RU1231
RU1293A_192118694787828,RU1293
RU1231A_134376349416795,RU1231
RU1293A_133921869774180,RU1293
RU1108a_Bambanker_131217401531163,RU1108
RU1066_239946748249963,RU1066
RU1215_240633674881885,RU1215
RU1145_231291315698526,RU1145
RU1231A_231349329544989,RU1231
RU1229A_Frozen_134513520130804,RU1229
RU1293A_196095789132646,RU1293
RU1215_196592931551669,RU1215
RU1229A_Frozen_197074416417204,RU1229
RU1181C_129567952923379,RU1181
RU1231A_161326283286372,RU1231
RU1215_231161155672372,RU1215
RU1322A_LN_204359574665452,RU1322
RU1080C_126681628727134,RU1080
RU1080C_133846975789853,RU1080
RU1066_241057700140893,RU1066
RU1080C_240559720974574,RU1080
RU1231A_134393261046493,RU1231
RU1145_161889610021686,RU1145
RU1145_240094687456478,RU1145
RU1181B_196166655338931,RU1181
RU779D_241054849649590,RU779
RU1065C_196046442641843,RU1065
RU1108a_Bambanker_Frozen_226953383569267,RU1108
RU1144_T_161340108228917,RU1144
PleuralEffusion_126149071650094,PleuralEffusion
RU1322A_LN_129515623135966,RU1322
RU1293A_235688990468459,RU1293
RU1231A_169220299680180,RU1231
RU1293A_239396858748260,RU1293
RU1145_239382644053924,RU1145
RU1108a_Bambanker_Frozen_235695804177716,RU1108
RU1108a_Bambanker_166469284514220,RU1108
RU1108a_Bambanker_235601998767988,RU1108
RU1215_169245935057260,RU1215
RU1229A_Frozen_135022696357173,RU1229
RU1108a_Bambanker_Frozen_134041189444404,RU1108
RU1293A_122307579623270,RU1293
RU1145_231907656088502,RU1145
RU1144_T_170198343989037,RU1144
RU1322A_LN_191166508322142,RU1322
RU1108a_RPMI_196527701253532,RU1108
RU1215_191622876120812,RU1215
RU1108a_Bambanker_Frozen_157684151242150,RU1108
RU426B_134530833959660,RU426
RU1215_126836636870492,RU1215
RU1215_130134903830900,RU1215
RU1181C_170869460155126,RU1181
RU1181B_192120140032372,RU1181
RU1293A_134447990270380,RU1293
RU1108a_Bambanker_Frozen_235070737771300,RU1108
RU1145_200561495496486,RU1145
RU1124A_LN_122369634426077,RU1124
PleuralEffusion_235069798038316,PleuralEffusion
RU1066_169014006339820,RU1066
RU1215_170113814416091,RU1215
RU1124A_LN_156600492538277,RU1124
RU1293A_228049567041435,RU1293
RU1066_170798579857260,RU1066
RU1231A_122427435539741,RU1231
RU1144_LN_130194213586795,RU1144
RU1181C_191689569548723,RU1181
RU1231A_135135350351707,RU1231
RU1066_200974093466918,RU1066
RU1322A_LN_231840681748790,RU1322
RU1293A_230748973611420,RU1293
RU1215_122506907905324,RU1215
RU1231A_204842772842908,RU1231
RU1231A_204882398263213,RU1231
RU1293A_239589205141219,RU1293
RU1322A_LN_161326298458412,RU1322
RU1181C_191227458406316,RU1181
RU1229A_Frozen_191072033463539,RU1229
RU1293A_135143001550236,RU1293
RU1293A_125236612610974,RU1293
RU1108a_Bambanker_204959708035811,RU1108
RU1215_160218181974749,RU1215
RU1124A_LN_165729296602997,RU1124
RU1181B_192110461603166,RU1181
RU1145_129978390755101,RU1145
RU1322A_LN_232313261840749,RU1322
RU1215_135503625796013,RU1215
RU1215_231684156640102,RU1215
RU1066_169727151782620,RU1066
RU1229A_Frozen_227853850859436,RU1229
RU1293A_133828588226284,RU1293
RU1144_LN_157690371435307,RU1144
RU1108a_Bambanker_Frozen_120786785294572,RU1108
RU1215_161529235884766,RU1215
RU1066_191226664860981,RU1066
RU1231A_161317559155940,RU1231
RU1215_121886418524445,RU1215
RU426B_126700272367852,RU426
RU1181C_121887370984803,RU1181
RU1145_195625758641572,RU1145
RU1145_191774157887725,RU1145
RU1229A_Frozen_230809071410013,RU1229
RU1145_164698952742813,RU1145
RU1215_170181056706798,RU1215
RU1293A_196087348115245,RU1293
RU1293A_232389350713715,RU1293
RU1108a_Bambanker_Frozen_170343460191515,RU1108
RU1293A_240482277604589,RU1293
RU1231A_121812477238621,RU1231
RU1144_LN_235548418627435,RU1144
RU1145_131097928264611,RU1145
RU1231A_156022966204654,RU1231
RU1322A_LN_125720916351708,RU1322
RU1215_200994199096540,RU1215
RU1229A_Frozen_196114223163172,RU1229
RU1231A_125798226548582,RU1231
RU1066_192121064569764,RU1066
RU1145_196174305945822,RU1145
RU1124A_LN_130132653501228,RU1124
RU1152_135546843871453,RU1152
RU1080C_239595634449246,RU1080
RU1152_126224470034675,RU1152
RU1066_170798611552541,RU1066
RU1293A_230612589034931,RU1293
RU1181B_227494295943990,RU1181
RU1152_227312730565995,RU1152
RU1229A_Frozen_161384131417899,RU1229
RU1145_157140434933555,RU1145
RU1293A_231906467278046,RU1293
RU1066_241106421201843,RU1066
RU1293A_230601838712755,RU1293
RU1152_165849601628004,RU1152
RU1108a_Bambanker_236177543355702,RU1108
RU1144_LN_160996510877550,RU1144
RU1293A_165849601530716,RU1293
RU1181C_135501362947942,RU1181
RU1181B_134377511533854,RU1181
RU1322A_LN_239956412550571,RU1322
RU1293A_196115545906422,RU1293
RU1231A_239596337580780,RU1231
RU426B_162080050040243,RU426
RU1145_129457492510955,RU1145
RU1181C_169156948999516,RU1181
RU1231A_130003757914982,RU1231
RU1145_192317694265693,RU1145
RU1231A_126680956884774,RU1231
RU1080C_206068851271990,RU1080
RU1293A_200570473442550,RU1293
RU1152_199877507012917,RU1152
RU1108a_Bambanker_166351395220323,RU1108
RU1215_134405294319973,RU1215
RU1108a_Bambanker_Frozen_235533386606437,RU1108
RU1229A_Frozen_134540466211756,RU1229
RU1145_134600595499748,RU1145
RU1231A_160361944304566,RU1231
RU1152_165173278128045,RU1152
RU1108a_Bambanker_Frozen_231270780717862,RU1108
RU1108a_Bambanker_204882379426548,RU1108
RU1181C_161943431048556,RU1181
RU1108a_RPMI_134041162172845,RU1108
RU1293A_164698921818851,RU1293
RU1108a_Bambanker_Frozen_204358246619996,RU1108
RU1181B_241054862982068,RU1181
RU1181B_226942290381534,RU1181
RU1181B_170797760465691,RU1181
RU1152_191553082607853,RU1152
RU1215_170328400522652,RU1215
RU1293A_204292748590006,RU1293
RU1080C_165309463509860,RU1080
RU1145_165385725922021,RU1145
RU1293A_131164500052316,RU1293
RU1195A_129586368273654,RU1195
RU1108a_Bambanker_Frozen_126707787741548,RU1108
RU426B_201587038305118,RU426
RU1231A_200494264838363,RU1231
RU1215_200967489804533,RU1215
RU1108a_Bambanker_Frozen_201585877245158,RU1108
RU1145_196163851991468,RU1145
RU1124A_LN_227501958716317,RU1124
RU1181C_161943417177899,RU1181
RU1293A_169014006762348,RU1293
RU1144_T_131089728714678,RU1144
RU1108a_RPMI_169793543399149,RU1108
RU426B_239956411772206,RU426
RU1108a_Bambanker_192306956950301,RU1108
RU1322A_LN_231703483472179,RU1322
RU1108a_Bambanker_204756724332790,RU1108
RU1108a_RPMI_236176853915557,RU1108
RU426B_196104809008499,RU426
RU1231A_126760266878308,RU1231
RU1080C_169021703150515,RU1080
RU1145_226829546739612,RU1145
RU1066_239932687439580,RU1066
RU1215_165190305467318,RU1215
RU1215_164693538170652,RU1215
RU1108a_Bambanker_Frozen_130194240915868,RU1108
RU1108a_RPMI_191215677921517,RU1108
RU1108a_Bambanker_125239745993643,RU1108
RU1108a_Bambanker_Frozen_160440071346460,RU1108
RU1108a_RPMI_134472851938219,RU1108
RU1124A_LN_156994689223518,RU1124
RU1144_LN_227493073276331,RU1144
RU1108a_Bambanker_Frozen_120864470907246,RU1108
RU1229A_Frozen_157053745514924,RU1229
RU1152_169079788222836,RU1152
RU1231A_129455076035420,RU1231
RU1229A_Frozen_135621992958372,RU1229
RU1108a_RPMI_164631932422950,RU1108
RU1080C_121405247974307,RU1080
RU1229A_Frozen_169082606774558,RU1229
RU1293A_165310939449779,RU1293
RU1293A_231840653950260,RU1293
RU1322A_LN_241184517319412,RU1322
RU1229A_Frozen_200923761534893,RU1229
RU1231A_192859711650149,RU1231
RU1293A_165714263722718,RU1293
RU1229A_Frozen_204763059645731,RU1229
RU1293A_228049586375923,RU1293
RU1144_LN_230654437668589,RU1144
RU1231A_122283734744364,RU1231
RU1108a_Bambanker_191691433600931,RU1108
RU1322A_LN_169580969740061,RU1322
RU1293A_226970322492707,RU1293
RU1229A_Frozen_191648484256989,RU1229
RU1322A_LN_157053757898101,RU1322
RU1293A_160920052546341,RU1293
RU1231A_169768862010603,RU1231
RU1231A_191088273803061,RU1231
PleuralEffusion_200363939322269,PleuralEffusion
RU1108a_Bambanker_Frozen_235129955535661,RU1108
RU1293A_191648483925406,RU1293
RU1108a_RPMI_232321065281396,RU1108
RU1231A_165380357208365,RU1231
RU1108a_Bambanker_Frozen_200426592521516,RU1108
RU1108a_Bambanker_Frozen_240617688525731,RU1108
RU1080C_235067409382645,RU1080
RU1080C_161452731775276,RU1080
RU1231A_157491682753261,RU1231
RU1108a_Bambanker_Frozen_120786773006124,RU1108
RU1181B_135504967624486,RU1181
RU1293A_226970309647651,RU1293
RU1181B_205990587915563,RU1181
RU1229A_Frozen_195402151181110,RU1229
RU1293A_135562654079718,RU1293
RU1108a_Bambanker_126886700272365,RU1108
RU1181C_191020359891366,RU1181
RU1215_204840369573163,RU1215
RU1108a_RPMI_165945520830901,RU1108
RU1181C_235060851850075,RU1181
RU1181C_164642044365548,RU1181
RU1144_LN_200348209396638,RU1144
RU1215_135501343287597,RU1215
RU1293A_155914236775332,RU1293
RU1322A_LN_227983014423324,RU1322
RU1293A_157673038690214,RU1293
RU1108a_Bambanker_Frozen_196638189771043,RU1108
RU1108a_Bambanker_Frozen_133895313607925,RU1108
RU1152_135143806621533,RU1152
RU1124A_LN_239517117831916,RU1124
RU1231A_130187816777957,RU1231
RU1231A_226394635098334,RU1231
RU1144_LN_201114484955422,RU1144
RU1293A_161943462996830,RU1293
RU1322A_LN_206068882814894,RU1322
RU1108a_Bambanker_Frozen_201670702806956,RU1108
RU1311A_T_1_192650300221292,RU1311
RU1181B_156039849858853,RU1181
RU1108a_Bambanker_Frozen_197145252280163,RU1108
RU1181B_129457538124571,RU1181
RU1322A_LN_197211721447261,RU1322
RU1229A_Frozen_192247812214196,RU1229
RU1080C_195486064994149,RU1080
RU1108a_Bambanker_Frozen_240094641769307,RU1108
RU1144_T_162078888151923,RU1144
RU1181C_232250958003509,RU1181
RU1145_195615853234021,RU1145
RU1108a_Bambanker_Frozen_204427085670302,RU1108
RU1124A_LN_231289973763483,RU1124
RU1144_LN_155972653139869,RU1144
RU1181B_165808902138787,RU1181
RU1066_125197064517478,RU1066
RU1181C_204773010827163,RU1181
RU1231A_192101764938038,RU1231
RU1215_200493076498790,RU1215
RU1080C_192667779774693,RU1080
RU1066_161864228648862,RU1066
RU1181C_165191500582244,RU1181
RU1108a_RPMI_230807875766069,RU1108
RU1322A_LN_236701751895901,RU1322
RU1144_LN_166400399924638,RU1144
RU1145_169768847628699,RU1145
RU1293A_240559721178916,RU1293
RU1229A_Frozen_129981236762870,RU1229
RU1181C_161537422936413,RU1181
RU1066_204911370267379,RU1066
RU1322A_LN_236845391899492,RU1322
RU1108a_RPMI_196527701321643,RU1108
RU1293A_204908271417139,RU1293
RU1293A_165945521167155,RU1293
RU1108a_Bambanker_Frozen_191645397138358,RU1108
RU1066_155888882736435,RU1066
RU1322A_LN_201446661449571,RU1322
RU1322A_LN_192318633074085,RU1322
RU1066_157614001540445,RU1066
RU1144_T_121812496825563,RU1144
RU1108a_RPMI_192180147931870,RU1108
RU426B_126284343429998,RU426
RU1181B_204959675996507,RU1181
RU426B_204198540077427,RU426
RU1144_LN_227493073250166,RU1144
RU1231A_195486052145059,RU1231
RU1231A_196596570183467,RU1231
RU1215_160243548838324,RU1215
RU426B_135066466015011,RU426
RU1066_161340122916588,RU1066
RU1108a_Bambanker_Frozen_239587862436660,RU1108
RU1215_165260085651363,RU1215
RU1293A_200511195139438,RU1293
RU1293A_205294965287668,RU1293
RU1181C_200444872944427,RU1181
RU1080C_204410979773749,RU1080
RU1229A_Frozen_196105452570342,RU1229
RU1124A_LN_192197434395995,RU1124
RU1181B_135573437835621,RU1181
RU1293A_134405308762358,RU1293
RU1066_192678068414883,RU1066
RU1181B_122490814066027,RU1181
RU1108a_Bambanker_Frozen_170180386078051,RU1108
RU1181B_165808933361389,RU1181
RU1108a_RPMI_227990530058037,RU1108
RU1181B_200005597445547,RU1181
RU1108a_RPMI_161893265598755,RU1108
RU1108a_RPMI_192317708950310,RU1108
RU1215_129508106455971,RU1215
RU1215_157632255637403,RU1215
RU1181C_226394635421422,RU1181
RU1144_LN_200426638437278,RU1144
RU1080C_165190305269605,RU1080
RU1124A_LN_160370412706611,RU1124
RU1144_LN_230732713613092,RU1144
RU1181C_191140650768172,RU1181
RU1215_170120946793181,RU1215
RU1181C_130599846852516,RU1181
RU1293A_165380375833845,RU1293
RU1293A_226212233825523,RU1293
RU1229A_Frozen_122487995780382,RU1229
RU1293A_126284344256428,RU1293
RU1231A_191621955439027,RU1231
RU1066_156933518146355,RU1066
RU1181B_239476032289637,RU1181
RU1229A_Frozen_204772992019243,RU1229
RU1145_169795556690227,RU1145
RU1229A_Frozen_122497256254187,RU1229
RU1108a_Bambanker_Frozen_192745863596773,RU1108
RU1108a_Bambanker_Frozen_135149128890221,RU1108
RU426B_226960811617507,RU426
RU1108a_RPMI_195562273655733,RU1108
RU1066_201111666547422,RU1066
RU1145_191708928109875,RU1145
RU1108a_Bambanker_Frozen_235122008639389,RU1108
RU1108a_RPMI_227973465495277,RU1108
RU1108a_RPMI_156024146652004,RU1108
RU1108a_Bambanker_Frozen_239946748619997,RU1108
RU1108a_RPMI_232449734535470,RU1108
RU1229A_Frozen_228044306016622,RU1229
RU1080C_131235520137652,RU1080
RU1108a_RPMI_230654452063595,RU1108
PleuralEffusion_204351817050036,PleuralEffusion
RU1145_165232467949494,RU1145
RU1108a_Bambanker_157004384815533,RU1108
RU1145_126218864126892,RU1145
RU1229A_Frozen_231289973493147,RU1229
RU1322A_LN_122285077196014,RU1322
RU1293A_122292159273308,RU1293
RU1322A_LN_135503613160291,RU1322
RU1293A_160381122267956,RU1293
RU1108a_Bambanker_Frozen_162090654002085,RU1108
RU426B_235559305276659,RU426
RU1108a_RPMI_165302215032101,RU1108
RU1293A_165248440621358,RU1293
RU1231A_231358946500003,RU1231
RU1322A_LN_160905377009062,RU1322
RU1231A_121338661325605,RU1231
RU1215_241184490081196,RU1215
RU1293A_122488800333030,RU1293
RU1152_197057070938339,RU1152
RU1293A_122490814097243,RU1293
RU1229A_Frozen_131148528376733,RU1229
RU1080C_191697070774126,RU1080
RU1229A_Frozen_239451651063069,RU1229
RU1108a_RPMI_232302631119196,RU1108
RU1145_205392406759661,RU1145
RU1108a_Bambanker_Frozen_226265786341166,RU1108
RU1215_200975959607534,RU1215
RU1124A_LN_240482289306973,RU1124
RU1124A_LN_228058981911908,RU1124
RU1322A_LN_125720916606387,RU1322
RU1322A_LN_195536637290859,RU1322
RU1080C_122505040943517,RU1080
RU1108a_RPMI_231900127312611,RU1108
RU1145_235626694860085,RU1145
RU1229A_Frozen_235678476159214,RU1229
RU1229A_Frozen_129663562836398,RU1229
RU1293A_156941807643940,RU1293
RU1215_235619313109925,RU1215
RU1108a_Bambanker_226273464305908,RU1108
RU1080C_125236639918941,RU1080
RU1215_192247812246379,RU1215
RU1215_199944362650021,RU1215
RU1215_240489958651813,RU1215
RU1229A_Frozen_196019733282085,RU1229
RU1229A_Frozen_240162180057006,RU1229
RU1293A_230809861831990,RU1293
RU1293A_165790526684595,RU1293
RU1080C_191140650511158,RU1080
RU1293A_240489958955749,RU1293
RU1145_230611621984029,RU1145
RU1108a_RPMI_131175256288494,RU1108
RU1322A_LN_122499691079461,RU1322
RU1231A_226833139612979,RU1231
RU1108a_RPMI_156024192482205,RU1108
RU1108a_Bambanker_Frozen_121896082263283,RU1108
RU1293A_227374156175795,RU1293
RU1066_130126432888558,RU1066
RU1066_200363958261549,RU1066
RU1229A_Frozen_157553871776540,RU1229
RU1080C_204222297126819,RU1080
RU1144_LN_130529100946347,RU1144
RU1322A_LN_231751801560301,RU1322
RU1108a_RPMI_205449199737117,RU1108
RU1229A_Frozen_126777594140396,RU1229
RU1124A_LN_170113786927846,RU1124
RU1231A_199814336859507,RU1231
RU1215_130204830717677,RU1215
RU1108a_Bambanker_170276727142262,RU1108
RU1108a_RPMI_236167162346422,RU1108
RU1108a_RPMI_135700005149083,RU1108
RU1215_191141961485147,RU1215
RU1152_120856552040156,RU1152
RU1231A_241109221095845,RU1231
RU1229A_Frozen_191648484776227,RU1229
RU1144_LN_205510786795757,RU1144
RU1108a_RPMI_236639609317229,RU1108
RU1144_T_227921676655348,RU1144
RU426B_135693650738020,RU426
RU1080C_231282354871715,RU1080
RU1231A_239956397800875,RU1231
RU1215_204292734203627,RU1215
RU1322A_LN_196707177679788,RU1322
RU1144_LN_126681616075166,RU1144
RU1144_LN_200570488704350,RU1144
RU1124A_LN_204746121234868,RU1124
RU1108a_RPMI_227990484707252,RU1108
RU1229A_Frozen_156049513270053,RU1229
RU1231A_162069998844339,RU1231
RU1108a_RPMI_126885792765790,RU1108
RU1108a_RPMI_200561481377645,RU1108
RU1229A_Frozen_191622848605613,RU1229
RU1108a_Bambanker_Frozen_230592309520670,RU1108
RU1195A_157561656626534,RU1195
RU1066_134447975558372,RU1066
RU1181C_169717321808797,RU1181
RU1152_135081901111020,RU1152
RU1231A_126912885582582,RU1231
RU1108a_Bambanker_161340123166582,RU1108
RU1145_197060142742755,RU1145
RU1108a_RPMI_200994199391069,RU1108
RU1293A_131174432660254,RU1293
RU1108a_Bambanker_200511149493156,RU1108
RU1066_122282749388597,RU1066
RU1080C_160301799926044,RU1080
RU1181B_156034496383389,RU1181
RU1181B_231357516733724,RU1181
RU1108a_Bambanker_130185516435700,RU1108
RU1229A_Frozen_131223690800363,RU1229
PleuralEffusion_169082638416181,PleuralEffusion
RU1181B_134517112073006,RU1181
RU1215_201532546660588,RU1215
RU1108a_Bambanker_Frozen_170745966517172,RU1108
RU1215_126889147357606,RU1215
RU1231A_169588486237492,RU1231
RU1181B_166407915333485,RU1181
RU1229A_Frozen_170247735627115,RU1229
RU1066_195958645410526,RU1066
RU1108a_Bambanker_235601986800867,RU1108
RU1144_LN_197145283443635,RU1144
RU1229A_Frozen_161342014539622,RU1229
RU1322A_LN_170181075594078,RU1322
RU1322A_LN_231133506852637,RU1322
RU1215_125813226654428,RU1215
RU1293A_239596290882996,RU1293
RU1229A_Frozen_191140619315614,RU1229
RU1080C_196114222300523,RU1080
RU1231A_231133475204324,RU1231
RU1215_134448003045603,RU1215
RU1124A_LN_135143760284013,RU1124
RU1145_130126460971828,RU1145
RU1215_169640025839924,RU1215
RU1124A_LN_227920840181998,RU1124
RU1144_LN_126681647630172,RU1144
RU1181B_200983507285925,RU1181
RU1108a_Bambanker_Frozen_134936676916635,RU1108
RU1293A_239396889480499,RU1293
RU1293A_135693649983917,RU1293
RU1231A_170251091101934,RU1231
RU1293A_121339869621483,RU1293
RU1322A_LN_239594412627699,RU1322
RU1152_191551042338228,RU1152
RU1108a_Bambanker_Frozen_134522347411371,RU1108
RU1322A_LN_230738055543197,RU1322
RU1231A_130050224473950,RU1231
RU1229A_Frozen_191648530349342,RU1229
RU426B_169580988938164,RU426
RU1080C_156515920108910,RU1080
RU1066_230799438728486,RU1066
RU1181C_201463706836252,RU1181
RU1080C_227929327090020,RU1080
RU1215_239997917017836,RU1215
RU1215_170120946038700,RU1215
RU1108a_RPMI_170745952319262,RU1108
RU1144_LN_122310398527917,RU1144
RU1108a_Bambanker_241106390015198,RU1108
RU1066_135014255056622,RU1066
RU426B_192883168033644,RU426
RU1231A_135503598172403,RU1231
RU1293A_236167968020396,RU1293
RU1181B_201106029209443,RU1181
RU426B_227853850524974,RU426
RU1215_227516830148957,RU1215
RU1215_235559336720621,RU1215
RU1322A_LN_164830754852133,RU1322
RU1108a_Bambanker_Frozen_155971413502259,RU1108
RU1293A_165191513434398,RU1293
RU1322A_LN_129663515941676,RU1322
RU1293A_239381811678564,RU1293
RU1293A_226889791557029,RU1293
RU426B_170797805987765,RU426
RU1322A_LN_161547086937012,RU1322
RU1231A_200432900302582,RU1231
RU1231A_170738719344350,RU1231
RU1231A_165326911130869,RU1231
RU1293A_165875755171252,RU1293
RU1152_230604106296740,RU1152
RU1124A_LN_170251106602229,RU1124
RU1215_125798180343020,RU1215
RU1181C_129663530822046,RU1181
RU1066_235548465351028,RU1066
RU426B_235127527073717,RU426
RU1181C_196172024802539,RU1181
RU1124A_LN_200923748915619,RU1124
RU1293A_230816734694620,RU1293
RU1293A_134394603321574,RU1293
RU1145_130184193455966,RU1145
RU1293A_164640656669405,RU1293
RU1231A_199807070856996,RU1231
RU1229A_Frozen_240618642791139,RU1229
RU1145_126776271067358,RU1145
RU1231A_130751365592998,RU1231
RU1231A_241055654865206,RU1231
RU1108a_Bambanker_Frozen_165858459990237,RU1108
RU1108a_RPMI_192718885481315,RU1108
RU1124A_LN_170120927665572,RU1124
PleuralEffusion_121955407224101,PleuralEffusion
RU1145_169027876808422,RU1145
RU1152_240489927980851,RU1152
RU1080C_192650331704235,RU1080
RU1181C_166400412470046,RU1181
RU1215_230600482085157,RU1215
RU1231A_235748402841845,RU1231
RU1181C_134533249952670,RU1181
RU1181C_231686452754804,RU1181
RU1144_LN_121202323418355,RU1144
RU1108a_Bambanker_Frozen_227990530316196,RU1108
RU1066_169587545882028,RU1066
RU1144_LN_129978405930861,RU1144
RU1215_130134935264478,RU1215
RU1311A_T_1_226821206858998,RU1311
RU1152_133846949063091,RU1152
RU1229A_Frozen_160905391917924,RU1229
RU1229A_Frozen_135546843061094,RU1229
RU1080C_236770351500140,RU1080
RU1145_130754453031796,RU1145
RU1293A_162080050232110,RU1293
RU1108a_Bambanker_Frozen_134041176500467,RU1108
RU1293A_232251003418349,RU1293
RU426B_196524345580781,RU426
RU1322A_LN_192859665034037,RU1322
RU1293A_196524346035125,RU1293
RU1215_156034481379171,RU1215
RU1108a_RPMI_156463334550835,RU1108
RU1293A_122427463068382,RU1293
RU1181B_157140449900894,RU1181
RU1322A_LN_135485256584485,RU1322
RU1215_165800190270243,RU1215
RU1181B_134394556861678,RU1181
RU1080C_120850243800300,RU1080
RU1108a_Bambanker_Frozen_236176872201507,RU1108
RU1144_LN_227305214340021,RU1144
RU1231A_195562300659957,RU1231
RU1108a_Bambanker_197145237245294,RU1108
RU426B_121887358084973,RU426
RU1293A_160364257463595,RU1293
RU1108a_RPMI_226874732796315,RU1108
RU1080C_134463457254707,RU1080
RU1215_155911449373043,RU1215
RU1181B_126267404962726,RU1181
RU1144_LN_227510387140467,RU1144
RU1108a_RPMI_134472820279669,RU1108
RU1231A_155911449860844,RU1231
RU1108a_RPMI_204763078802294,RU1108
RU1124A_LN_157606869161819,RU1124
RU1108a_Bambanker_Frozen_205922688519027,RU1108
RU1066_239391489519022,RU1066
RU1124A_LN_200905106049956,RU1124
RU1108a_Bambanker_Frozen_169579749169372,RU1108
RU1181B_170181057005294,RU1181
RU1215_192188591331635,RU1215
RU1145_232449780115294,RU1145
RU1144_LN_157004352904500,RU1144
