,tf,target,key
1050,Arntl,Lhpp,Arntl_Lhpp
1053,Arntl,Limd1,Arntl_Limd1
1054,Arntl,Limk1,Arntl_Limk1
1060,Arntl,Lipe,Arntl_Lipe
1066,Arntl,Lmnb2,Arntl_Lmnb2
1068,Arntl,Lncpint,Arntl_Lncpint
1072,Arntl,Lrp1,Arntl_Lrp1
1073,Arntl,Lrp3,Arntl_Lrp3
1074,Arntl,Lrp4,Arntl_Lrp4
1079,Arntl,Lsm1,Arntl_Lsm1
1083,Arntl,Lss,Arntl_Lss
1085,Arntl,Luc7l2,Arntl_Luc7l2
1108,Arntl,Mapk8,Arntl_Mapk8
1111,Arntl,March8,Arntl_March8
1122,Arntl,Mcfd2,Arntl_Mcfd2
1125,Arntl,Mcoln1,Arntl_Mcoln1
1128,Arntl,Meig1,Arntl_Meig1
1131,Arntl,Mepce,Arntl_Mepce
1132,Arntl,Mesp2,Arntl_Mesp2
1133,Arntl,Met,Arntl_Met
1138,Arntl,Mex3d,Arntl_Mex3d
1140,Arntl,Mfsd1,Arntl_Mfsd1
1145,Arntl,Mfsd4b4,Arntl_Mfsd4b4
1149,Arntl,Mical3,Arntl_Mical3
1156,Arntl,Mir1981,Arntl_Mir1981
1158,Arntl,Mir210,Arntl_Mir210
1179,Arntl,Mir6372,Arntl_Mir6372
1186,Arntl,Mir6935,Arntl_Mir6935
1188,Arntl,Mir6962,Arntl_Mir6962
1192,Arntl,Mir7035,Arntl_Mir7035
1194,Arntl,Mir7211,Arntl_Mir7211
1197,Arntl,Mir7687,Arntl_Mir7687
1203,Arntl,Mirlet7a-1,Arntl_Mirlet7a-1
1205,Arntl,Mknk2,Arntl_Mknk2
1206,Arntl,Mllt1,Arntl_Mllt1
1207,Arntl,Mlxipl,Arntl_Mlxipl
1208,Arntl,Mms19,Arntl_Mms19
1209,Arntl,Mnt,Arntl_Mnt
1215,Arntl,Mphosph9,Arntl_Mphosph9
1218,Arntl,Mrgprg,Arntl_Mrgprg
1224,Arntl,Mrpl48,Arntl_Mrpl48
1225,Arntl,Mrps21,Arntl_Mrps21
1236,Arntl,Mthfd1l,Arntl_Mthfd1l
1239,Arntl,Mtor,Arntl_Mtor
1242,Arntl,Mum1,Arntl_Mum1
1249,Arntl,Mxd1,Arntl_Mxd1
1257,Arntl,Myo7a,Arntl_Myo7a
1260,Arntl,Naaa,Arntl_Naaa
1264,Arntl,Nampt,Arntl_Nampt
1265,Arntl,Napa,Arntl_Napa
1271,Arntl,Ncl,Arntl_Ncl
1276,Arntl,Ndufa6,Arntl_Ndufa6
1277,Arntl,Ndufaf4,Arntl_Ndufaf4
1285,Arntl,Nfe2,Arntl_Nfe2
1288,Arntl,Nfil3,Arntl_Nfil3
1289,Arntl,Nfix,Arntl_Nfix
1314,Arntl,Nptn,Arntl_Nptn
1316,Arntl,Nr1d1,Arntl_Nr1d1
1317,Arntl,Nr1d2,Arntl_Nr1d2
1320,Arntl,Nrg4,Arntl_Nrg4
1325,Arntl,Nt5c2,Arntl_Nt5c2
1328,Arntl,Ntmt1,Arntl_Ntmt1
1329,Arntl,Ntpcr,Arntl_Ntpcr
1330,Arntl,Ntsr2,Arntl_Ntsr2
1332,Arntl,Numbl,Arntl_Numbl
1333,Arntl,Nup210,Arntl_Nup210
1334,Arntl,Nup50,Arntl_Nup50
1339,Arntl,Odc1,Arntl_Odc1
1342,Arntl,Ogfrl1,Arntl_Ogfrl1
1347,Arntl,Olfr806,Arntl_Olfr806
1351,Arntl,Opn3,Arntl_Opn3
1353,Arntl,Osbpl1a,Arntl_Osbpl1a
1354,Arntl,Osbpl2,Arntl_Osbpl2
1356,Arntl,P2rx7,Arntl_P2rx7
1361,Arntl,Pabpc4,Arntl_Pabpc4
1363,Arntl,Padi1,Arntl_Padi1
1374,Arntl,Pard6b,Arntl_Pard6b
1381,Arntl,Pcbp1,Arntl_Pcbp1
1387,Arntl,Pcx,Arntl_Pcx
1391,Arntl,Pdcd4,Arntl_Pdcd4
1398,Arntl,Pdxk,Arntl_Pdxk
1401,Arntl,Per1,Arntl_Per1
1402,Arntl,Per2,Arntl_Per2
1403,Arntl,Per3,Arntl_Per3
1404,Arntl,Pes1,Arntl_Pes1
1405,Arntl,Pex10,Arntl_Pex10
1412,Arntl,Pfkl,Arntl_Pfkl
1417,Arntl,Pgm2l1,Arntl_Pgm2l1
1420,Arntl,Phf1,Arntl_Phf1
1421,Arntl,Phf19,Arntl_Phf19
1423,Arntl,Phf20,Arntl_Phf20
1425,Arntl,Phospho1,Arntl_Phospho1
1434,Arntl,Pim3,Arntl_Pim3
1438,Arntl,Pisd-ps3,Arntl_Pisd-ps3
1440,Arntl,Pitpnm2os1,Arntl_Pitpnm2os1
1444,Arntl,Pla2g6,Arntl_Pla2g6
1451,Arntl,Plekha6,Arntl_Plekha6
1480,Arntl,Pop5,Arntl_Pop5
1486,Arntl,Ppia,Arntl_Ppia
1488,Arntl,Ppl,Arntl_Ppl
1494,Arntl,Ppp1r3c,Arntl_Ppp1r3c
1495,Arntl,Ppp1r3e,Arntl_Ppp1r3e
1506,Arntl,Prdx6,Arntl_Prdx6
1510,Arntl,Prkaca,Arntl_Prkaca
1518,Arntl,Prr18,Arntl_Prr18
1530,Arntl,Pten,Arntl_Pten
1531,Arntl,Ptgfr,Arntl_Ptgfr
1532,Arntl,Ptgr2,Arntl_Ptgr2
1533,Arntl,Ptma,Arntl_Ptma
1535,Arntl,Ptp4a2,Arntl_Ptp4a2
1539,Arntl,Ptprs,Arntl_Ptprs
1541,Arntl,Pus7,Arntl_Pus7
1545,Arntl,Qdpr,Arntl_Qdpr
1554,Arntl,Rab3gap2,Arntl_Rab3gap2
1564,Arntl,Radil,Arntl_Radil
1566,Arntl,Ralb,Arntl_Ralb
1568,Arntl,Raly,Arntl_Raly
1573,Arntl,Rapgef1,Arntl_Rapgef1
1586,Arntl,Rbm4b,Arntl_Rbm4b
1587,Arntl,Rcbtb1,Arntl_Rcbtb1
1599,Arntl,Rev1,Arntl_Rev1
1603,Arntl,Rhbdd2,Arntl_Rhbdd2
1604,Arntl,Rhebl1,Arntl_Rhebl1
1609,Arntl,Riox2,Arntl_Riox2
1611,Arntl,Ripk2,Arntl_Ripk2
1613,Arntl,Ripor3,Arntl_Ripor3
1616,Arntl,Rmnd1,Arntl_Rmnd1
1620,Arntl,Rnase10,Arntl_Rnase10
1622,Arntl,Rnaseh2b,Arntl_Rnaseh2b
1625,Arntl,Rnf126,Arntl_Rnf126
1630,Arntl,Rnf145,Arntl_Rnf145
1636,Arntl,Rorc,Arntl_Rorc
1640,Arntl,Rpp38,Arntl_Rpp38
1643,Arntl,Rps28,Arntl_Rps28
1645,Arntl,Rps6ka4,Arntl_Rps6ka4
1647,Arntl,Rps9,Arntl_Rps9
1657,Arntl,Rsad1,Arntl_Rsad1
1683,Arntl,Sde2,Arntl_Sde2
1696,Arntl,Senp3,Arntl_Senp3
1700,Arntl,Serf2,Arntl_Serf2
1703,Arntl,Serpina16,Arntl_Serpina16
1709,Arntl,Sertad1,Arntl_Sertad1
1710,Arntl,Sertad2,Arntl_Sertad2
1712,Arntl,Setd4,Arntl_Setd4
1715,Arntl,Sgk1,Arntl_Sgk1
1718,Arntl,Shkbp1,Arntl_Shkbp1
1719,Arntl,Shmt1,Arntl_Shmt1
1724,Arntl,Sipa1l2,Arntl_Sipa1l2
1727,Arntl,Ski,Arntl_Ski
1731,Arntl,Slc13a2,Arntl_Slc13a2
1733,Arntl,Slc16a7,Arntl_Slc16a7
1739,Arntl,Slc20a1,Arntl_Slc20a1
1751,Arntl,Slc25a39,Arntl_Slc25a39
1755,Arntl,Slc26a2,Arntl_Slc26a2
1756,Arntl,Slc27a2,Arntl_Slc27a2
1760,Arntl,Slc30a1,Arntl_Slc30a1
1777,Arntl,Slc45a1,Arntl_Slc45a1
1794,Arntl,Smim14,Arntl_Smim14
1795,Arntl,Smim17,Arntl_Smim17
1805,Arntl,Snhg15,Arntl_Snhg15
1815,Arntl,Snx8,Arntl_Snx8
1818,Arntl,Sorbs3,Arntl_Sorbs3
1821,Arntl,Sox12,Arntl_Sox12
1822,Arntl,Sox7,Arntl_Sox7
1824,Arntl,Spag4,Arntl_Spag4
1837,Arntl,Srd5a2,Arntl_Srd5a2
1839,Arntl,Srm,Arntl_Srm
1848,Arntl,St6gal1,Arntl_St6gal1
1852,Arntl,Stard5,Arntl_Stard5
1866,Arntl,Sumo2,Arntl_Sumo2
1869,Arntl,Supv3l1,Arntl_Supv3l1
1879,Arntl,Taf1c,Arntl_Taf1c
1886,Arntl,Tatdn2,Arntl_Tatdn2
1887,Arntl,Tbc1d10a,Arntl_Tbc1d10a
1888,Arntl,Tbc1d14,Arntl_Tbc1d14
1896,Arntl,Tbccd1,Arntl_Tbccd1
1897,Arntl,Tbcel,Arntl_Tbcel
1902,Arntl,Tcf3,Arntl_Tcf3
1910,Arntl,Tef,Arntl_Tef
1914,Arntl,Tet3,Arntl_Tet3
1921,Arntl,Tha1,Arntl_Tha1
1927,Arntl,Thrsp,Arntl_Thrsp
1935,Arntl,Tmc7,Arntl_Tmc7
1941,Arntl,Tmem119,Arntl_Tmem119
1942,Arntl,Tmem125,Arntl_Tmem125
1948,Arntl,Tmem185b,Arntl_Tmem185b
1953,Arntl,Tmem222,Arntl_Tmem222
1962,Arntl,Tmem55b,Arntl_Tmem55b
1967,Arntl,Tmem97,Arntl_Tmem97
1975,Arntl,Tns2,Arntl_Tns2
1987,Arntl,Trappc10,Arntl_Trappc10
1992,Arntl,Trim37,Arntl_Trim37
1993,Arntl,Trim45,Arntl_Trim45
2004,Arntl,Trpm7,Arntl_Trpm7
2009,Arntl,Tsga10,Arntl_Tsga10
2012,Arntl,Tspan4,Arntl_Tspan4
2014,Arntl,Ttc19,Arntl_Ttc19
2017,Arntl,Ttc39b,Arntl_Ttc39b
2020,Arntl,Tulp4,Arntl_Tulp4
2021,Arntl,Txndc11,Arntl_Txndc11
2022,Arntl,Txndc16,Arntl_Txndc16
2030,Arntl,Uba7,Arntl_Uba7
2031,Arntl,Ubald1,Arntl_Ubald1
2052,Arntl,Uox,Arntl_Uox
2053,Arntl,Upp2,Arntl_Upp2
2054,Arntl,Urad,Arntl_Urad
2058,Arntl,Usp12,Arntl_Usp12
2060,Arntl,Usp2,Arntl_Usp2
2061,Arntl,Usp20,Arntl_Usp20
2062,Arntl,Usp22,Arntl_Usp22
2063,Arntl,Usp28,Arntl_Usp28
2064,Arntl,Usp36,Arntl_Usp36
2069,Arntl,Utp11,Arntl_Utp11
2076,Arntl,Vav1,Arntl_Vav1
2082,Arntl,Vkorc1,Arntl_Vkorc1
2083,Arntl,Vkorc1l1,Arntl_Vkorc1l1
2087,Arntl,Vps13a,Arntl_Vps13a
2095,Arntl,Wars2,Arntl_Wars2
2100,Arntl,Wdr38,Arntl_Wdr38
2105,Arntl,Wee1,Arntl_Wee1
2118,Arntl,Xndc1,Arntl_Xndc1
2122,Arntl,Xrcc1,Arntl_Xrcc1
2126,Arntl,Yaf2,Arntl_Yaf2
2128,Arntl,Yif1b,Arntl_Yif1b
2129,Arntl,Yipf6,Arntl_Yipf6
2130,Arntl,Ypel5,Arntl_Ypel5
2145,Arntl,Zdhhc12,Arntl_Zdhhc12
2155,Arntl,Zfp292,Arntl_Zfp292
2157,Arntl,Zfp36,Arntl_Zfp36
2162,Arntl,Zfp526,Arntl_Zfp526
2173,Arntl,Zfp872,Arntl_Zfp872
2174,Arntl,Zfp91,Arntl_Zfp91
2179,Arntl,Zkscan6,Arntl_Zkscan6
2182,Arntl,Zmym6,Arntl_Zmym6
2224,Bcl6,Ndufa7,Bcl6_Ndufa7
2227,Bcl6,Pou5f1-rs4,Bcl6_Pou5f1-rs4
2229,Bcl6,Psmc6,Bcl6_Psmc6
2235,Bcl6,Socs2,Bcl6_Socs2
2243,Cebpa,0610005C13Rik,Cebpa_0610005C13Rik
2244,Cebpa,0610009B22Rik,Cebpa_0610009B22Rik
2245,Cebpa,0610010K14Rik,Cebpa_0610010K14Rik
2247,Cebpa,0610031O16Rik,Cebpa_0610031O16Rik
2248,Cebpa,0610037L13Rik,Cebpa_0610037L13Rik
2249,Cebpa,0610039H22Rik,Cebpa_0610039H22Rik
2252,Cebpa,1110008F13Rik,Cebpa_1110008F13Rik
2253,Cebpa,1110012L19Rik,Cebpa_1110012L19Rik
2254,Cebpa,1110028F11Rik,Cebpa_1110028F11Rik
2255,Cebpa,1110034G24Rik,Cebpa_1110034G24Rik
2257,Cebpa,1190002N15Rik,Cebpa_1190002N15Rik
2259,Cebpa,1600002D24Rik,Cebpa_1600002D24Rik
2260,Cebpa,1600002K03Rik,Cebpa_1600002K03Rik
2261,Cebpa,1600012H06Rik,Cebpa_1600012H06Rik
2265,Cebpa,1700001C19Rik,Cebpa_1700001C19Rik
2269,Cebpa,1700006E09Rik,Cebpa_1700006E09Rik
2273,Cebpa,1700012D01Rik,Cebpa_1700012D01Rik
2277,Cebpa,1700017B05Rik,Cebpa_1700017B05Rik
2279,Cebpa,1700018A04Rik,Cebpa_1700018A04Rik
2280,Cebpa,1700018L02Rik,Cebpa_1700018L02Rik
2286,Cebpa,1700027J07Rik,Cebpa_1700027J07Rik
2287,Cebpa,1700028E10Rik,Cebpa_1700028E10Rik
2288,Cebpa,1700029J07Rik,Cebpa_1700029J07Rik
2292,Cebpa,1700031P21Rik,Cebpa_1700031P21Rik
2295,Cebpa,1700034P13Rik,Cebpa_1700034P13Rik
2296,Cebpa,1700037H04Rik,Cebpa_1700037H04Rik
2299,Cebpa,1700054A03Rik,Cebpa_1700054A03Rik
2300,Cebpa,1700054K19Rik,Cebpa_1700054K19Rik
2301,Cebpa,1700054M17Rik,Cebpa_1700054M17Rik
2302,Cebpa,1700055D16Rik,Cebpa_1700055D16Rik
2304,Cebpa,1700063D05Rik,Cebpa_1700063D05Rik
2306,Cebpa,1700071M16Rik,Cebpa_1700071M16Rik
2311,Cebpa,1700102H20Rik,Cebpa_1700102H20Rik
2312,Cebpa,1700108F19Rik,Cebpa_1700108F19Rik
2314,Cebpa,1700110C19Rik,Cebpa_1700110C19Rik
2315,Cebpa,1700113B09Rik,Cebpa_1700113B09Rik
2316,Cebpa,1700113H08Rik,Cebpa_1700113H08Rik
2317,Cebpa,1700122C19Rik,Cebpa_1700122C19Rik
2318,Cebpa,1700122O11Rik,Cebpa_1700122O11Rik
2319,Cebpa,1700125G22Rik,Cebpa_1700125G22Rik
2320,Cebpa,1700125H20Rik,Cebpa_1700125H20Rik
2321,Cebpa,1810007D17Rik,Cebpa_1810007D17Rik
2322,Cebpa,1810008I18Rik,Cebpa_1810008I18Rik
2323,Cebpa,1810010H24Rik,Cebpa_1810010H24Rik
2324,Cebpa,1810012K16Rik,Cebpa_1810012K16Rik
2325,Cebpa,1810013L24Rik,Cebpa_1810013L24Rik
2327,Cebpa,1810019D21Rik,Cebpa_1810019D21Rik
2330,Cebpa,1810055G02Rik,Cebpa_1810055G02Rik
2331,Cebpa,1810058I24Rik,Cebpa_1810058I24Rik
2332,Cebpa,1810063I02Rik,Cebpa_1810063I02Rik
2333,Cebpa,2010003K11Rik,Cebpa_2010003K11Rik
2334,Cebpa,2010009K17Rik,Cebpa_2010009K17Rik
2336,Cebpa,2010106C02Rik,Cebpa_2010106C02Rik
2339,Cebpa,2010109I03Rik,Cebpa_2010109I03Rik
2340,Cebpa,2010111I01Rik,Cebpa_2010111I01Rik
2341,Cebpa,2010315B03Rik,Cebpa_2010315B03Rik
2342,Cebpa,2210016L21Rik,Cebpa_2210016L21Rik
2344,Cebpa,2210408F21Rik,Cebpa_2210408F21Rik
2348,Cebpa,2310001H17Rik,Cebpa_2310001H17Rik
2349,Cebpa,2310001K24Rik,Cebpa_2310001K24Rik
2350,Cebpa,2310005A03Rik,Cebpa_2310005A03Rik
2351,Cebpa,2310007B03Rik,Cebpa_2310007B03Rik
2352,Cebpa,2310015A10Rik,Cebpa_2310015A10Rik
2353,Cebpa,2310020H05Rik,Cebpa_2310020H05Rik
2354,Cebpa,2310022B05Rik,Cebpa_2310022B05Rik
2355,Cebpa,2310030G06Rik,Cebpa_2310030G06Rik
2356,Cebpa,2310040G24Rik,Cebpa_2310040G24Rik
2362,Cebpa,2410003L11Rik,Cebpa_2410003L11Rik
2364,Cebpa,2410131K14Rik,Cebpa_2410131K14Rik
2365,Cebpa,2500002B13Rik,Cebpa_2500002B13Rik
2367,Cebpa,2510002D24Rik,Cebpa_2510002D24Rik
2369,Cebpa,2610001J05Rik,Cebpa_2610001J05Rik
2371,Cebpa,2610008E11Rik,Cebpa_2610008E11Rik
2372,Cebpa,2610203C22Rik,Cebpa_2610203C22Rik
2374,Cebpa,2700054A10Rik,Cebpa_2700054A10Rik
2375,Cebpa,2700081O15Rik,Cebpa_2700081O15Rik
