"gene","Chr","Starts","Ends","Peak1","Peak2","Importance","function_type"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48701801_48702651",0.00432542102203704,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48688918_48689792",0.00419511101676842,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48736923_48737798",0.00352564440358312,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48916945_48917853",0.00302614116791011,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48682619_48683217",0.00301004723775135,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48941535_48942272",0.00287266994537071,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48579091_48579867",0.00231786785143525,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48971350_48971952",0.00211378084310492,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48726297_48727143",0.00160922342537334,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48751156_48752049",0.00151393105119039,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48720594_48721412",0.00132682419169761,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48957778_48958683",0.00128232280938818,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48719883_48720446",0.00123994371504356,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_49029354_49030261",0.00100944463042909,"MC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48713242_48714037",0.000983776778883159,"LC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48714549_48715316",0.000902874247127021,"LC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48936933_48937641",0.000728315801297336,"LC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48933459_48934137",0.000580449970062626,"LC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48938575_48939343",0.000457710768837097,"LC"
"GATA1","chrX",48783122,48783122,"chrX_48782598_48783489","chrX_48550314_48550799",0.000222123267184314,"LC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128482839_128483707",0.190599585887564,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128595262_128596141",0.140713905886013,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128725696_128726564",0.0705507371076763,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128617310_128618216",0.0702054255245367,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128393797_128394663",0.0503476749705707,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128573587_128574495",0.0441347272424722,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128426089_128426994",0.0281898599310437,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128619287_128620130",0.0259166464762757,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128383257_128384145",0.0233343506750164,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128603592_128604394",0.0224764280178027,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128584138_128585034",0.0217283576581155,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128316205_128317098",0.0215647738834729,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128608045_128608924",0.0201278305815533,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128414999_128415900",0.0174876931513673,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128704158_128705006",0.0160514919230505,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128680487_128681373",0.0159113108768199,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128466957_128467798",0.0128385966819517,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128670891_128671786",0.0120115376012641,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128698175_128699128",0.010176177656175,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128701304_128702113",0.00989035965139673,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128523285_128524201",0.00980823817643023,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128653693_128654576",0.00895136378174731,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128497389_128498281",0.0085734744989129,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128432696_128433523",0.00853441535455271,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128486456_128487230",0.00835801443116084,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128665358_128666198",0.00793984993920644,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128554974_128555869",0.00765689259473998,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128683721_128684510",0.00693814149624333,"HC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128674458_128675362",0.00634776511981124,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128348739_128349582",0.00600125685942044,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128448199_128449045",0.00570934248600854,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128453401_128454198",0.00553825507702617,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128416485_128417352",0.00533973200358807,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128598721_128599577",0.00525239629162649,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128714835_128715745",0.00519039871625706,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128369995_128370869",0.0048845049463857,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128623482_128624372",0.00474575489884577,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128591722_128592645",0.00473229796231472,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128567464_128568206",0.00447433613036707,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128468786_128469380",0.00446262507240679,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128656270_128657105",0.00441121107109582,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128321750_128322587",0.00418750128419263,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128597258_128598186",0.00404639431729555,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128572320_128573165",0.00385517565483357,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128483848_128484563",0.00373413007953188,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128650444_128651263",0.00343951883682859,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128697079_128697703",0.00315949836563855,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128294976_128295854",0.00310522871802661,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128718666_128719513",0.00289960914792812,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128242893_128243821",0.00259488932512558,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128684906_128685608",0.00255892666671987,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128403043_128403911",0.00252643036113413,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128378057_128379003",0.00228367151142198,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128293715_128294501",0.00186973266066082,"MC"
"GATA2","chr3",128493208,128493208,"chr3_128492555_128493484","chr3_128587892_128588776",0.001631554778376,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128718565_128719467",0.183637304887908,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128624107_128624982",0.131246784533398,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128669231_128670133",0.0348542443090197,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128776447_128777343",0.0338333662206522,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128908362_128909191",0.0269255600471345,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128859550_128860442",0.0212750126899976,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128928205_128928922",0.0212179418017686,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128772532_128773420",0.021068627587424,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128471119_128471862",0.0190011389169839,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128726562_128727380",0.0168825951345933,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128567999_128568808",0.0164965650336565,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128929566_128930300",0.0158409820444539,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128527740_128528356",0.015260418005603,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128521993_128522901",0.0146518959773867,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128830897_128831696",0.0141265978804044,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128707091_128707883",0.0137362961086609,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128713337_128714200",0.0120705942619083,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128613330_128614231",0.0120167372669324,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128868752_128869608",0.01170890798808,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128725283_128726122",0.0112077349044841,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128548424_128549323",0.0110805336846679,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128728761_128729708",0.0110514399987164,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128703388_128704277",0.0107467456267003,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128512226_128513133",0.0101889755733758,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128890471_128891366",0.00974803176729357,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128663802_128664602",0.0095919695512399,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128830021_128830745",0.00957307792165277,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128660704_128661623",0.00908214211809367,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128643400_128644283",0.0089444714622186,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128469845_128470616",0.00864840742361273,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128735790_128736663",0.00827623250081342,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128631984_128632812",0.00825263370774366,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128866982_128867785",0.00801376277283587,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128716647_128717362",0.00773574446198947,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128464941_128465342",0.00766750980440337,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128693727_128694525",0.00718436376934684,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128565642_128566554",0.00712597999878598,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128695608_128696497",0.00709258955850351,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128692654_128693407",0.00693483767356253,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128699625_128700528",0.00674297112828853,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128471994_128472845",0.00669188612958578,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128802336_128802843",0.00665953638871274,"HC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128903437_128904298",0.00623708874644204,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128837333_128838186",0.00614265354726261,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128582529_128583435",0.0060688754308223,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128619724_128620615",0.00587325329491028,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128916477_128917425",0.00575989444462343,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128488331_128489255",0.00571211780265865,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128483237_128483954",0.00565178979212417,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128525248_128526153",0.00547002336804166,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128905266_128905987",0.00533923146841689,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128738665_128739592",0.00506685855159763,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128862088_128862987",0.00474331417797084,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128482320_128483105",0.00473247649442866,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128734167_128734984",0.00458079535604268,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128684635_128685313",0.00453044311646256,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128494330_128495120",0.0042231966292794,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128503356_128504284",0.00403204096175584,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128579599_128580473",0.00402053562951562,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128658217_128659073",0.00400004719345003,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128610841_128611714",0.00395118902463745,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128856792_128857706",0.00373701442040737,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128802964_128803713",0.00364640659344061,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128653516_128654408",0.00364220643736256,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128575556_128576368",0.00362175642712132,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128544373_128545299",0.00347916406357766,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128845123_128846013",0.0033891857263306,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128449147_128449883",0.0032546806645822,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128839859_128840734",0.00319091380961457,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128841287_128842203",0.00317482513043683,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128603822_128604728",0.00289959162447166,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128476461_128477358",0.00287096892171438,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128884462_128885371",0.00282627942115157,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128705365_128706204",0.0027981098229064,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128498464_128499376",0.00270576162631187,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128730759_128731660",0.0024596946552569,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128747441_128748365",0.00243824850888863,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128720324_128721193",0.0023157955468394,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128745532_128746374",0.00203451584415146,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128630169_128631048",0.00200960350163479,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128563758_128564671",0.00186097574863146,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128886270_128887145",0.00183247873034132,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128686676_128687525",0.00180378531339341,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128628405_128629239",0.00159307276919869,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128496778_128497610",0.00136800404349693,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128552721_128553602",0.00132996888169639,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128757004_128757881",0.00128212592850001,"MC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128551465_128552251",0.000713387103534646,"LC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128492920_128493755",0.000635450925973169,"LC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128677879_128678701",0.000480344418877152,"LC"
"FLI1","chr11",128686535,128686535,"chr11_128685715_128686496","chr11_128848526_128849406",0.000376709737120137,"LC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33293144_33293897",0.217925115536271,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33331963_33332851",0.113570591218072,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33226457_33227379",0.0362657389139301,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33259225_33260014",0.0317242340115498,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33176759_33177578",0.0295723477502657,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33286674_33287589",0.0283347044727461,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33394047_33394952",0.025891979589745,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33373323_33374154",0.0248884470619323,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33248928_33249793",0.0242464835642894,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33260591_33261455",0.0240471894119706,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33151990_33152854",0.0236297999797488,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33273733_33274630",0.0210450464236413,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33267256_33267969",0.0209305635886233,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33170094_33171010",0.0189678105660374,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33225273_33226104",0.0181955302575641,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33143637_33144544",0.017971104687227,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33406544_33407429",0.0175886858472953,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33298214_33299132",0.0174635787389964,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33235070_33235932",0.0156518837155989,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33430266_33431135",0.015488324630262,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33330325_33331159",0.0150160717643075,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33080713_33081623",0.0141136520141319,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33278348_33279047",0.0140631540608789,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33231203_33232104",0.0128142306567907,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33241282_33242200",0.0126026732854487,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33118811_33119738",0.0119320818605402,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33132127_33132894",0.0112207917829705,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33160202_33161109",0.0110215821903523,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33521384_33522293",0.0106393029083005,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33292683_33293027",0.0106305458232059,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33254091_33254967",0.0105805201668174,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33077661_33078560",0.00995222096681459,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33371963_33372669",0.0097186052007211,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33194270_33194898",0.00929266630153152,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33268315_33269213",0.00876187199860547,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33186583_33187212",0.00765544131476122,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33125642_33126548",0.00699436045000336,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33064467_33065319",0.00673816311897805,"HC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33172790_33173721",0.00658102782098014,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33261763_33262474",0.0062554021633964,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33157738_33158588",0.00605273799764269,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33183970_33184870",0.00603043967333412,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33285058_33285964",0.00552111322220963,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33280252_33281170",0.00499019757955057,"MC"
