chrom,start,end,peak_id
11,47187099,47187912,chr11-47187099-47187912
11,47191570,47192489,chr11-47191570-47192489
11,47206963,47207887,chr11-47206963-47207887
11,47214300,47215244,chr11-47214300-47215244
11,47216158,47216880,chr11-47216158-47216880
11,47225466,47226276,chr11-47225466-47226276
11,47233661,47234331,chr11-47233661-47234331
11,47234521,47235383,chr11-47234521-47235383
11,47244651,47245529,chr11-47244651-47245529
11,47248448,47249363,chr11-47248448-47249363
11,47254347,47255212,chr11-47254347-47255212
11,47257544,47258405,chr11-47257544-47258405
11,47259244,47260171,chr11-47259244-47260171
11,47264952,47265821,chr11-47264952-47265821
11,47269509,47270300,chr11-47269509-47270300
11,47317197,47318038,chr11-47317197-47318038
11,47325457,47326300,chr11-47325457-47326300
11,47328156,47329051,chr11-47328156-47329051
11,47354975,47355899,chr11-47354975-47355899
11,47359353,47360231,chr11-47359353-47360231
11,47360906,47361693,chr11-47360906-47361693
11,47373668,47374531,chr11-47373668-47374531
11,47376466,47377370,chr11-47376466-47377370
11,47378128,47379027,chr11-47378128-47379027
11,47382855,47383783,chr11-47382855-47383783
11,47387792,47388718,chr11-47387792-47388718
11,47390783,47391678,chr11-47390783-47391678
11,47392889,47393714,chr11-47392889-47393714
11,47394469,47395351,chr11-47394469-47395351
11,47399950,47400762,chr11-47399950-47400762
11,47403182,47403941,chr11-47403182-47403941
11,47407915,47408850,chr11-47407915-47408850
11,47411854,47412735,chr11-47411854-47412735
11,47415518,47416417,chr11-47415518-47416417
11,47418352,47419150,chr11-47418352-47419150
11,47426070,47426974,chr11-47426070-47426974
11,47453961,47454856,chr11-47453961-47454856
11,47466795,47467643,chr11-47466795-47467643
11,47469074,47469790,chr11-47469074-47469790
11,47495002,47495909,chr11-47495002-47495909
11,47499163,47500103,chr11-47499163-47500103
11,47506883,47507702,chr11-47506883-47507702
11,47508728,47509624,chr11-47508728-47509624
11,47513022,47513888,chr11-47513022-47513888
11,47514699,47515551,chr11-47514699-47515551
11,47518429,47519338,chr11-47518429-47519338
11,47523579,47524395,chr11-47523579-47524395
11,47532620,47533312,chr11-47532620-47533312
11,47533442,47534176,chr11-47533442-47534176
11,47534581,47535343,chr11-47534581-47535343
11,47540020,47540826,chr11-47540020-47540826
11,47547442,47548330,chr11-47547442-47548330
11,47552765,47553636,chr11-47552765-47553636
11,47560112,47560944,chr11-47560112-47560944
11,47565176,47566063,chr11-47565176-47566063
11,47578516,47579436,chr11-47578516-47579436
11,47587636,47588550,chr11-47587636-47588550
11,47591866,47592570,chr11-47591866-47592570
11,47593724,47594447,chr11-47593724-47594447
11,47595034,47595758,chr11-47595034-47595758
11,47609370,47610275,chr11-47609370-47610275
11,47611210,47612135,chr11-47611210-47612135
11,47615806,47616577,chr11-47615806-47616577
11,47616876,47617675,chr11-47616876-47617675
11,47642147,47643031,chr11-47642147-47643031
11,128449147,128449883,chr11-128449147-128449883
11,128464941,128465342,chr11-128464941-128465342
11,128469845,128470616,chr11-128469845-128470616
11,128471119,128471862,chr11-128471119-128471862
11,128471994,128472845,chr11-128471994-128472845
11,128476461,128477358,chr11-128476461-128477358
11,128482320,128483105,chr11-128482320-128483105
11,128483237,128483954,chr11-128483237-128483954
11,128488331,128489255,chr11-128488331-128489255
11,128492920,128493755,chr11-128492920-128493755
11,128494330,128495120,chr11-128494330-128495120
11,128496778,128497610,chr11-128496778-128497610
11,128498464,128499376,chr11-128498464-128499376
11,128503356,128504284,chr11-128503356-128504284
11,128512226,128513133,chr11-128512226-128513133
11,128521993,128522901,chr11-128521993-128522901
11,128525248,128526153,chr11-128525248-128526153
11,128527740,128528356,chr11-128527740-128528356
11,128544373,128545299,chr11-128544373-128545299
11,128548424,128549323,chr11-128548424-128549323
11,128551465,128552251,chr11-128551465-128552251
11,128552721,128553602,chr11-128552721-128553602
11,128563758,128564671,chr11-128563758-128564671
11,128565642,128566554,chr11-128565642-128566554
11,128567999,128568808,chr11-128567999-128568808
11,128575556,128576368,chr11-128575556-128576368
11,128579599,128580473,chr11-128579599-128580473
11,128582529,128583435,chr11-128582529-128583435
11,128603822,128604728,chr11-128603822-128604728
11,128610841,128611714,chr11-128610841-128611714
11,128613330,128614231,chr11-128613330-128614231
11,128619724,128620615,chr11-128619724-128620615
11,128624107,128624982,chr11-128624107-128624982
11,128628405,128629239,chr11-128628405-128629239
11,128630169,128631048,chr11-128630169-128631048
11,128631984,128632812,chr11-128631984-128632812
11,128643400,128644283,chr11-128643400-128644283
11,128653516,128654408,chr11-128653516-128654408
11,128658217,128659073,chr11-128658217-128659073
11,128660704,128661623,chr11-128660704-128661623
11,128663802,128664602,chr11-128663802-128664602
11,128669231,128670133,chr11-128669231-128670133
11,128677879,128678701,chr11-128677879-128678701
11,128684635,128685313,chr11-128684635-128685313
11,128685715,128686496,chr11-128685715-128686496
11,128686676,128687525,chr11-128686676-128687525
11,128692654,128693407,chr11-128692654-128693407
11,128693727,128694525,chr11-128693727-128694525
11,128695608,128696497,chr11-128695608-128696497
11,128699625,128700528,chr11-128699625-128700528
11,128703388,128704277,chr11-128703388-128704277
11,128705365,128706204,chr11-128705365-128706204
11,128707091,128707883,chr11-128707091-128707883
11,128713337,128714200,chr11-128713337-128714200
11,128716647,128717362,chr11-128716647-128717362
11,128718565,128719467,chr11-128718565-128719467
11,128720324,128721193,chr11-128720324-128721193
11,128725283,128726122,chr11-128725283-128726122
11,128726562,128727380,chr11-128726562-128727380
11,128728761,128729708,chr11-128728761-128729708
11,128730759,128731660,chr11-128730759-128731660
11,128734167,128734984,chr11-128734167-128734984
11,128735790,128736663,chr11-128735790-128736663
11,128738665,128739592,chr11-128738665-128739592
11,128745532,128746374,chr11-128745532-128746374
11,128747441,128748365,chr11-128747441-128748365
11,128757004,128757881,chr11-128757004-128757881
11,128772532,128773420,chr11-128772532-128773420
11,128776447,128777343,chr11-128776447-128777343
11,128802336,128802843,chr11-128802336-128802843
11,128802964,128803713,chr11-128802964-128803713
11,128830021,128830745,chr11-128830021-128830745
11,128830897,128831696,chr11-128830897-128831696
11,128837333,128838186,chr11-128837333-128838186
11,128839859,128840734,chr11-128839859-128840734
11,128841287,128842203,chr11-128841287-128842203
11,128845123,128846013,chr11-128845123-128846013
11,128848526,128849406,chr11-128848526-128849406
11,128856792,128857706,chr11-128856792-128857706
11,128859550,128860442,chr11-128859550-128860442
11,128862088,128862987,chr11-128862088-128862987
11,128866982,128867785,chr11-128866982-128867785
11,128868752,128869608,chr11-128868752-128869608
11,128884462,128885371,chr11-128884462-128885371
11,128886270,128887145,chr11-128886270-128887145
11,128890471,128891366,chr11-128890471-128891366
11,128903437,128904298,chr11-128903437-128904298
11,128905266,128905987,chr11-128905266-128905987
11,128908362,128909191,chr11-128908362-128909191
11,128916477,128917425,chr11-128916477-128917425
11,128928205,128928922,chr11-128928205-128928922
11,128929566,128930300,chr11-128929566-128930300
16,88238434,88239259,chr16-88238434-88239259
16,88264810,88265466,chr16-88264810-88265466
16,88265573,88265858,chr16-88265573-88265858
16,88347763,88348638,chr16-88347763-88348638
16,88382895,88383535,chr16-88382895-88383535
16,88384377,88385017,chr16-88384377-88385017
16,88407588,88408481,chr16-88407588-88408481
16,88409818,88410629,chr16-88409818-88410629
16,88424700,88425569,chr16-88424700-88425569
16,88430294,88431174,chr16-88430294-88431174
16,88437095,88437996,chr16-88437095-88437996
16,88442740,88443643,chr16-88442740-88443643
16,88448256,88448994,chr16-88448256-88448994
16,88452604,88453487,chr16-88452604-88453487
16,88455894,88456643,chr16-88455894-88456643
16,88458232,88459068,chr16-88458232-88459068
16,88461619,88462477,chr16-88461619-88462477
16,88468282,88469205,chr16-88468282-88469205
16,88469701,88470569,chr16-88469701-88470569
16,88477773,88478676,chr16-88477773-88478676
16,88479629,88480351,chr16-88479629-88480351
16,88491356,88492252,chr16-88491356-88492252
16,88505164,88506051,chr16-88505164-88506051
16,88511613,88512480,chr16-88511613-88512480
16,88516204,88516999,chr16-88516204-88516999
16,88523449,88524266,chr16-88523449-88524266
16,88527152,88528060,chr16-88527152-88528060
16,88533874,88534741,chr16-88533874-88534741
16,88540616,88541309,chr16-88540616-88541309
16,88547837,88548790,chr16-88547837-88548790
16,88549858,88550727,chr16-88549858-88550727
16,88552472,88553275,chr16-88552472-88553275
16,88558739,88559627,chr16-88558739-88559627
16,88560448,88561149,chr16-88560448-88561149
16,88561686,88562569,chr16-88561686-88562569
16,88569884,88570772,chr16-88569884-88570772
16,88591322,88592255,chr16-88591322-88592255
16,88596143,88596941,chr16-88596143-88596941
16,88598906,88599826,chr16-88598906-88599826
16,88600353,88600961,chr16-88600353-88600961
16,88601768,88602641,chr16-88601768-88602641
16,88604724,88605486,chr16-88604724-88605486
16,88619683,88620597,chr16-88619683-88620597
16,88628317,88629087,chr16-88628317-88629087
16,88633935,88634665,chr16-88633935-88634665
16,88636862,88637746,chr16-88636862-88637746
16,88639319,88640214,chr16-88639319-88640214
16,88650825,88651768,chr16-88650825-88651768
16,88653374,88654283,chr16-88653374-88654283
16,88662837,88663719,chr16-88662837-88663719
16,88681541,88682445,chr16-88681541-88682445
16,88684870,88685646,chr16-88684870-88685646
16,88686103,88687008,chr16-88686103-88687008
16,88691621,88692534,chr16-88691621-88692534
16,88700603,88701485,chr16-88700603-88701485
19,12639824,12640722,chr19-12639824-12640722
19,12647322,12648192,chr19-12647322-12648192
19,12656749,12657572,chr19-12656749-12657572
19,12664908,12665729,chr19-12664908-12665729
19,12666273,12667187,chr19-12666273-12667187
19,12669049,12669953,chr19-12669049-12669953
19,12671757,12672650,chr19-12671757-12672650
19,12676082,12676983,chr19-12676082-12676983
19,12681418,12682203,chr19-12681418-12682203
19,12689367,12690279,chr19-12689367-12690279
19,12696206,12697097,chr19-12696206-12697097
19,12702849,12703698,chr19-12702849-12703698
19,12716682,12717565,chr19-12716682-12717565
19,12722242,12723115,chr19-12722242-12723115
19,12723737,12724458,chr19-12723737-12724458
19,12728457,12729333,chr19-12728457-12729333
19,12729850,12730712,chr19-12729850-12730712
19,12733068,12733653,chr19-12733068-12733653
19,12734266,12735172,chr19-12734266-12735172
19,12736814,12737726,chr19-12736814-12737726
19,12757334,12758241,chr19-12757334-12758241
19,12760323,12761213,chr19-12760323-12761213
19,12765729,12766648,chr19-12765729-12766648
19,12769435,12770319,chr19-12769435-12770319
19,12775190,12776093,chr19-12775190-12776093
19,12777440,12778203,chr19-12777440-12778203
19,12782066,12782987,chr19-12782066-12782987
19,12784405,12785265,chr19-12784405-12785265
19,12786037,12786876,chr19-12786037-12786876
19,12789607,12790500,chr19-12789607-12790500
19,12791090,12791921,chr19-12791090-12791921
19,12793306,12794181,chr19-12793306-12794181
19,12796194,12797064,chr19-12796194-12797064
19,12799939,12800722,chr19-12799939-12800722
19,12801428,12802352,chr19-12801428-12802352
19,12806107,12807016,chr19-12806107-12807016
19,12825255,12826152,chr19-12825255-12826152
19,12828189,12829114,chr19-12828189-12829114
19,12830247,12830961,chr19-12830247-12830961
19,12832205,12833083,chr19-12832205-12833083
19,12833609,12834367,chr19-12833609-12834367
19,12838008,12838887,chr19-12838008-12838887
19,12840419,12841243,chr19-12840419-12841243
19,12847321,12848223,chr19-12847321-12848223
19,12851727,12852576,chr19-12851727-12852576
19,12867211,12868099,chr19-12867211-12868099
19,12872675,12873569,chr19-12872675-12873569
19,12881053,12881959,chr19-12881053-12881959
19,12883373,12884221,chr19-12883373-12884221
19,12885072,12885975,chr19-12885072-12885975
19,12887073,12888012,chr19-12887073-12888012
19,12890565,12891486,chr19-12890565-12891486
19,12899686,12900607,chr19-12899686-12900607
19,12912730,12913335,chr19-12912730-12913335
19,12913766,12914664,chr19-12913766-12914664
19,12918900,12919804,chr19-12918900-12919804
19,12928111,12929021,chr19-12928111-12929021
19,12929883,12930754,chr19-12929883-12930754
19,12933292,12934172,chr19-12933292-12934172
19,12937972,12938881,chr19-12937972-12938881
19,12945380,12946248,chr19-12945380-12946248
19,12947652,12948546,chr19-12947652-12948546
19,12952636,12953484,chr19-12952636-12953484
19,12956766,12957671,chr19-12956766-12957671
19,12964982,12965838,chr19-12964982-12965838
19,12969300,12970189,chr19-12969300-12970189
19,12977598,12978502,chr19-12977598-12978502
19,12983254,12984155,chr19-12983254-12984155
19,12985044,12985991,chr19-12985044-12985991
19,12995143,12996009,chr19-12995143-12996009
19,13009934,13010839,chr19-13009934-13010839
19,13011679,13012378,chr19-13011679-13012378
19,13012822,13013704,chr19-13012822-13013704
19,13014001,13014888,chr19-13014001-13014888
19,13015429,13016289,chr19-13015429-13016289
19,13024351,13025116,chr19-13024351-13025116
19,13029657,13030535,chr19-13029657-13030535
19,13033811,13034677,chr19-13033811-13034677
19,13043984,13044860,chr19-13043984-13044860
19,13051400,13052265,chr19-13051400-13052265
19,13061058,13061947,chr19-13061058-13061947
19,13069403,13070281,chr19-13069403-13070281
19,13077084,13077975,chr19-13077084-13077975
19,13079203,13080055,chr19-13079203-13080055
19,13089035,13089880,chr19-13089035-13089880
19,13093507,13094384,chr19-13093507-13094384
19,13099261,13100016,chr19-13099261-13100016
19,13100158,13100815,chr19-13100158-13100815
19,13102520,13103447,chr19-13102520-13103447
19,13104227,13105059,chr19-13104227-13105059
19,13116315,13117179,chr19-13116315-13117179
19,13117811,13118677,chr19-13117811-13118677
19,13121920,13122862,chr19-13121920-13122862
19,13132301,13133181,chr19-13132301-13133181
19,33063091,33063854,chr19-33063091-33063854
19,33064467,33065319,chr19-33064467-33065319
19,33077661,33078560,chr19-33077661-33078560
19,33080713,33081623,chr19-33080713-33081623
19,33118811,33119738,chr19-33118811-33119738
19,33124426,33125169,chr19-33124426-33125169
19,33125642,33126548,chr19-33125642-33126548
19,33132127,33132894,chr19-33132127-33132894
19,33134434,33135355,chr19-33134434-33135355
19,33143637,33144544,chr19-33143637-33144544
19,33151990,33152854,chr19-33151990-33152854
19,33157738,33158588,chr19-33157738-33158588
19,33160202,33161109,chr19-33160202-33161109
19,33170094,33171010,chr19-33170094-33171010
19,33172790,33173721,chr19-33172790-33173721
19,33176759,33177578,chr19-33176759-33177578
19,33183970,33184870,chr19-33183970-33184870
19,33186583,33187212,chr19-33186583-33187212
19,33194270,33194898,chr19-33194270-33194898
19,33219354,33220099,chr19-33219354-33220099
19,33223631,33224532,chr19-33223631-33224532
19,33225273,33226104,chr19-33225273-33226104
19,33226457,33227379,chr19-33226457-33227379
19,33231203,33232104,chr19-33231203-33232104
19,33235070,33235932,chr19-33235070-33235932
19,33241282,33242200,chr19-33241282-33242200
19,33248928,33249793,chr19-33248928-33249793
19,33254091,33254967,chr19-33254091-33254967
19,33259225,33260014,chr19-33259225-33260014
19,33260591,33261455,chr19-33260591-33261455
19,33261763,33262474,chr19-33261763-33262474
19,33267256,33267969,chr19-33267256-33267969
19,33268315,33269213,chr19-33268315-33269213
19,33273733,33274630,chr19-33273733-33274630
19,33278348,33279047,chr19-33278348-33279047
19,33280252,33281170,chr19-33280252-33281170
19,33285058,33285964,chr19-33285058-33285964
19,33286674,33287589,chr19-33286674-33287589
19,33292683,33293027,chr19-33292683-33293027
19,33293144,33293897,chr19-33293144-33293897
19,33298214,33299132,chr19-33298214-33299132
19,33302178,33303078,chr19-33302178-33303078
19,33330325,33331159,chr19-33330325-33331159
19,33331963,33332851,chr19-33331963-33332851
19,33371963,33372669,chr19-33371963-33372669
19,33373323,33374154,chr19-33373323-33374154
19,33394047,33394952,chr19-33394047-33394952
19,33402137,33403038,chr19-33402137-33403038
19,33406544,33407429,chr19-33406544-33407429
19,33416045,33416909,chr19-33416045-33416909
19,33430266,33431135,chr19-33430266-33431135
19,33440958,33441866,chr19-33440958-33441866
19,33447269,33448157,chr19-33447269-33448157
19,33521384,33522293,chr19-33521384-33522293
3,128242893,128243821,chr3-128242893-128243821
3,128293715,128294501,chr3-128293715-128294501
3,128294976,128295854,chr3-128294976-128295854
3,128316205,128317098,chr3-128316205-128317098
3,128321750,128322587,chr3-128321750-128322587
3,128348739,128349582,chr3-128348739-128349582
3,128369995,128370869,chr3-128369995-128370869
3,128378057,128379003,chr3-128378057-128379003
3,128383257,128384145,chr3-128383257-128384145
3,128393797,128394663,chr3-128393797-128394663
3,128403043,128403911,chr3-128403043-128403911
3,128414999,128415900,chr3-128414999-128415900
3,128416485,128417352,chr3-128416485-128417352
3,128426089,128426994,chr3-128426089-128426994
3,128432696,128433523,chr3-128432696-128433523
3,128448199,128449045,chr3-128448199-128449045
3,128453401,128454198,chr3-128453401-128454198
3,128466957,128467798,chr3-128466957-128467798
3,128468786,128469380,chr3-128468786-128469380
3,128482839,128483707,chr3-128482839-128483707
3,128483848,128484563,chr3-128483848-128484563
3,128486456,128487230,chr3-128486456-128487230
3,128492555,128493484,chr3-128492555-128493484
3,128497389,128498281,chr3-128497389-128498281
3,128523285,128524201,chr3-128523285-128524201
3,128554974,128555869,chr3-128554974-128555869
3,128567464,128568206,chr3-128567464-128568206
3,128572320,128573165,chr3-128572320-128573165
3,128573587,128574495,chr3-128573587-128574495
3,128584138,128585034,chr3-128584138-128585034
3,128587892,128588776,chr3-128587892-128588776
3,128591722,128592645,chr3-128591722-128592645
3,128595262,128596141,chr3-128595262-128596141
3,128597258,128598186,chr3-128597258-128598186
3,128598721,128599577,chr3-128598721-128599577
3,128603592,128604394,chr3-128603592-128604394
3,128608045,128608924,chr3-128608045-128608924
3,128617310,128618216,chr3-128617310-128618216
3,128619287,128620130,chr3-128619287-128620130
3,128623482,128624372,chr3-128623482-128624372
3,128650444,128651263,chr3-128650444-128651263
3,128653693,128654576,chr3-128653693-128654576
3,128656270,128657105,chr3-128656270-128657105
3,128665358,128666198,chr3-128665358-128666198
3,128670891,128671786,chr3-128670891-128671786
3,128674458,128675362,chr3-128674458-128675362
3,128680487,128681373,chr3-128680487-128681373
3,128683721,128684510,chr3-128683721-128684510
3,128684906,128685608,chr3-128684906-128685608
3,128697079,128697703,chr3-128697079-128697703
3,128698175,128699128,chr3-128698175-128699128
3,128701304,128702113,chr3-128701304-128702113
3,128704158,128705006,chr3-128704158-128705006
3,128714835,128715745,chr3-128714835-128715745
3,128718666,128719513,chr3-128718666-128719513
3,128725696,128726564,chr3-128725696-128726564
X,48539148,48540016,chrX-48539148-48540016
X,48550314,48550799,chrX-48550314-48550799
X,48550895,48551318,chrX-48550895-48551318
X,48574099,48575008,chrX-48574099-48575008
X,48579091,48579867,chrX-48579091-48579867
X,48597311,48598316,chrX-48597311-48598316
X,48617409,48618221,chrX-48617409-48618221
X,48631193,48632063,chrX-48631193-48632063
X,48648002,48648894,chrX-48648002-48648894
X,48667316,48668187,chrX-48667316-48668187
X,48676038,48676927,chrX-48676038-48676927
X,48680195,48681086,chrX-48680195-48681086
X,48682619,48683217,chrX-48682619-48683217
X,48683342,48684137,chrX-48683342-48684137
X,48688918,48689792,chrX-48688918-48689792
X,48696178,48697101,chrX-48696178-48697101
X,48701801,48702651,chrX-48701801-48702651
X,48705510,48706413,chrX-48705510-48706413
X,48713242,48714037,chrX-48713242-48714037
X,48714549,48715316,chrX-48714549-48715316
X,48719883,48720446,chrX-48719883-48720446
X,48720594,48721412,chrX-48720594-48721412
X,48726297,48727143,chrX-48726297-48727143
X,48736923,48737798,chrX-48736923-48737798
X,48751156,48752049,chrX-48751156-48752049
X,48761590,48762469,chrX-48761590-48762469
X,48782598,48783489,chrX-48782598-48783489
X,48785866,48786604,chrX-48785866-48786604
X,48789251,48790164,chrX-48789251-48790164
X,48794090,48794959,chrX-48794090-48794959
X,48801394,48802331,chrX-48801394-48802331
X,48826376,48827068,chrX-48826376-48827068
X,48834940,48835809,chrX-48834940-48835809
X,48891275,48892145,chrX-48891275-48892145
X,48897508,48898437,chrX-48897508-48898437
X,48911245,48912165,chrX-48911245-48912165
X,48916945,48917853,chrX-48916945-48917853
X,48918669,48919573,chrX-48918669-48919573
X,48920162,48920886,chrX-48920162-48920886
X,48933459,48934137,chrX-48933459-48934137
X,48934447,48935324,chrX-48934447-48935324
X,48936933,48937641,chrX-48936933-48937641
X,48938575,48939343,chrX-48938575-48939343
X,48940395,48940958,chrX-48940395-48940958
X,48941535,48942272,chrX-48941535-48942272
X,48945493,48946401,chrX-48945493-48946401
X,48957778,48958683,chrX-48957778-48958683
X,48961364,48962214,chrX-48961364-48962214
X,48971350,48971952,chrX-48971350-48971952
X,48972082,48972822,chrX-48972082-48972822
X,49001957,49002819,chrX-49001957-49002819
X,49012592,49013477,chrX-49012592-49013477
X,49029354,49030261,chrX-49029354-49030261
X,49032738,49033626,chrX-49032738-49033626
