,tf,target,key
168,Ctcf,6030440G07Rik,Ctcf_6030440G07Rik
169,Ctcf,6820431F20Rik,Ctcf_6820431F20Rik
170,Ctcf,8030462N17Rik,Ctcf_8030462N17Rik
171,Ctcf,9030624J02Rik,Ctcf_9030624J02Rik
172,Ctcf,9330104G04Rik,Ctcf_9330104G04Rik
173,Ctcf,9330179D12Rik,Ctcf_9330179D12Rik
174,Ctcf,9530020I12Rik,Ctcf_9530020I12Rik
175,Ctcf,9530052E02Rik,Ctcf_9530052E02Rik
176,Ctcf,9530077C05Rik,Ctcf_9530077C05Rik
177,Ctcf,9930012K11Rik,Ctcf_9930012K11Rik
178,Ctcf,9930104L06Rik,Ctcf_9930104L06Rik
179,Ctcf,A230028O05Rik,Ctcf_A230028O05Rik
180,Ctcf,A330040F15Rik,Ctcf_A330040F15Rik
181,Ctcf,A430078I02Rik,Ctcf_A430078I02Rik
182,Ctcf,A530050N04Rik,Ctcf_A530050N04Rik
183,Ctcf,A630076J17Rik,Ctcf_A630076J17Rik
184,Ctcf,A930015D03Rik,Ctcf_A930015D03Rik
185,Ctcf,AA388235,Ctcf_AA388235
186,Ctcf,AA467197,Ctcf_AA467197
187,Ctcf,AI413582,Ctcf_AI413582
188,Ctcf,AW112010,Ctcf_AW112010
189,Ctcf,AY702103,Ctcf_AY702103
190,Ctcf,Aanat,Ctcf_Aanat
191,Ctcf,Abca1,Ctcf_Abca1
192,Ctcf,Abca2,Ctcf_Abca2
193,Ctcf,Abca3,Ctcf_Abca3
194,Ctcf,Abcc5,Ctcf_Abcc5
195,Ctcf,Abhd11os,Ctcf_Abhd11os
196,Ctcf,Abr,Ctcf_Abr
197,Ctcf,Abt1,Ctcf_Abt1
198,Ctcf,Acads,Ctcf_Acads
199,Ctcf,Acbd3,Ctcf_Acbd3
200,Ctcf,Acbd4,Ctcf_Acbd4
201,Ctcf,Ache,Ctcf_Ache
202,Ctcf,Aco1,Ctcf_Aco1
203,Ctcf,Acod1,Ctcf_Acod1
204,Ctcf,Acot7,Ctcf_Acot7
205,Ctcf,Adam19,Ctcf_Adam19
206,Ctcf,Adamtsl5,Ctcf_Adamtsl5
207,Ctcf,Adap1,Ctcf_Adap1
208,Ctcf,Adck5,Ctcf_Adck5
209,Ctcf,Adcy7,Ctcf_Adcy7
210,Ctcf,Adgrf1,Ctcf_Adgrf1
211,Ctcf,Adm,Ctcf_Adm
212,Ctcf,Adnp,Ctcf_Adnp
213,Ctcf,Adora1,Ctcf_Adora1
214,Ctcf,Adora3,Ctcf_Adora3
215,Ctcf,Adpgk,Ctcf_Adpgk
216,Ctcf,Adprhl2,Ctcf_Adprhl2
217,Ctcf,Adrm1,Ctcf_Adrm1
218,Ctcf,Adsl,Ctcf_Adsl
219,Ctcf,Adssl1,Ctcf_Adssl1
220,Ctcf,Afmid,Ctcf_Afmid
221,Ctcf,Agfg1,Ctcf_Agfg1
222,Ctcf,Ago1,Ctcf_Ago1
223,Ctcf,Ago2,Ctcf_Ago2
224,Ctcf,Ahcy,Ctcf_Ahcy
225,Ctcf,Ahcyl1,Ctcf_Ahcyl1
226,Ctcf,Ahdc1,Ctcf_Ahdc1
228,Ctcf,Aif1,Ctcf_Aif1
229,Ctcf,Aip,Ctcf_Aip
230,Ctcf,Aire,Ctcf_Aire
231,Ctcf,Ak1,Ctcf_Ak1
232,Ctcf,Akr1b8,Ctcf_Akr1b8
233,Ctcf,Alcam,Ctcf_Alcam
234,Ctcf,Aldh18a1,Ctcf_Aldh18a1
235,Ctcf,Aldh2,Ctcf_Aldh2
236,Ctcf,Alkbh2,Ctcf_Alkbh2
237,Ctcf,Amigo3,Ctcf_Amigo3
238,Ctcf,Amz2,Ctcf_Amz2
239,Ctcf,Anapc5,Ctcf_Anapc5
240,Ctcf,Ankmy1,Ctcf_Ankmy1
241,Ctcf,Ankrd13b,Ctcf_Ankrd13b
242,Ctcf,Ankrd13d,Ctcf_Ankrd13d
243,Ctcf,Ankrd2,Ctcf_Ankrd2
244,Ctcf,Ankrd39,Ctcf_Ankrd39
245,Ctcf,Ankrd46,Ctcf_Ankrd46
246,Ctcf,Ankrd63,Ctcf_Ankrd63
247,Ctcf,Anxa11,Ctcf_Anxa11
248,Ctcf,Anxa13,Ctcf_Anxa13
249,Ctcf,Anxa6,Ctcf_Anxa6
250,Ctcf,Ap1m2,Ctcf_Ap1m2
251,Ctcf,Ap3d1,Ctcf_Ap3d1
252,Ctcf,Ap3m2,Ctcf_Ap3m2
253,Ctcf,Ap4e1,Ctcf_Ap4e1
254,Ctcf,Ap5b1,Ctcf_Ap5b1
255,Ctcf,Ap5s1,Ctcf_Ap5s1
256,Ctcf,Apba1,Ctcf_Apba1
257,Ctcf,Api5,Ctcf_Api5
258,Ctcf,Aplp1,Ctcf_Aplp1
259,Ctcf,Apobec3,Ctcf_Apobec3
260,Ctcf,Aqp11,Ctcf_Aqp11
261,Ctcf,Aqp6,Ctcf_Aqp6
262,Ctcf,Aqp8,Ctcf_Aqp8
263,Ctcf,Arfgap1,Ctcf_Arfgap1
264,Ctcf,Arhgap22,Ctcf_Arhgap22
265,Ctcf,Arhgap27,Ctcf_Arhgap27
266,Ctcf,Arhgap39,Ctcf_Arhgap39
267,Ctcf,Arhgef10l,Ctcf_Arhgef10l
268,Ctcf,Arhgef2,Ctcf_Arhgef2
269,Ctcf,Arid3a,Ctcf_Arid3a
270,Ctcf,Arl2,Ctcf_Arl2
271,Ctcf,Arl4c,Ctcf_Arl4c
272,Ctcf,Arl5c,Ctcf_Arl5c
273,Ctcf,Arl8b,Ctcf_Arl8b
274,Ctcf,Armc12,Ctcf_Armc12
275,Ctcf,Armc7,Ctcf_Armc7
276,Ctcf,Arpc3,Ctcf_Arpc3
277,Ctcf,Arrdc2,Ctcf_Arrdc2
279,Ctcf,Asb2,Ctcf_Asb2
280,Ctcf,Asb6,Ctcf_Asb6
281,Ctcf,Asic1,Ctcf_Asic1
282,Ctcf,Asic4,Ctcf_Asic4
283,Ctcf,Astl,Ctcf_Astl
284,Ctcf,Atad1,Ctcf_Atad1
285,Ctcf,Atad2b,Ctcf_Atad2b
286,Ctcf,Atg101,Ctcf_Atg101
287,Ctcf,Atn1,Ctcf_Atn1
288,Ctcf,Atp5g2,Ctcf_Atp5g2
289,Ctcf,Atp5k,Ctcf_Atp5k
290,Ctcf,Atp6v0d1,Ctcf_Atp6v0d1
291,Ctcf,Atp6v1g2,Ctcf_Atp6v1g2
292,Ctcf,Atp8b2,Ctcf_Atp8b2
294,Ctcf,Aurkaip1,Ctcf_Aurkaip1
295,Ctcf,Azi2,Ctcf_Azi2
296,Ctcf,Azin2,Ctcf_Azin2
297,Ctcf,B3galt5,Ctcf_B3galt5
298,Ctcf,B3gat2,Ctcf_B3gat2
299,Ctcf,B3glct,Ctcf_B3glct
300,Ctcf,B3gnt9,Ctcf_B3gnt9
301,Ctcf,B4galnt1,Ctcf_B4galnt1
302,Ctcf,B9d1,Ctcf_B9d1
303,Ctcf,BC024386,Ctcf_BC024386
304,Ctcf,BC025920,Ctcf_BC025920
305,Ctcf,BC029722,Ctcf_BC029722
306,Ctcf,BC030867,Ctcf_BC030867
307,Ctcf,Bambi,Ctcf_Bambi
308,Ctcf,Bambi-ps1,Ctcf_Bambi-ps1
309,Ctcf,Bckdhb,Ctcf_Bckdhb
310,Ctcf,Bcl2,Ctcf_Bcl2
311,Ctcf,Bcl2l1,Ctcf_Bcl2l1
312,Ctcf,Bcl2l14,Ctcf_Bcl2l14
313,Ctcf,Bcl6,Ctcf_Bcl6
314,Ctcf,Bcl6b,Ctcf_Bcl6b
315,Ctcf,Bcl9l,Ctcf_Bcl9l
316,Ctcf,Bclaf3,Ctcf_Bclaf3
317,Ctcf,Bcr,Ctcf_Bcr
318,Ctcf,Bfsp1,Ctcf_Bfsp1
319,Ctcf,Bhlhe23,Ctcf_Bhlhe23
320,Ctcf,Bicdl1,Ctcf_Bicdl1
321,Ctcf,Bin3,Ctcf_Bin3
322,Ctcf,Birc7,Ctcf_Birc7
323,Ctcf,Bmf,Ctcf_Bmf
324,Ctcf,Bms1,Ctcf_Bms1
325,Ctcf,Bola3,Ctcf_Bola3
326,Ctcf,Bop1,Ctcf_Bop1
327,Ctcf,Bphl,Ctcf_Bphl
328,Ctcf,Bpifb9b,Ctcf_Bpifb9b
329,Ctcf,Btbd17,Ctcf_Btbd17
330,Ctcf,Btbd19,Ctcf_Btbd19
331,Ctcf,Bvht,Ctcf_Bvht
332,Ctcf,C130021I20Rik,Ctcf_C130021I20Rik
333,Ctcf,C130071C03Rik,Ctcf_C130071C03Rik
334,Ctcf,C1qbp,Ctcf_C1qbp
335,Ctcf,C1qtnf5,Ctcf_C1qtnf5
336,Ctcf,C1qtnf6,Ctcf_C1qtnf6
337,Ctcf,C230035I16Rik,Ctcf_C230035I16Rik
338,Ctcf,C2cd4d,Ctcf_C2cd4d
339,Ctcf,C330013E15Rik,Ctcf_C330013E15Rik
340,Ctcf,C430042M11Rik,Ctcf_C430042M11Rik
341,Ctcf,Cacfd1,Ctcf_Cacfd1
342,Ctcf,Cacng7,Ctcf_Cacng7
343,Ctcf,Cadm4,Ctcf_Cadm4
344,Ctcf,Calm1,Ctcf_Calm1
345,Ctcf,Camk2n1,Ctcf_Camk2n1
346,Ctcf,Capg,Ctcf_Capg
347,Ctcf,Capn1,Ctcf_Capn1
348,Ctcf,Capn11,Ctcf_Capn11
349,Ctcf,Capn5,Ctcf_Capn5
350,Ctcf,Car14,Ctcf_Car14
351,Ctcf,Car3,Ctcf_Car3
352,Ctcf,Carmil2,Ctcf_Carmil2
353,Ctcf,Carmil3,Ctcf_Carmil3
354,Ctcf,Carns1,Ctcf_Carns1
355,Ctcf,Caskin2,Ctcf_Caskin2
356,Ctcf,Casq1,Ctcf_Casq1
357,Ctcf,Cbl,Ctcf_Cbl
358,Ctcf,Cblc,Ctcf_Cblc
359,Ctcf,Cbr1,Ctcf_Cbr1
360,Ctcf,Cbwd1,Ctcf_Cbwd1
361,Ctcf,Cbx4,Ctcf_Cbx4
362,Ctcf,Cbx8,Ctcf_Cbx8
363,Ctcf,Ccdc110,Ctcf_Ccdc110
365,Ctcf,Ccdc124,Ctcf_Ccdc124
366,Ctcf,Ccdc177,Ctcf_Ccdc177
367,Ctcf,Ccdc38,Ctcf_Ccdc38
368,Ctcf,Ccdc63,Ctcf_Ccdc63
369,Ctcf,Ccdc65,Ctcf_Ccdc65
370,Ctcf,Ccdc69,Ctcf_Ccdc69
371,Ctcf,Ccdc8,Ctcf_Ccdc8
372,Ctcf,Ccdc80,Ctcf_Ccdc80
373,Ctcf,Ccdc83,Ctcf_Ccdc83
374,Ctcf,Ccdc88c,Ctcf_Ccdc88c
375,Ctcf,Ccdc9,Ctcf_Ccdc9
377,Ctcf,Ccdc97,Ctcf_Ccdc97
378,Ctcf,Ccin,Ctcf_Ccin
379,Ctcf,Ccnd1,Ctcf_Ccnd1
380,Ctcf,Ccnd3,Ctcf_Ccnd3
381,Ctcf,Ccny,Ctcf_Ccny
382,Ctcf,Ccr10,Ctcf_Ccr10
383,Ctcf,Ccr7,Ctcf_Ccr7
384,Ctcf,Cd2,Ctcf_Cd2
385,Ctcf,Cd209g,Ctcf_Cd209g
386,Ctcf,Cd247,Ctcf_Cd247
387,Ctcf,Cd276,Ctcf_Cd276
388,Ctcf,Cd52,Ctcf_Cd52
389,Ctcf,Cd55,Ctcf_Cd55
390,Ctcf,Cdc123,Ctcf_Cdc123
391,Ctcf,Cdc42bpg,Ctcf_Cdc42bpg
392,Ctcf,Cdc73,Ctcf_Cdc73
393,Ctcf,Cdca7l,Ctcf_Cdca7l
394,Ctcf,Cdh23,Ctcf_Cdh23
395,Ctcf,Cdipt,Ctcf_Cdipt
396,Ctcf,Cdk17,Ctcf_Cdk17
397,Ctcf,Cdkl4,Ctcf_Cdkl4
398,Ctcf,Cdkn1a,Ctcf_Cdkn1a
399,Ctcf,Cdkn2aipnl,Ctcf_Cdkn2aipnl
400,Ctcf,Cds2,Ctcf_Cds2
401,Ctcf,Ceacam19,Ctcf_Ceacam19
402,Ctcf,Cebpb,Ctcf_Cebpb
403,Ctcf,Cenpc1,Ctcf_Cenpc1
404,Ctcf,Cenpe,Ctcf_Cenpe
405,Ctcf,Cenpm,Ctcf_Cenpm
406,Ctcf,Cenps,Ctcf_Cenps
407,Ctcf,Cep120,Ctcf_Cep120
408,Ctcf,Cep135,Ctcf_Cep135
409,Ctcf,Cep85,Ctcf_Cep85
410,Ctcf,Cercam,Ctcf_Cercam
411,Ctcf,Cfap45,Ctcf_Cfap45
412,Ctcf,Cfap54,Ctcf_Cfap54
413,Ctcf,Cfap58,Ctcf_Cfap58
414,Ctcf,Cfd,Ctcf_Cfd
415,Ctcf,Chd1l,Ctcf_Chd1l
416,Ctcf,Chd5,Ctcf_Chd5
417,Ctcf,Chd9,Ctcf_Chd9
418,Ctcf,Cirbp,Ctcf_Cirbp
419,Ctcf,Cisd3,Ctcf_Cisd3
420,Ctcf,Ciz1,Ctcf_Ciz1
421,Ctcf,Ckb,Ctcf_Ckb
422,Ctcf,Ckmt1,Ctcf_Ckmt1
423,Ctcf,Clcn4,Ctcf_Clcn4
424,Ctcf,Clcnka,Ctcf_Clcnka
425,Ctcf,Cldn19,Ctcf_Cldn19
426,Ctcf,Clec4g,Ctcf_Clec4g
427,Ctcf,Clk3,Ctcf_Clk3
428,Ctcf,Cln6,Ctcf_Cln6
429,Ctcf,Clpsl2,Ctcf_Clpsl2
430,Ctcf,Cluap1,Ctcf_Cluap1
431,Ctcf,Cmtm3,Ctcf_Cmtm3
432,Ctcf,Cnga4,Ctcf_Cnga4
433,Ctcf,Cnih1,Ctcf_Cnih1
434,Ctcf,Cnih2,Ctcf_Cnih2
435,Ctcf,Cnmd,Ctcf_Cnmd
436,Ctcf,Cnn1,Ctcf_Cnn1
437,Ctcf,Cnnm2,Ctcf_Cnnm2
438,Ctcf,Cnr2,Ctcf_Cnr2
439,Ctcf,Cog1,Ctcf_Cog1
440,Ctcf,Coil,Ctcf_Coil
441,Ctcf,Col14a1,Ctcf_Col14a1
442,Ctcf,Col26a1,Ctcf_Col26a1
443,Ctcf,Col27a1,Ctcf_Col27a1
444,Ctcf,Col9a2,Ctcf_Col9a2
445,Ctcf,Comtd1,Ctcf_Comtd1
446,Ctcf,Copg1,Ctcf_Copg1
447,Ctcf,Coq2,Ctcf_Coq2
448,Ctcf,Coro1a,Ctcf_Coro1a
449,Ctcf,Coro1c,Ctcf_Coro1c
450,Ctcf,Coro2a,Ctcf_Coro2a
451,Ctcf,Coro6,Ctcf_Coro6
452,Ctcf,Cotl1,Ctcf_Cotl1
453,Ctcf,Cox14,Ctcf_Cox14
454,Ctcf,Cplx2,Ctcf_Cplx2
455,Ctcf,Cpn2,Ctcf_Cpn2
456,Ctcf,Cpsf1,Ctcf_Cpsf1
457,Ctcf,Cpsf4l,Ctcf_Cpsf4l
458,Ctcf,Crbn,Ctcf_Crbn
459,Ctcf,Creg1,Ctcf_Creg1
460,Ctcf,Creld2,Ctcf_Creld2
461,Ctcf,Crem,Ctcf_Crem
462,Ctcf,Crh,Ctcf_Crh
463,Ctcf,Crls1,Ctcf_Crls1
464,Ctcf,Crocc,Ctcf_Crocc
465,Ctcf,Crocc2,Ctcf_Crocc2
466,Ctcf,Cryaa,Ctcf_Cryaa
467,Ctcf,Crygn,Ctcf_Crygn
468,Ctcf,Csf3,Ctcf_Csf3
469,Ctcf,Csk,Ctcf_Csk
470,Ctcf,Csnk2a2,Ctcf_Csnk2a2
471,Ctcf,Cstf1,Ctcf_Cstf1
472,Ctcf,Ctbp1,Ctcf_Ctbp1
473,Ctcf,Ctrl,Ctcf_Ctrl
474,Ctcf,Ctss,Ctcf_Ctss
475,Ctcf,Cuedc1,Ctcf_Cuedc1
476,Ctcf,Cul5,Ctcf_Cul5
477,Ctcf,Cutc,Ctcf_Cutc
478,Ctcf,Cx3cr1,Ctcf_Cx3cr1
479,Ctcf,Cyp11a1,Ctcf_Cyp11a1
480,Ctcf,Cyp17a1,Ctcf_Cyp17a1
481,Ctcf,Cyp1b1,Ctcf_Cyp1b1
482,Ctcf,Cyp26a1,Ctcf_Cyp26a1
483,Ctcf,Cyp2w1,Ctcf_Cyp2w1
484,Ctcf,Cyp4f13,Ctcf_Cyp4f13
485,Ctcf,Cyp4f16,Ctcf_Cyp4f16
486,Ctcf,D030047H15Rik,Ctcf_D030047H15Rik
487,Ctcf,D10Jhu81e,Ctcf_D10Jhu81e
488,Ctcf,D430036J16Rik,Ctcf_D430036J16Rik
489,Ctcf,D6Ertd527e,Ctcf_D6Ertd527e
490,Ctcf,Dand5,Ctcf_Dand5
491,Ctcf,Dapp1,Ctcf_Dapp1
492,Ctcf,Dbil5,Ctcf_Dbil5
493,Ctcf,Dcaf7,Ctcf_Dcaf7
494,Ctcf,Dcdc2b,Ctcf_Dcdc2b
495,Ctcf,Dctn6,Ctcf_Dctn6
496,Ctcf,Ddah2,Ctcf_Ddah2
497,Ctcf,Ddias,Ctcf_Ddias
498,Ctcf,Ddx18,Ctcf_Ddx18
499,Ctcf,Ddx20,Ctcf_Ddx20
500,Ctcf,Ddx24,Ctcf_Ddx24
501,Ctcf,Ddx41,Ctcf_Ddx41
502,Ctcf,Ddx46,Ctcf_Ddx46
503,Ctcf,Ddx47,Ctcf_Ddx47
504,Ctcf,Ddx52,Ctcf_Ddx52
505,Ctcf,Ddx54,Ctcf_Ddx54
506,Ctcf,Ddx56,Ctcf_Ddx56
507,Ctcf,Def6,Ctcf_Def6
508,Ctcf,Def8,Ctcf_Def8
509,Ctcf,Dennd6b,Ctcf_Dennd6b
510,Ctcf,Denr,Ctcf_Denr
511,Ctcf,Det1,Ctcf_Det1
512,Ctcf,Dgkz,Ctcf_Dgkz
514,Ctcf,Dhrs1,Ctcf_Dhrs1
515,Ctcf,Dhx16,Ctcf_Dhx16
516,Ctcf,Dhx30,Ctcf_Dhx30
517,Ctcf,Dhx58,Ctcf_Dhx58
518,Ctcf,Dhx8,Ctcf_Dhx8
519,Ctcf,Diaph1,Ctcf_Diaph1
520,Ctcf,Diexf,Ctcf_Diexf
521,Ctcf,Dip2b,Ctcf_Dip2b
522,Ctcf,Dlk2,Ctcf_Dlk2
523,Ctcf,Dmtn,Ctcf_Dmtn
524,Ctcf,Dnajb13,Ctcf_Dnajb13
525,Ctcf,Dnajc11,Ctcf_Dnajc11
526,Ctcf,Dnase1l3,Ctcf_Dnase1l3
527,Ctcf,Dnm1,Ctcf_Dnm1
528,Ctcf,Dnmt3a,Ctcf_Dnmt3a
529,Ctcf,Dock5,Ctcf_Dock5
530,Ctcf,Dok2,Ctcf_Dok2
531,Ctcf,Dpep2,Ctcf_Dpep2
532,Ctcf,Dph3,Ctcf_Dph3
533,Ctcf,Dph7,Ctcf_Dph7
534,Ctcf,Dpp8,Ctcf_Dpp8
535,Ctcf,Dtwd2,Ctcf_Dtwd2
536,Ctcf,Dtx1,Ctcf_Dtx1
537,Ctcf,Dtx4,Ctcf_Dtx4
538,Ctcf,Dubr,Ctcf_Dubr
539,Ctcf,Dus1l,Ctcf_Dus1l
540,Ctcf,Dusp13,Ctcf_Dusp13
541,Ctcf,Dusp23,Ctcf_Dusp23
542,Ctcf,Dusp8,Ctcf_Dusp8
543,Ctcf,Dync1li2,Ctcf_Dync1li2
544,Ctcf,Dyrk1a,Ctcf_Dyrk1a
545,Ctcf,E130309D02Rik,Ctcf_E130309D02Rik
546,Ctcf,E130311K13Rik,Ctcf_E130311K13Rik
547,Ctcf,E2f2,Ctcf_E2f2
548,Ctcf,E330013P04Rik,Ctcf_E330013P04Rik
549,Ctcf,E330021D16Rik,Ctcf_E330021D16Rik
550,Ctcf,Ebf1,Ctcf_Ebf1
551,Ctcf,Echdc1,Ctcf_Echdc1
552,Ctcf,Eef1e1,Ctcf_Eef1e1
553,Ctcf,Eef1g,Ctcf_Eef1g
554,Ctcf,Eef2,Ctcf_Eef2
555,Ctcf,Eef2k,Ctcf_Eef2k
556,Ctcf,Eef2kmt,Ctcf_Eef2kmt
557,Ctcf,Efcab14,Ctcf_Efcab14
558,Ctcf,Efcab6,Ctcf_Efcab6
559,Ctcf,Efna1,Ctcf_Efna1
560,Ctcf,Efna3,Ctcf_Efna3
561,Ctcf,Efna4,Ctcf_Efna4
562,Ctcf,Egln2,Ctcf_Egln2
563,Ctcf,Egr2,Ctcf_Egr2
564,Ctcf,Ehbp1l1,Ctcf_Ehbp1l1
565,Ctcf,Ehd2,Ctcf_Ehd2
566,Ctcf,Eid2b,Ctcf_Eid2b
567,Ctcf,Eif3g,Ctcf_Eif3g
568,Ctcf,Eif4b,Ctcf_Eif4b
569,Ctcf,Eif4ebp1,Ctcf_Eif4ebp1
570,Ctcf,Elf4,Ctcf_Elf4
571,Ctcf,Elfn2,Ctcf_Elfn2
572,Ctcf,Elovl3,Ctcf_Elovl3
573,Ctcf,Endou,Ctcf_Endou
574,Ctcf,Endov,Ctcf_Endov
575,Ctcf,Entpd1,Ctcf_Entpd1
576,Ctcf,Epb41l4aos,Ctcf_Epb41l4aos
577,Ctcf,Epb41l4b,Ctcf_Epb41l4b
578,Ctcf,Ephb1,Ctcf_Ephb1
579,Ctcf,Epop,Ctcf_Epop
580,Ctcf,Eps8l3,Ctcf_Eps8l3
581,Ctcf,Ercc1,Ctcf_Ercc1
583,Ctcf,Erlin2,Ctcf_Erlin2
584,Ctcf,Ermn,Ctcf_Ermn
585,Ctcf,Ermp1,Ctcf_Ermp1
586,Ctcf,Esco1,Ctcf_Esco1
587,Ctcf,Espn,Ctcf_Espn
588,Ctcf,Esr2,Ctcf_Esr2
589,Ctcf,Esrp2,Ctcf_Esrp2
590,Ctcf,Ets2,Ctcf_Ets2
591,Ctcf,Evl,Ctcf_Evl
