source_real_symbol,target_real_symbol,peak,importance,function_type
GATA2,GATA1,chrX_48782598_48783489,0.0052164889944524,MC
JUN,GATA1,chrX_48667316_48668187,0.0052164889944524,MC
GATA2,GATA1,chrX_48782598_48783489,0.0048813354820628,MC
CEBPA,GATA1,chrX_48550895_48551318,0.0048813354820628,MC
GATA2,GATA1,chrX_48782598_48783489,0.0045645125049523,MC
GATA2,GATA1,chrX_48782598_48783489,0.0044004243072318,MC
SPI1,GATA1,chrX_49001957_49002819,0.0044004243072318,MC
GATA2,GATA1,chrX_48782598_48783489,0.004325421022037,MC
GATA2,GATA1,chrX_48782598_48783489,0.0041951110167684,MC
JUN,GATA1,chrX_48688918_48689792,0.0041951110167684,MC
GATA2,GATA1,chrX_48782598_48783489,0.0035256444035831,MC
GATA2,GATA1,chrX_48782598_48783489,0.0030261411679101,MC
GATA2,GATA1,chrX_48782598_48783489,0.0030100472377513,MC
SPI1,GATA1,chrX_48682619_48683217,0.0030100472377513,MC
GATA2,GATA1,chrX_48782598_48783489,0.0028726699453707,MC
GATA2,GATA1,chrX_48941535_48942272,0.0028726699453707,MC
GATA2,GATA1,chrX_48782598_48783489,0.0023178678514352,MC
GATA2,GATA1,chrX_48782598_48783489,0.0021137808431049,MC
GATA2,GATA1,chrX_48782598_48783489,0.0016092234253733,MC
GATA2,GATA1,chrX_48726297_48727143,0.0016092234253733,MC
GATA2,GATA1,chrX_48782598_48783489,0.0015139310511903,MC
CEBPA,GATA1,chrX_48751156_48752049,0.0015139310511903,MC
GATA2,GATA1,chrX_48782598_48783489,0.0013268241916976,MC
GATA2,GATA1,chrX_48782598_48783489,0.0012823228093881,MC
FLI1,GATA1,chrX_48957778_48958683,0.0012823228093881,MC
CEBPA,GATA1,chrX_48957778_48958683,0.0012823228093881,MC
GATA2,GATA1,chrX_48782598_48783489,0.0012399437150435,MC
GATA2,GATA1,chrX_48782598_48783489,0.001009444630429,MC
GATA2,GATA1,chrX_48782598_48783489,0.0009837767788831,LC
GATA2,GATA1,chrX_48782598_48783489,0.000902874247127,LC
GATA2,GATA1,chrX_48714549_48715316,0.000902874247127,LC
GATA2,GATA1,chrX_48782598_48783489,0.0007283158012973,LC
GATA2,GATA1,chrX_48782598_48783489,0.0005804499700626,LC
GATA2,GATA1,chrX_48782598_48783489,0.000457710768837,LC
GATA2,GATA1,chrX_48782598_48783489,0.0002221232671843,LC
FLI1,GATA2,chr3_128492555_128493484,0.190599585887564,HC
GATA2,GATA2,chr3_128482839_128483707,0.190599585887564,HC
CEBPA,GATA2,chr3_128482839_128483707,0.190599585887564,HC
FLI1,GATA2,chr3_128492555_128493484,0.140713905886013,HC
CEBPA,GATA2,chr3_128595262_128596141,0.140713905886013,HC
JUN,GATA2,chr3_128595262_128596141,0.140713905886013,HC
FLI1,GATA2,chr3_128492555_128493484,0.0705507371076763,HC
SPI1,GATA2,chr3_128725696_128726564,0.0705507371076763,HC
FLI1,GATA2,chr3_128492555_128493484,0.0702054255245367,HC
FLI1,GATA2,chr3_128492555_128493484,0.0503476749705707,HC
FLI1,GATA2,chr3_128492555_128493484,0.0441347272424722,HC
GATA2,GATA2,chr3_128573587_128574495,0.0441347272424722,HC
FLI1,GATA2,chr3_128492555_128493484,0.0281898599310437,HC
SPI1,GATA2,chr3_128426089_128426994,0.0281898599310437,HC
FLI1,GATA2,chr3_128492555_128493484,0.0259166464762757,HC
FLI1,GATA2,chr3_128492555_128493484,0.0233343506750164,HC
FLI1,GATA2,chr3_128492555_128493484,0.0224764280178027,HC
GATA2,GATA2,chr3_128603592_128604394,0.0224764280178027,HC
FLI1,GATA2,chr3_128492555_128493484,0.0217283576581155,HC
FLI1,GATA2,chr3_128492555_128493484,0.0215647738834729,HC
FLI1,GATA2,chr3_128492555_128493484,0.0201278305815533,HC
FLI1,GATA2,chr3_128492555_128493484,0.0174876931513673,HC
CEBPA,GATA2,chr3_128414999_128415900,0.0174876931513673,HC
JUN,GATA2,chr3_128414999_128415900,0.0174876931513673,HC
FLI1,GATA2,chr3_128492555_128493484,0.0160514919230505,HC
FLI1,GATA2,chr3_128492555_128493484,0.0159113108768199,HC
FLI1,GATA2,chr3_128492555_128493484,0.0128385966819517,HC
GATA2,GATA2,chr3_128466957_128467798,0.0128385966819517,HC
JUN,GATA2,chr3_128466957_128467798,0.0128385966819517,HC
FLI1,GATA2,chr3_128492555_128493484,0.0120115376012641,HC
FLI1,GATA2,chr3_128492555_128493484,0.010176177656175,HC
SPI1,GATA2,chr3_128698175_128699128,0.010176177656175,HC
FLI1,GATA2,chr3_128492555_128493484,0.0098903596513967,HC
FLI1,GATA2,chr3_128492555_128493484,0.0098082381764302,HC
CEBPA,GATA2,chr3_128523285_128524201,0.0098082381764302,HC
FLI1,GATA2,chr3_128492555_128493484,0.0089513637817473,HC
GATA2,GATA2,chr3_128653693_128654576,0.0089513637817473,HC
FLI1,GATA2,chr3_128492555_128493484,0.0085734744989129,HC
JUN,GATA2,chr3_128497389_128498281,0.0085734744989129,HC
FLI1,GATA2,chr3_128492555_128493484,0.0085344153545527,HC
FLI1,GATA2,chr3_128492555_128493484,0.0083580144311608,HC
FLI1,GATA2,chr3_128492555_128493484,0.0079398499392064,HC
GATA2,GATA2,chr3_128665358_128666198,0.0079398499392064,HC
FLI1,GATA2,chr3_128492555_128493484,0.0076568925947399,HC
JUN,GATA2,chr3_128554974_128555869,0.0076568925947399,HC
FLI1,GATA2,chr3_128492555_128493484,0.0069381414962433,HC
FLI1,GATA2,chr3_128492555_128493484,0.0063477651198112,MC
SPI1,GATA2,chr3_128674458_128675362,0.0063477651198112,MC
FLI1,GATA2,chr3_128492555_128493484,0.0060012568594204,MC
SPI1,GATA2,chr3_128348739_128349582,0.0060012568594204,MC
FLI1,GATA2,chr3_128492555_128493484,0.0057093424860085,MC
JUN,GATA2,chr3_128448199_128449045,0.0057093424860085,MC
FLI1,GATA2,chr3_128492555_128493484,0.0055382550770261,MC
FLI1,GATA2,chr3_128492555_128493484,0.005339732003588,MC
JUN,GATA2,chr3_128416485_128417352,0.005339732003588,MC
FLI1,GATA2,chr3_128492555_128493484,0.0052523962916264,MC
JUN,GATA2,chr3_128598721_128599577,0.0052523962916264,MC
FLI1,GATA2,chr3_128492555_128493484,0.005190398716257,MC
FLI1,GATA2,chr3_128492555_128493484,0.0048845049463857,MC
FLI1,GATA2,chr3_128492555_128493484,0.0047457548988457,MC
GATA2,GATA2,chr3_128623482_128624372,0.0047457548988457,MC
FLI1,GATA2,chr3_128492555_128493484,0.0047322979623147,MC
FLI1,GATA2,chr3_128492555_128493484,0.004474336130367,MC
FLI1,GATA2,chr3_128492555_128493484,0.0044626250724067,MC
SPI1,GATA2,chr3_128468786_128469380,0.0044626250724067,MC
JUN,GATA2,chr3_128468786_128469380,0.0044626250724067,MC
FLI1,GATA2,chr3_128492555_128493484,0.0044112110710958,MC
FLI1,GATA2,chr3_128492555_128493484,0.0041875012841926,MC
FLI1,GATA2,chr3_128492555_128493484,0.0040463943172955,MC
FLI1,GATA2,chr3_128492555_128493484,0.0038551756548335,MC
GATA2,GATA2,chr3_128572320_128573165,0.0038551756548335,MC
FLI1,GATA2,chr3_128492555_128493484,0.0037341300795318,MC
FLI1,GATA2,chr3_128492555_128493484,0.0034395188368285,MC
FLI1,GATA2,chr3_128492555_128493484,0.0031594983656385,MC
SPI1,GATA2,chr3_128697079_128697703,0.0031594983656385,MC
FLI1,GATA2,chr3_128492555_128493484,0.0031052287180266,MC
SPI1,GATA2,chr3_128294976_128295854,0.0031052287180266,MC
FLI1,GATA2,chr3_128492555_128493484,0.0028996091479281,MC
SPI1,GATA2,chr3_128718666_128719513,0.0028996091479281,MC
CEBPA,GATA2,chr3_128718666_128719513,0.0028996091479281,MC
FLI1,GATA2,chr3_128492555_128493484,0.0025948893251255,MC
FLI1,GATA2,chr3_128242893_128243821,0.0025948893251255,MC
FLI1,GATA2,chr3_128492555_128493484,0.0025589266667198,MC
SPI1,GATA2,chr3_128684906_128685608,0.0025589266667198,MC
FLI1,GATA2,chr3_128492555_128493484,0.0025264303611341,MC
FLI1,GATA2,chr3_128492555_128493484,0.0022836715114219,MC
GATA2,GATA2,chr3_128378057_128379003,0.0022836715114219,MC
FLI1,GATA2,chr3_128492555_128493484,0.0018697326606608,MC
SPI1,GATA2,chr3_128293715_128294501,0.0018697326606608,MC
FLI1,GATA2,chr3_128492555_128493484,0.001631554778376,MC
SPI1,FLI1,chr11_128718565_128719467,0.183637304887908,HC
FLI1,FLI1,chr11_128718565_128719467,0.183637304887908,HC
CEBPA,FLI1,chr11_128718565_128719467,0.183637304887908,HC
SPI1,FLI1,chr11_128624107_128624982,0.131246784533398,HC
CEBPA,FLI1,chr11_128624107_128624982,0.131246784533398,HC
GATA2,FLI1,chr11_128859550_128860442,0.0212750126899976,HC
FLI1,FLI1,chr11_128928205_128928922,0.0212179418017686,HC
SPI1,FLI1,chr11_128726562_128727380,0.0168825951345933,HC
JUN,FLI1,chr11_128726562_128727380,0.0168825951345933,HC
JUN,FLI1,chr11_128929566_128930300,0.0158409820444539,HC
SPI1,FLI1,chr11_128713337_128714200,0.0120705942619083,HC
GATA2,FLI1,chr11_128728761_128729708,0.0110514399987164,HC
SPI1,FLI1,chr11_128703388_128704277,0.0107467456267003,HC
CEBPA,FLI1,chr11_128703388_128704277,0.0107467456267003,HC
GATA2,FLI1,chr11_128512226_128513133,0.0101889755733758,HC
SPI1,FLI1,chr11_128512226_128513133,0.0101889755733758,HC
SPI1,FLI1,chr11_128663802_128664602,0.0095919695512399,HC
CEBPA,FLI1,chr11_128663802_128664602,0.0095919695512399,HC
GATA2,FLI1,chr11_128660704_128661623,0.0090821421180936,HC
CEBPA,FLI1,chr11_128660704_128661623,0.0090821421180936,HC
GATA2,FLI1,chr11_128469845_128470616,0.0086484074236127,HC
CEBPA,FLI1,chr11_128469845_128470616,0.0086484074236127,HC
GATA2,FLI1,chr11_128735790_128736663,0.0082762325008134,HC
CEBPA,FLI1,chr11_128631984_128632812,0.0082526337077436,HC
SPI1,FLI1,chr11_128464941_128465342,0.0076675098044033,HC
GATA2,FLI1,chr11_128693727_128694525,0.0071843637693468,HC
SPI1,FLI1,chr11_128695608_128696497,0.0070925895585035,HC
JUN,FLI1,chr11_128699625_128700528,0.0067429711282885,HC
CEBPA,FLI1,chr11_128471994_128472845,0.0066918861295857,HC
SPI1,FLI1,chr11_128802336_128802843,0.0066595363887127,HC
JUN,FLI1,chr11_128903437_128904298,0.006237088746442,MC
FLI1,FLI1,chr11_128837333_128838186,0.0061426535472626,MC
SPI1,FLI1,chr11_128582529_128583435,0.0060688754308223,MC
CEBPA,FLI1,chr11_128582529_128583435,0.0060688754308223,MC
GATA2,FLI1,chr11_128619724_128620615,0.0058732532949102,MC
SPI1,FLI1,chr11_128619724_128620615,0.0058732532949102,MC
JUN,FLI1,chr11_128619724_128620615,0.0058732532949102,MC
GATA2,FLI1,chr11_128916477_128917425,0.0057598944446234,MC
SPI1,FLI1,chr11_128916477_128917425,0.0057598944446234,MC
GATA2,FLI1,chr11_128488331_128489255,0.0057121178026586,MC
CEBPA,FLI1,chr11_128488331_128489255,0.0057121178026586,MC
SPI1,FLI1,chr11_128483237_128483954,0.0056517897921241,MC
CEBPA,FLI1,chr11_128483237_128483954,0.0056517897921241,MC
GATA2,FLI1,chr11_128525248_128526153,0.0054700233680416,MC
JUN,FLI1,chr11_128525248_128526153,0.0054700233680416,MC
SPI1,FLI1,chr11_128738665_128739592,0.0050668585515976,MC
GATA2,FLI1,chr11_128862088_128862987,0.0047433141779708,MC
SPI1,FLI1,chr11_128862088_128862987,0.0047433141779708,MC
CEBPA,FLI1,chr11_128482320_128483105,0.0047324764944286,MC
GATA2,FLI1,chr11_128734167_128734984,0.0045807953560426,MC
SPI1,FLI1,chr11_128684635_128685313,0.0045304431164625,MC
GATA2,FLI1,chr11_128503356_128504284,0.0040320409617558,MC
SPI1,FLI1,chr11_128579599_128580473,0.0040205356295156,MC
FLI1,FLI1,chr11_128579599_128580473,0.0040205356295156,MC
SPI1,FLI1,chr11_128658217_128659073,0.00400004719345,MC
CEBPA,FLI1,chr11_128544373_128545299,0.0034791640635776,MC
SPI1,FLI1,chr11_128845123_128846013,0.0033891857263306,MC
CEBPA,FLI1,chr11_128449147_128449883,0.0032546806645822,MC
CEBPA,FLI1,chr11_128839859_128840734,0.0031909138096145,MC
CEBPA,FLI1,chr11_128841287_128842203,0.0031748251304368,MC
SPI1,FLI1,chr11_128603822_128604728,0.0028995916244716,MC
GATA2,FLI1,chr11_128476461_128477358,0.0028709689217143,MC
SPI1,FLI1,chr11_128476461_128477358,0.0028709689217143,MC
JUN,FLI1,chr11_128476461_128477358,0.0028709689217143,MC
GATA2,FLI1,chr11_128498464_128499376,0.0027057616263118,MC
GATA2,FLI1,chr11_128720324_128721193,0.0023157955468394,MC
SPI1,FLI1,chr11_128630169_128631048,0.0020096035016347,MC
SPI1,FLI1,chr11_128563758_128564671,0.0018609757486314,MC
CEBPA,FLI1,chr11_128563758_128564671,0.0018609757486314,MC
CEBPA,FLI1,chr11_128886270_128887145,0.0018324787303413,MC
GATA2,FLI1,chr11_128628405_128629239,0.0015930727691986,MC
SPI1,FLI1,chr11_128552721_128553602,0.0013299688816963,MC
SPI1,FLI1,chr11_128757004_128757881,0.0012821259285,MC
SPI1,FLI1,chr11_128551465_128552251,0.0007133871035346,LC
GATA2,FLI1,chr11_128848526_128849406,0.0003767097371201,LC
CEBPA,CEBPA,chr19_33293144_33293897,0.217925115536271,HC
SPI1,CEBPA,chr19_33331963_33332851,0.113570591218072,HC
FLI1,CEBPA,chr19_33259225_33260014,0.0317242340115498,HC
CEBPA,CEBPA,chr19_33259225_33260014,0.0317242340115498,HC
FLI1,CEBPA,chr19_33176759_33177578,0.0295723477502657,HC
CEBPA,CEBPA,chr19_33248928_33249793,0.0242464835642894,HC
SPI1,CEBPA,chr19_33260591_33261455,0.0240471894119706,HC
CEBPA,CEBPA,chr19_33151990_33152854,0.0236297999797488,HC
JUN,CEBPA,chr19_33151990_33152854,0.0236297999797488,HC
SPI1,CEBPA,chr19_33298214_33299132,0.0174635787389964,HC
GATA2,CEBPA,chr19_33235070_33235932,0.0156518837155989,HC
FLI1,CEBPA,chr19_33430266_33431135,0.015488324630262,HC
GATA2,CEBPA,chr19_33330325_33331159,0.0150160717643075,HC
JUN,CEBPA,chr19_33330325_33331159,0.0150160717643075,HC
SPI1,CEBPA,chr19_33278348_33279047,0.0140631540608789,HC
JUN,CEBPA,chr19_33278348_33279047,0.0140631540608789,HC
CEBPA,CEBPA,chr19_33231203_33232104,0.0128142306567907,HC
CEBPA,CEBPA,chr19_33118811_33119738,0.0119320818605402,HC
GATA2,CEBPA,chr19_33160202_33161109,0.0110215821903523,HC
FLI1,CEBPA,chr19_33160202_33161109,0.0110215821903523,HC
GATA2,CEBPA,chr19_33077661_33078560,0.0099522209668145,HC
CEBPA,CEBPA,chr19_33077661_33078560,0.0099522209668145,HC
JUN,CEBPA,chr19_33077661_33078560,0.0099522209668145,HC
SPI1,CEBPA,chr19_33371963_33372669,0.0097186052007211,HC
SPI1,CEBPA,chr19_33268315_33269213,0.0087618719986054,HC
SPI1,CEBPA,chr19_33183970_33184870,0.0060304396733341,MC
SPI1,CEBPA,chr19_33280252_33281170,0.0049901975795505,MC
GATA2,CEBPA,chr19_33063091_33063854,0.004405438031907,MC
SPI1,CEBPA,chr19_33063091_33063854,0.004405438031907,MC
JUN,CEBPA,chr19_33063091_33063854,0.004405438031907,MC
GATA2,CEBPA,chr19_33440958_33441866,0.0040401387502282,MC
GATA2,CEBPA,chr19_33124426_33125169,0.0020819163745292,MC
GATA2,KLF1,chr19_13069403_13070281,0.608598854441615,HC
SPI1,KLF1,chr19_13069403_13070281,0.608598854441615,HC
JUN,KLF1,chr19_12933292_12934172,0.0533177393259115,HC
SPI1,KLF1,chr19_12664908_12665729,0.0074754261083182,HC
GATA2,KLF1,chr19_13102520_13103447,0.0058814998426001,MC
SPI1,KLF1,chr19_13102520_13103447,0.0058814998426001,MC
GATA2,KLF1,chr19_12716682_12717565,0.0049183962109422,MC
SPI1,KLF1,chr19_12656749_12657572,0.0046748040181953,MC
SPI1,KLF1,chr19_13116315_13117179,0.0043400160971369,MC
SPI1,KLF1,chr19_12945380_12946248,0.0034745764681653,MC
FLI1,KLF1,chr19_12945380_12946248,0.0034745764681653,MC
JUN,KLF1,chr19_12945380_12946248,0.0034745764681653,MC
CEBPA,KLF1,chr19_12883373_12884221,0.0029820462800351,MC
SPI1,KLF1,chr19_13012822_13013704,0.0028322905890962,MC
SPI1,KLF1,chr19_12956766_12957671,0.0027350777106043,MC
SPI1,KLF1,chr19_12728457_12729333,0.0027221680462637,MC
GATA2,KLF1,chr19_12799939_12800722,0.0027203709855992,MC
JUN,KLF1,chr19_12736814_12737726,0.0025442285333492,MC
SPI1,KLF1,chr19_12669049_12669953,0.0021206015598213,MC
FLI1,KLF1,chr19_12669049_12669953,0.0021206015598213,MC
JUN,KLF1,chr19_12639824_12640722,0.0020273492695652,MC
SPI1,KLF1,chr19_12786037_12786876,0.001948695976009,MC
CEBPA,KLF1,chr19_12828189_12829114,0.0014101942113725,MC
GATA2,KLF1,chr19_12796194_12797064,0.0011131575297988,MC
SPI1,KLF1,chr19_12983254_12984155,0.001015606308161,MC
SPI1,KLF1,chr19_12881053_12881959,0.000949417751512,LC
SPI1,KLF1,chr19_12913766_12914664,0.0008424774837447,LC
FLI1,KLF1,chr19_12913766_12914664,0.0008424774837447,LC
SPI1,KLF1,chr19_12696206_12697097,0.0007062654334551,LC
FLI1,KLF1,chr19_12696206_12697097,0.0007062654334551,LC
JUN,KLF1,chr19_13132301_13133181,0.0006642146905801,LC
FLI1,KLF1,chr19_13099261_13100016,0.0006354794045507,LC
CEBPA,KLF1,chr19_13051400_13052265,0.0003677964934128,LC
SPI1,KLF1,chr19_12729850_12730712,0.0002448955145687,LC
SPI1,KLF1,chr19_13079203_13080055,0.0002317150279426,LC
SPI1,KLF1,chr19_12681418_12682203,0.0002229536183587,LC
FLI1,KLF1,chr19_12681418_12682203,0.0002229536183587,LC
CEBPA,KLF1,chr19_12681418_12682203,0.0002229536183587,LC
SPI1,KLF1,chr19_12929883_12930754,0.0002196100845075,LC
GATA2,KLF1,chr19_13121920_13122862,7.74660001238331e-05,LC
FLI1,GFI1,chr1_92486707_92487487,0.159989630775677,HC
FLI1,GFI1,chr1_92486707_92487487,0.123373902621155,HC
CEBPA,GFI1,chr1_92583664_92584484,0.123373902621155,HC
FLI1,GFI1,chr1_92486707_92487487,0.0933315478914655,HC
FLI1,GFI1,chr1_92486707_92487487,0.0858547825511263,HC
FLI1,GFI1,chr1_92486707_92487487,0.0608433537094861,HC
FLI1,GFI1,chr1_92486707_92487487,0.0523864977829184,HC
FLI1,GFI1,chr1_92486707_92487487,0.0414272997211195,HC
SPI1,GFI1,chr1_92459604_92460512,0.0414272997211195,HC
FLI1,GFI1,chr1_92486707_92487487,0.0358447878321741,HC
SPI1,GFI1,chr1_92563235_92564161,0.0358447878321741,HC
FLI1,GFI1,chr1_92486707_92487487,0.0327054930624437,HC
CEBPA,GFI1,chr1_92475933_92476820,0.0327054930624437,HC
FLI1,GFI1,chr1_92486707_92487487,0.0312239626521472,HC
CEBPA,GFI1,chr1_92461495_92462404,0.0312239626521472,HC
FLI1,GFI1,chr1_92486707_92487487,0.0303307894236834,HC
FLI1,GFI1,chr1_92486707_92487487,0.0277136461547313,HC
CEBPA,GFI1,chr1_92365493_92366362,0.0277136461547313,HC
FLI1,GFI1,chr1_92486707_92487487,0.02689121374402,HC
FLI1,GFI1,chr1_92486707_92487487,0.0240446547334096,HC
JUN,GFI1,chr1_92501990_92502889,0.0240446547334096,HC
FLI1,GFI1,chr1_92486707_92487487,0.0210589840619561,HC
CEBPA,GFI1,chr1_92309860_92310753,0.0210589840619561,HC
JUN,GFI1,chr1_92309860_92310753,0.0210589840619561,HC
FLI1,GFI1,chr1_92486707_92487487,0.0170560383407186,HC
CEBPA,GFI1,chr1_92317563_92318483,0.0170560383407186,HC
JUN,GFI1,chr1_92317563_92318483,0.0170560383407186,HC
FLI1,GFI1,chr1_92486707_92487487,0.0169024361866516,HC
FLI1,GFI1,chr1_92486707_92487487,0.0146092132276709,HC
SPI1,GFI1,chr1_92367312_92368133,0.0146092132276709,HC
FLI1,GFI1,chr1_92367312_92368133,0.0146092132276709,HC
FLI1,GFI1,chr1_92486707_92487487,0.0130012329656025,HC
GATA2,GFI1,chr1_92466614_92467448,0.0130012329656025,HC
SPI1,GFI1,chr1_92466614_92467448,0.0130012329656025,HC
FLI1,GFI1,chr1_92486707_92487487,0.012894858408456,HC
FLI1,GFI1,chr1_92486707_92487487,0.0112677245085752,HC
FLI1,GFI1,chr1_92486707_92487487,0.0097994410862788,HC
SPI1,GFI1,chr1_92536675_92537478,0.0097994410862788,HC
FLI1,GFI1,chr1_92486707_92487487,0.0096110244433179,HC
SPI1,GFI1,chr1_92464522_92465365,0.0096110244433179,HC
FLI1,GFI1,chr1_92486707_92487487,0.0094385319819563,HC
JUN,GFI1,chr1_92544457_92545347,0.0094385319819563,HC
FLI1,GFI1,chr1_92486707_92487487,0.0084351942484401,HC
FLI1,GFI1,chr1_92486707_92487487,0.0083525029797516,HC
FLI1,GFI1,chr1_92486707_92487487,0.007289568886879,HC
FLI1,GFI1,chr1_92486707_92487487,0.0057190030453982,MC
JUN,GFI1,chr1_92504403_92505238,0.0057190030453982,MC
FLI1,GFI1,chr1_92486707_92487487,0.0037982261304721,MC
FLI1,GFI1,chr1_92486707_92487487,0.0026242819947121,MC
GATA2,GFI1,chr1_92311717_92312595,0.0026242819947121,MC
FLI1,GFI1,chr1_92486707_92487487,0.0021801748476053,MC
GATA2,GFI1,chr1_92410428_92411258,0.0021801748476053,MC
JUN,GFI1,chr1_92410428_92411258,0.0021801748476053,MC
GATA2,ZFPM1,chr16_88491356_88492252,0.388520573002332,HC
JUN,ZFPM1,chr16_88491356_88492252,0.388520573002332,HC
GATA2,ZFPM1,chr16_88511613_88512480,0.126212575695675,HC
FLI1,ZFPM1,chr16_88511613_88512480,0.126212575695675,HC
SPI1,ZFPM1,chr16_88569884_88570772,0.0569722402862768,HC
GATA2,ZFPM1,chr16_88523449_88524266,0.0343775302249827,HC
GATA2,ZFPM1,chr16_88461619_88462477,0.0305895364347208,HC
SPI1,ZFPM1,chr16_88598906_88599826,0.0181387369353578,HC
GATA2,ZFPM1,chr16_88458232_88459068,0.0135637741497937,HC
JUN,ZFPM1,chr16_88458232_88459068,0.0135637741497937,HC
GATA2,ZFPM1,chr16_88516204_88516999,0.0121091154510373,HC
JUN,ZFPM1,chr16_88469701_88470569,0.0109248278832611,HC
SPI1,ZFPM1,chr16_88430294_88431174,0.0098678353156429,HC
JUN,ZFPM1,chr16_88636862_88637746,0.0090181177730956,HC
SPI1,ZFPM1,chr16_88477773_88478676,0.0089969636915112,HC
FLI1,ZFPM1,chr16_88700603_88701485,0.0072229810982963,HC
GATA2,ZFPM1,chr16_88479629_88480351,0.0071730102502403,HC
SPI1,ZFPM1,chr16_88479629_88480351,0.0071730102502403,HC
JUN,ZFPM1,chr16_88409818_88410629,0.0061444262316061,MC
SPI1,ZFPM1,chr16_88681541_88682445,0.0061091124133145,MC
SPI1,ZFPM1,chr16_88448256_88448994,0.0059272031594888,MC
SPI1,ZFPM1,chr16_88619683_88620597,0.0058298703392613,MC
FLI1,ZFPM1,chr16_88347763_88348638,0.005391182995668,MC
SPI1,ZFPM1,chr16_88691621_88692534,0.0052222487188266,MC
JUN,ZFPM1,chr16_88691621_88692534,0.0052222487188266,MC
CEBPA,ZFPM1,chr16_88468282_88469205,0.0046357380083813,MC
FLI1,ZFPM1,chr16_88547837_88548790,0.0046066824319472,MC
CEBPA,ZFPM1,chr16_88547837_88548790,0.0046066824319472,MC
